sku,product_name,description,category,subcategory,brand,unit_cost,unit_price,weight_kg,length_cm,width_cm,height_cm,is_hazmat,is_perishable,reorder_point,reorder_qty,lead_time_days,_ingested_at
SKU-00465,Re-engineered regional application,System long cultural usually available enough energy by put want letter physical physical include too.,Furniture,Him,Hardy-Jones,79.21,190.26,21.53,35.8,60.9,44.3,False,False,121,818,30,2026-04-30T04:36:50.726872
SKU-00466,Devolved clear-thinking archive,Natural these again degree bank road huge explain lose as picture window development ahead couple.,Medical,Everybody,Vaughn,287.04,762.52,43.36,32.9,54.6,33.9,False,False,130,900,15,2026-04-30T04:36:50.726872
SKU-00467,Robust disintermediate interface,Country tree participant at summer its address during different officer attack number direction conference.,Hardware,Gun,Kramer,161.26,322.98,8.96,49.1,77.0,23.5,False,False,78,549,25,2026-04-30T04:36:50.726872
SKU-00468,Distributed scalable workforce,Source treatment company thousand drive on painting person fly team view fine trade.,Office Supplies,Join,Scott-Sutton,432.26,1306.27,43.63,63.8,51.5,26.2,False,False,104,274,16,2026-04-30T04:36:50.726872
SKU-00469,Grass-roots well-modulated encryption,Investment region my medical the this avoid situation development animal election painting mind fly matter be.,Furniture,Goal,Park-Wheeler,182.84,515.69,8.05,106.0,63.3,57.0,False,False,194,375,43,2026-04-30T04:36:50.726872
SKU-00470,Switchable zero tolerance solution,Side travel recognize cold loss look particular commercial.,Food & Beverage,Heart,"Garcia,",106.15,266.72,34.97,85.5,35.6,46.2,False,False,96,815,16,2026-04-30T04:36:50.726872
SKU-00471,Future-proofed human-resource encoding,Collection include though whom house against certainly food father movement according performance general people.,Food & Beverage,Out,Mcdonald-Perez,70.61,227.66,35.38,118.8,42.0,36.4,False,False,30,210,42,2026-04-30T04:36:50.726872
SKU-00472,Persevering object-oriented customer loyalty,Store with system firm get nor poor certainly rest especially be ask push would white lay.,Automotive,Discover,"Rose,",206.76,700.82,37.27,67.9,21.8,17.7,False,False,150,386,33,2026-04-30T04:36:50.726872
SKU-00473,Streamlined maximized Internet solution,Billion half new room civil debate someone myself.,Food & Beverage,High,Huber-Johnson,337.46,929.6,1.4,95.3,34.5,33.2,False,False,173,292,40,2026-04-30T04:36:50.726872
SKU-00474,Profound tangible circuit,Who pick yes next memory development training ten son always line respond modern bar PM.,Sporting Goods,Drug,"Simmons,",274.38,829.04,3.95,16.1,69.5,41.1,False,False,141,721,13,2026-04-30T04:36:50.726872
SKU-00475,Quality-focused grid-enabled collaboration,Able card ask last against far name effect pull.,Hardware,Leave,"Moran,",313.05,411.9,1.25,97.7,40.5,24.0,False,False,11,147,18,2026-04-30T04:36:50.726872
SKU-00476,Virtual demand-driven product,For church rule force forward range affect whatever those allow boy field Mrs.,Automotive,Establish,"Anderson,",242.03,746.1,47.95,108.9,6.4,54.0,False,False,63,170,9,2026-04-30T04:36:50.726872
SKU-00477,Team-oriented actuating access,Industry you care drive although second more able toward prove.,Industrial,Result,Wiley,440.68,945.71,9.9,93.3,63.7,27.6,False,False,46,816,38,2026-04-30T04:36:50.726872
SKU-00478,Grass-roots dedicated knowledgebase,Southern off wonder should center what air paper that remember determine instead.,Apparel,We,Salazar-Huff,446.19,947.86,35.16,44.6,35.4,55.2,False,False,45,816,38,2026-04-30T04:36:50.726872
SKU-00479,Phased upward-trending service-desk,Across deal ability health travel ask affect between hospital oil above.,Furniture,Rich,"Mitchell,",387.47,1034.11,15.1,29.8,66.5,17.2,False,True,180,162,12,2026-04-30T04:36:50.726872
SKU-00480,Assimilated bandwidth-monitored groupware,Majority federal oil include really middle only fast.,Automotive,By,Smith-Meyers,289.45,829.81,28.4,15.2,35.7,59.4,True,False,150,279,14,2026-04-30T04:36:50.726872
SKU-00481,Streamlined reciprocal workforce,Past within indeed room significant business student remain head recently recent card soldier.,Furniture,Old,Nguyen,148.89,223.28,5.33,49.8,17.7,47.5,False,False,193,302,37,2026-04-30T04:36:50.726872
SKU-00482,Ergonomic logistical project,Player dog TV science west surface fill yet company future that cup hair.,Furniture,Sport,Miller,271.33,359.85,37.74,27.4,22.4,58.4,False,False,117,903,31,2026-04-30T04:36:50.726872
SKU-00483,Vision-oriented cohesive Graphic Interface,Media itself consider knowledge myself Mrs I determine work everybody onto wide.,Food & Beverage,Again,Kerr-Howard,296.07,1007.6,13.75,96.4,26.1,49.9,False,False,32,795,4,2026-04-30T04:36:50.726872
SKU-00484,Public-key motivating ability,Likely student it son support finally too concern yard detail whatever foreign realize far room other.,Automotive,Course,Nguyen,429.82,1014.66,10.9,13.5,23.8,33.6,False,True,82,642,42,2026-04-30T04:36:50.726872
SKU-00485,Re-contextualized incremental intranet,Knowledge outside work because quite size writer something difference remember serve life.,Hardware,Character,Sawyer-Nguyen,320.1,955.89,2.47,40.8,72.4,11.4,False,False,153,900,27,2026-04-30T04:36:50.726872
SKU-00486,Synergized bi-directional array,A now throughout ground most let we something board give up collection break.,Hardware,Describe,Gray,384.17,829.59,27.26,8.8,77.4,52.8,False,False,46,174,13,2026-04-30T04:36:50.726872
SKU-00487,Right-sized zero-defect implementation,Account method evening item security candidate medical official.,Office Supplies,Name,"Williamson,",117.13,226.1,13.13,22.9,9.5,20.5,False,True,132,629,43,2026-04-30T04:36:50.726872
SKU-00488,Proactive even-keeled info-mediaries,Science security room occur sense look this suffer.,Furniture,Card,Garcia-Escobar,44.63,65.8,46.05,48.9,11.0,47.7,False,False,32,859,32,2026-04-30T04:36:50.726872
SKU-00489,Managed tangible infrastructure,Treatment task detail minute magazine must million.,Apparel,Head,Palmer,53.53,161.18,4.98,83.4,74.5,49.4,False,False,128,735,1,2026-04-30T04:36:50.726872
SKU-00490,Stand-alone next generation pricing structure,However present national short simply wide level recent anything training nothing population like market expect.,Sporting Goods,Pass,"Atkinson,",73.97,184.94,32.79,38.3,13.9,50.7,False,False,91,189,32,2026-04-30T04:36:50.726872
SKU-00491,Innovative zero tolerance focus group,Leg too process thank finally book white later ok stock season career.,Hardware,Push,Mitchell-Hall,420.35,1256.16,30.42,116.5,40.7,31.6,False,False,119,242,39,2026-04-30T04:36:50.726872
SKU-00492,Visionary local help-desk,Board hospital view safe economic often try decide particularly forget phone represent nothing approach speech.,Sporting Goods,Score,"Burch,",33.68,101.86,4.08,110.6,42.4,37.7,False,False,41,851,37,2026-04-30T04:36:50.726872
SKU-00493,Organized motivating system engine,Two market indicate worry need her moment you design fill.,Apparel,American,Randall-Steele,449.44,814.11,7.67,45.1,70.8,6.4,False,False,65,389,4,2026-04-30T04:36:50.726872
SKU-00494,Centralized leadingedge projection,South style letter hold they rather teacher first.,Automotive,Agree,"Sims,",185.82,636.08,9.36,12.6,46.1,49.2,False,False,54,825,42,2026-04-30T04:36:50.726872
SKU-00495,Networked optimal complexity,Course resource may executive door country ok page candidate.,Industrial,Once,Fleming-Williams,224.34,731.39,0.2,77.8,26.2,43.8,False,False,159,605,39,2026-04-30T04:36:50.726872
SKU-00496,Enterprise-wide directional array,Upon raise hotel crime learn finish provide former budget.,Industrial,Price,Moore-Wheeler,317.6,769.02,45.75,46.3,34.3,18.4,False,False,66,109,2,2026-04-30T04:36:50.726872
SKU-00497,Business-focused content-based challenge,Early lot avoid interest partner though one report finish.,Furniture,Guy,"Hayes,",167.11,581.28,35.07,44.2,38.9,56.5,False,False,103,846,33,2026-04-30T04:36:50.726872
SKU-00498,Distributed 5thgeneration analyzer,Box edge create window enter value growth ever like hot she blue nor.,Apparel,Within,"Harper,",134.37,425.47,9.29,78.4,11.5,11.1,False,False,102,464,24,2026-04-30T04:36:50.726872
SKU-00499,Synergistic upward-trending system engine,Successful foot join if town collection change.,Automotive,Number,"Young,",13.11,42.17,23.87,81.3,11.2,51.8,False,False,66,55,25,2026-04-30T04:36:50.726872
SKU-00500,Networked explicit forecast,Newspaper good provide view he food vote oil anything wide defense four according.,Automotive,Moment,Tate-Obrien,229.9,732.82,13.11,95.6,43.4,47.1,False,True,173,882,27,2026-04-30T04:36:50.726872
SKU-00501,Synergistic fault-tolerant utilization,Discussion carry improve worry office over enjoy statement along mind.,Furniture,Rule,"Summers,",185.02,255.83,13.67,116.8,62.0,30.2,False,True,114,222,13,2026-04-30T04:36:50.726872
SKU-00502,Switchable client-server interface,Admit water contain artist know we put hundred leader painting it voice left truth attack.,Hardware,Grow,"Rodriguez,",226.42,345.03,43.52,80.9,15.5,10.3,False,False,49,340,1,2026-04-30T04:36:50.726872
SKU-00503,Expanded eco-centric function,Almost job little clear boy consumer available power rate sense stand open play stuff scientist church.,Medical,Wide,Logan-Lynch,241.92,480.25,7.86,27.1,80.0,36.3,False,True,33,89,36,2026-04-30T04:36:50.726872
SKU-00504,Customizable 24hour Graphical User Interface,Agent be community individual tend today call certainly do leg.,Furniture,Smile,White-Chan,121.69,371.85,11.49,107.3,12.6,8.7,False,False,90,248,21,2026-04-30T04:36:50.726872
SKU-00505,Intuitive executive process improvement,Food save movement knowledge coach natural certainly hundred character realize million really score whether wonder.,Medical,Computer,Cherry-Tran,435.28,1452.62,8.32,79.0,49.4,55.6,True,False,84,170,41,2026-04-30T04:36:50.726872
SKU-00506,Implemented empowering instruction set,Hand often case thing make actually nothing stand state position though week key.,Office Supplies,Run,"Scott,",315.54,1073.51,27.87,9.7,61.9,32.4,True,False,14,921,5,2026-04-30T04:36:50.726872
SKU-00507,Multi-lateral maximized data-warehouse,Nearly reason light natural movie add about recent paper indicate long leader test yes.,Industrial,Before,Stein,12.14,17.97,14.46,104.7,75.7,16.1,False,False,42,855,33,2026-04-30T04:36:50.726872
SKU-00508,Profit-focused real-time knowledgebase,Nation choice mission somebody carry someone chair husband rest.,Hardware,Second,"Campos,",342.79,1145.65,13.21,59.0,35.7,28.3,False,False,150,87,12,2026-04-30T04:36:50.726872
SKU-00509,Adaptive global customer loyalty,Avoid middle interest free rock huge middle some avoid stuff political her yourself wide.,Sporting Goods,Participant,Fields-Thomas,39.62,109.62,46.32,30.7,33.9,45.8,False,False,174,777,2,2026-04-30T04:36:50.726872
SKU-00510,Reduced multi-tasking core,They set you card range draw health rate bar.,Food & Beverage,Inside,Miller,303.65,697.02,29.3,18.3,15.9,14.9,False,False,193,505,17,2026-04-30T04:36:50.726872
SKU-00511,Configurable reciprocal open architecture,News mission able reflect likely realize single rate magazine together happen.,Food & Beverage,Among,Mcdonald-Garcia,419.13,1299.11,20.18,71.2,28.9,21.3,False,False,136,853,24,2026-04-30T04:36:50.726872
SKU-00512,Centralized methodical forecast,Expect different window often rule others laugh charge.,Industrial,Which,Gutierrez-Santiago,267.17,753.48,1.14,92.3,19.0,53.9,True,False,120,630,41,2026-04-30T04:36:50.726872
SKU-00513,Inverse asymmetric array,Unit number a put anything blood new.,Industrial,High,Barber,23.4,48.17,7.75,74.9,45.7,2.9,False,True,94,480,30,2026-04-30T04:36:50.726872
SKU-00514,Multi-layered actuating collaboration,Professor north clear several phone reflect pay allow activity push per though.,Medical,His,"Gibbs,",109.41,322.9,18.63,107.8,11.2,20.5,False,False,67,478,43,2026-04-30T04:36:50.726872
SKU-00515,Synergistic system-worthy projection,Policy test institution organization security later finally story cold character production quite.,Industrial,Source,"Scott,",252.72,650.1,27.64,21.1,21.5,3.2,False,False,112,680,40,2026-04-30T04:36:50.726872
SKU-00516,Configurable impactful forecast,Glass responsibility kid always soldier quite hand too.,Furniture,Cup,Ellis,73.59,232.54,14.86,39.6,63.0,30.9,False,False,12,594,19,2026-04-30T04:36:50.726872
SKU-00517,Visionary discrete intranet,Someone how of situation part here boy put heavy true study floor market.,Food & Beverage,Behavior,Turner-Sandoval,304.38,889.97,45.06,25.0,27.6,2.3,False,False,191,179,20,2026-04-30T04:36:50.726872
SKU-00518,Multi-lateral multi-state framework,Rich might bad evening partner middle deep standard front husband exist and green eight former north.,Office Supplies,Participant,"Kim,",51.11,103.22,47.12,50.8,13.1,33.0,False,False,159,1000,2,2026-04-30T04:36:50.726872
SKU-00519,Fully-configurable foreground circuit,Say body top bed while treat million song technology while economy quality today.,Medical,Poor,"Barnett,",173.8,437.45,19.0,23.6,17.3,28.2,False,False,66,722,10,2026-04-30T04:36:50.726872
SKU-00520,Down-sized asynchronous encryption,Step include matter decide stand law reason practice really surface across service.,Office Supplies,Usually,Hernandez,279.83,775.19,14.63,25.8,21.7,6.8,False,False,45,587,25,2026-04-30T04:36:50.726872
SKU-00521,Fundamental coherent hardware,Whose manager usually across surface fast step state military this machine social ten responsibility cell ask.,Industrial,Son,Ruiz-Vega,103.02,133.47,41.42,74.6,34.4,54.5,False,False,123,211,7,2026-04-30T04:36:50.726872
SKU-00522,Robust upward-trending moratorium,Land hit far on very when loss natural edge listen some.,Apparel,Couple,Baker,219.19,570.01,41.48,8.0,11.5,28.9,False,False,40,417,44,2026-04-30T04:36:50.726872
SKU-00523,Persevering contextually-based methodology,Movement speak general century strategy Congress land wall into try million peace.,Apparel,Perform,"Warren,",109.47,358.48,19.18,29.1,69.4,50.4,False,False,100,819,3,2026-04-30T04:36:50.726872
SKU-00524,Grass-roots full-range migration,Third serve whom dog above truth unit carry very yard worker.,Hardware,Just,Vazquez,437.07,1371.42,29.36,62.5,27.7,47.3,False,True,48,96,27,2026-04-30T04:36:50.726872
SKU-00525,Optional contextually-based standardization,Four yard write ok economy time middle agree check everything within expert far page.,Furniture,Knowledge,"Kramer,",44.21,60.11,28.87,78.9,20.9,37.9,False,False,164,113,1,2026-04-30T04:36:50.726872
SKU-00526,Cloned high-level installation,Sound carry car TV test artist walk let price friend education air firm discussion her.,Electronics,Catch,"Anderson,",27.57,45.86,29.13,44.3,12.5,10.5,False,False,193,743,18,2026-04-30T04:36:50.726872
SKU-00527,Fully-configurable actuating data-warehouse,Whether computer those practice seek man Mr player class fear the goal could.,Hardware,At,Anderson,315.46,759.24,18.49,116.5,28.2,44.2,False,False,46,282,1,2026-04-30T04:36:50.726872
SKU-00528,Expanded needs-based standardization,Man suggest newspaper major serve answer house.,Office Supplies,Bank,Terry-Evans,129.62,374.04,48.87,20.7,22.6,57.8,False,False,146,836,5,2026-04-30T04:36:50.726872
SKU-00529,Secured multimedia groupware,Husband discuss item remember fast mission agreement pick nearly mission full away commercial production relate.,Automotive,I,Silva-Pruitt,129.26,245.81,36.72,101.4,38.3,47.4,False,False,100,250,44,2026-04-30T04:36:50.726872
SKU-00530,Intuitive reciprocal flexibility,Operation resource moment financial Mr three year subject wrong large along child drug.,Hardware,Relationship,Franco,277.0,919.64,33.54,117.0,37.1,26.4,False,True,55,724,31,2026-04-30T04:36:50.726872
SKU-00531,Seamless needs-based open architecture,Before safe ten decide city admit test war mission woman camera kind their lose.,Automotive,Improve,Simmons,292.17,409.19,1.42,71.2,46.5,49.6,False,False,24,466,43,2026-04-30T04:36:50.726872
SKU-00532,Total stable time-frame,Control century leg her ahead during according yes low night story join.,Furniture,Base,"Smith,",34.77,48.15,6.69,13.0,13.5,29.8,False,False,16,445,41,2026-04-30T04:36:50.726872
SKU-00533,Face-to-face encompassing productivity,Spend senior without PM happy drug three community west can sound stuff.,Automotive,Money,"Reeves,",371.92,636.03,12.38,22.4,56.3,9.1,False,False,45,437,41,2026-04-30T04:36:50.726872
SKU-00534,Extended global moderator,Relationship like article call left seat protect call nearly staff special type.,Industrial,Agency,Fletcher-Kramer,233.29,631.29,18.44,30.4,42.3,6.8,False,False,59,72,3,2026-04-30T04:36:50.726872
SKU-00535,Balanced well-modulated superstructure,Former front traditional miss risk red development often last.,Food & Beverage,Whole,Banks-Carter,14.47,32.85,16.9,109.5,47.7,33.2,False,False,72,769,45,2026-04-30T04:36:50.726872
SKU-00536,Customer-focused intangible matrices,Mr west growth on point ten hundred population do hospital skill them herself act white.,Apparel,Family,"Lambert,",34.31,62.93,17.29,80.8,42.7,24.0,False,False,132,823,35,2026-04-30T04:36:50.726872
SKU-00537,Optional modular synergy,Debate Republican perhaps audience ready exist own good let ready.,Hardware,Air,Hopkins,321.55,757.09,27.73,97.2,42.3,21.9,False,False,63,991,34,2026-04-30T04:36:50.726872
SKU-00538,Diverse disintermediate service-desk,Energy fine style quality everything civil ever major agency new follow arrive can responsibility different western.,Hardware,Parent,"Johnson,",64.05,94.24,13.81,105.1,66.1,48.6,False,False,84,238,28,2026-04-30T04:36:50.726872
SKU-00539,Profit-focused modular array,Century difference green near apply through nature your although purpose water hand.,Food & Beverage,Discover,Bryant,201.13,645.81,18.5,97.6,41.6,59.6,False,False,73,550,24,2026-04-30T04:36:50.726872
SKU-00540,Inverse impactful knowledgebase,Can pretty make memory leave your unit.,Office Supplies,History,"Reynolds,",303.18,1013.62,19.36,59.0,35.8,32.7,False,False,50,218,18,2026-04-30T04:36:50.726872
SKU-00541,Reduced static frame,Whether future gas now wish agent garden to drive pick care report.,Furniture,Beautiful,Wilson-Palmer,366.64,695.87,18.44,18.8,28.0,38.3,False,False,158,182,37,2026-04-30T04:36:50.726872
SKU-00542,Horizontal asynchronous open architecture,Person walk ready capital table to century usually wall thus.,Automotive,Staff,"Brewer,",189.33,464.07,16.76,17.6,66.4,5.1,False,False,124,946,27,2026-04-30T04:36:50.726872
SKU-00543,Compatible hybrid projection,Benefit attack pick continue federal traditional man report floor art daughter smile.,Apparel,Red,Wells,320.37,831.0,11.65,41.8,6.6,27.6,False,False,78,937,9,2026-04-30T04:36:50.726872
SKU-00544,Virtual regional firmware,Dark message simple center week country rock raise drop rich before collection yeah there.,Furniture,Feeling,Doyle,34.22,51.26,21.91,95.0,32.8,2.3,False,False,136,522,36,2026-04-30T04:36:50.726872
SKU-00545,Reduced dedicated throughput,Do popular some against economy compare respond state top gun store clearly long.,Electronics,Free,"Carroll,",442.81,839.33,17.31,61.7,47.5,51.8,False,False,143,348,45,2026-04-30T04:36:50.726872
SKU-00546,Polarized real-time extranet,Carry treat door child few account network organization.,Medical,Station,Harris,295.46,385.43,11.59,75.3,15.0,19.0,False,False,46,842,16,2026-04-30T04:36:50.726872
SKU-00547,User-centric upward-trending emulation,Song report list dark over rate it compare left natural beautiful.,Apparel,Minute,Roberts,88.09,247.55,46.33,85.4,25.2,5.7,False,False,196,505,1,2026-04-30T04:36:50.726872
SKU-00548,Customizable zero administration budgetary management,Ago close beat receive data base difference begin option.,Automotive,Focus,"Johnson,",178.85,477.14,33.58,102.6,63.8,48.9,False,True,27,191,10,2026-04-30T04:36:50.726872
SKU-00549,Business-focused next generation moratorium,Represent official quality few guess could station blue office operation message audience describe fly who.,Electronics,Short,"Clark,",13.64,44.41,36.03,64.6,42.8,17.6,False,False,149,258,14,2026-04-30T04:36:50.726872
SKU-00550,Virtual intermediate product,Major yard wind represent receive attorney machine activity pretty real top begin boy.,Food & Beverage,Move,Roberts-Morris,446.79,983.58,22.62,71.3,6.7,47.8,False,False,148,669,26,2026-04-30T04:36:50.726872
SKU-00551,Assimilated bifurcated encoding,Site age thought eat well enjoy happy agreement manage eight.,Hardware,Natural,Carrillo-Cooper,225.2,634.83,19.12,103.0,53.0,16.7,False,False,163,186,2,2026-04-30T04:36:50.726872
SKU-00552,Universal modular knowledgebase,Seem child religious president charge away help second brother ago cultural marriage.,Office Supplies,Quality,"Chandler,",253.69,840.67,14.07,87.2,8.9,52.3,False,False,33,979,37,2026-04-30T04:36:50.726872
SKU-00553,Synchronized value-added throughput,Firm threat sense with wife west service of.,Office Supplies,Hundred,Brown,418.84,570.59,32.69,107.3,5.1,8.3,False,False,131,403,34,2026-04-30T04:36:50.726872
SKU-00554,Persistent 3rdgeneration access,Order exactly trial television whose however painting technology carry she design leave.,Electronics,Air,Rodriguez-Maldonado,322.35,795.24,2.53,114.4,60.0,35.5,False,False,83,311,41,2026-04-30T04:36:50.726872
SKU-00555,Programmable 24/7 toolset,Oil term assume pretty nice cup consumer.,Industrial,Fire,Richard,32.06,44.51,12.18,45.1,33.9,31.5,False,False,94,245,34,2026-04-30T04:36:50.726872
SKU-00556,Mandatory national time-frame,Fall think my moment cover themselves commercial life outside accept official cost modern threat.,Hardware,White,"Roberson,",285.99,534.08,32.32,59.9,39.4,22.4,False,True,173,62,7,2026-04-30T04:36:50.726872
SKU-00557,Mandatory value-added focus group,First that deep shoulder thus western site white try mind close seem.,Sporting Goods,Later,Daniels-Stout,415.1,1388.78,19.13,56.4,41.5,49.3,False,True,165,88,10,2026-04-30T04:36:50.726872
SKU-00558,Reactive tertiary matrix,How none play certainly drive admit election dog effort hair.,Hardware,Foreign,Fisher-Marsh,400.03,864.38,30.35,84.8,53.4,13.8,False,False,37,424,34,2026-04-30T04:36:50.726872
SKU-00559,Programmable intermediate support,Want entire hotel make because although direction leader generation collection kind hundred business group.,Automotive,Five,Hunt,417.64,1443.84,25.92,53.6,11.4,35.1,False,False,101,643,34,2026-04-30T04:36:50.726872
SKU-00560,User-friendly zero-defect flexibility,Son have condition both find degree here attention increase high bill.,Food & Beverage,Imagine,Heath,92.08,148.21,3.38,105.0,59.0,52.2,False,False,63,433,13,2026-04-30T04:36:50.726872
SKU-00561,Compatible background model,Coach security against four fund piece here go election score may east media eight support single.,Sporting Goods,Through,Porter,116.13,162.66,17.45,42.6,57.9,33.6,False,False,73,642,42,2026-04-30T04:36:50.726872
SKU-00562,Future-proofed 4thgeneration customer loyalty,Theory quality place fire yeah summer government improve interest across yeah.,Sporting Goods,Today,Davis,267.58,432.67,8.05,51.0,15.7,29.2,False,False,153,94,5,2026-04-30T04:36:50.726872
SKU-00563,Stand-alone client-driven collaboration,Simple what why heavy onto trade reach real prepare risk she season sort hospital.,Sporting Goods,Nice,Nichols,307.07,946.5,46.46,54.2,41.4,52.4,True,False,61,56,10,2026-04-30T04:36:50.726872
SKU-00564,Centralized optimal Graphic Interface,Late woman one else sit painting be raise trade almost box country sound so task send.,Office Supplies,Your,Allen,355.23,607.49,45.06,58.1,40.9,24.3,False,False,66,311,21,2026-04-30T04:36:50.726872
SKU-00565,Self-enabling eco-centric open architecture,Country seat listen leg administration information special up former produce friend.,Office Supplies,Security,Torres,32.73,100.64,35.54,23.9,14.4,32.0,False,False,71,54,35,2026-04-30T04:36:50.726872
SKU-00566,Right-sized heuristic extranet,Party hit office family structure wonder seem live receive wide suddenly.,Food & Beverage,Case,Cooper-Mason,211.0,710.67,0.48,110.4,74.3,9.3,False,True,126,833,15,2026-04-30T04:36:50.726872
SKU-00567,Advanced bifurcated instruction set,Possible land even leave production expect seem one.,Apparel,East,Craig-Cabrera,250.67,849.22,39.69,59.0,74.0,57.1,False,False,138,349,9,2026-04-30T04:36:50.726872
SKU-00568,Universal didactic neural-net,Statement institution travel method main before western system apply knowledge.,Medical,Make,"Church,",144.59,393.0,46.08,27.8,63.5,5.6,False,False,28,99,10,2026-04-30T04:36:50.726872
SKU-00569,Secured executive productivity,Large weight scene dream task them sing vote feeling example recognize table.,Industrial,Consumer,"Thornton,",322.77,505.72,14.83,38.4,21.2,41.3,False,False,133,919,45,2026-04-30T04:36:50.726872
SKU-00570,Fully-configurable foreground structure,Similar skin thought throughout dark degree college movement line grow if man.,Medical,One,Keller,298.5,436.21,30.99,111.7,58.4,26.8,False,False,171,536,7,2026-04-30T04:36:50.726872
SKU-00571,Devolved intangible Graphic Interface,Event lead represent benefit bar military candidate rock world structure tend whether.,Furniture,Always,"Wu,",170.22,379.19,38.62,51.3,39.1,19.2,False,False,106,586,16,2026-04-30T04:36:50.726872
SKU-00572,Up-sized 24hour matrix,Building writer budget feel husband effort Republican bank billion old measure art office guy field.,Industrial,Sign,Marks-Burns,88.85,114.28,30.79,47.2,17.1,49.8,False,False,182,438,44,2026-04-30T04:36:50.726872
SKU-00573,Upgradable zero administration secured line,True teach she wide continue market return lot factor push will many above light night.,Food & Beverage,Camera,"Thomas,",321.12,965.2,31.24,115.1,18.7,50.6,False,False,72,688,1,2026-04-30T04:36:50.726872
SKU-00574,Cross-platform cohesive array,Stock nearly clear coach low will art important image road chance involve treat such near.,Office Supplies,Dinner,"Lucas,",207.21,582.23,23.96,33.0,8.8,8.6,False,False,39,134,22,2026-04-30T04:36:50.726872
SKU-00575,Integrated impactful task-force,Card board response stop country year line story see successful again another early minute article.,Hardware,Program,"Walton,",18.16,24.49,19.91,100.3,16.4,2.5,False,False,99,623,37,2026-04-30T04:36:50.726872
SKU-00576,Virtual intermediate system engine,Different already song some relationship number threat method event even choice receive itself reveal must tend.,Industrial,World,"Thompson,",323.42,1018.96,45.5,73.8,69.8,55.3,False,False,139,562,14,2026-04-30T04:36:50.726872
SKU-00577,Phased executive service-desk,Speech house kid interview house quality bed our civil bill young.,Hardware,Experience,Woods-Bell,162.13,421.58,5.48,70.6,40.4,7.3,False,False,191,567,27,2026-04-30T04:36:50.726872
SKU-00578,Balanced content-based function,Share senior article join conference particularly with around by sea professional tough.,Automotive,Hair,Benton,443.25,1404.83,33.97,32.6,16.7,52.8,False,False,136,759,9,2026-04-30T04:36:50.726872
SKU-00579,Organic directional encoding,Partner resource almost year send star simply.,Automotive,Among,"James,",368.05,810.59,7.4,64.6,28.3,33.2,False,False,52,787,32,2026-04-30T04:36:50.726872
SKU-00580,Mandatory client-server project,Even hundred long business garden newspaper lot plan order.,Industrial,Ago,Cortez,301.91,379.16,40.56,84.3,60.1,40.2,True,False,22,138,20,2026-04-30T04:36:50.726872
SKU-00581,Expanded impactful success,Over decade carry its describe election change want recent city water mind let.,Automotive,Want,Crawford,300.44,909.52,16.05,72.8,47.0,21.6,False,False,39,460,42,2026-04-30T04:36:50.726872
SKU-00582,Enterprise-wide global system engine,Debate along special response station safe research apply myself once central debate very alone sea action.,Electronics,Decade,Hall,92.51,298.62,34.83,27.8,22.6,54.1,False,False,107,662,13,2026-04-30T04:36:50.726872
SKU-00583,Synergized bottom-line product,Mr specific decision exactly human she bar growth main natural two especially despite big model represent.,Hardware,Produce,Mullins-Mcdaniel,365.6,1203.16,2.94,9.3,8.9,49.6,False,True,123,583,8,2026-04-30T04:36:50.726872
SKU-00584,Customizable mission-critical instruction set,Probably music throw present history hard relationship film road reality benefit majority recent social less.,Industrial,Relate,Graham,327.61,1038.73,26.63,10.2,44.5,59.0,False,False,81,116,22,2026-04-30T04:36:50.726872
SKU-00585,Inverse demand-driven structure,Pick late positive yard owner mission guy daughter rise.,Furniture,Cause,"Braun,",245.37,724.09,31.29,10.8,60.5,4.9,False,False,123,477,28,2026-04-30T04:36:50.726872
SKU-00586,Automated directional portal,Party parent trial quality military design deep really age close order hear ok purpose.,Automotive,Hair,Chan-Becker,41.2,88.02,26.74,78.9,43.4,49.0,False,False,172,489,34,2026-04-30T04:36:50.726872
SKU-00587,Upgradable 4thgeneration capacity,Activity job theory say model point should idea leader wrong management likely.,Furniture,Truth,Poole-Ray,31.45,60.76,23.0,85.2,24.2,28.6,True,False,193,275,5,2026-04-30T04:36:50.726872
SKU-00588,Public-key interactive encryption,Nice group past three a month continue chair like.,Hardware,Concern,Garcia,447.09,595.41,17.51,68.1,20.9,47.2,False,False,120,559,13,2026-04-30T04:36:50.726872
SKU-00589,Re-contextualized well-modulated initiative,Traditional kid day quality increase others either front others account.,Furniture,Only,"Bailey,",272.69,649.99,48.94,15.9,48.8,9.2,False,False,165,288,31,2026-04-30T04:36:50.726872
SKU-00590,Multi-lateral intermediate time-frame,Cup like message describe approach scene before product save war vote herself.,Office Supplies,However,Vega,449.42,1216.66,37.9,16.9,65.9,26.8,False,False,136,540,26,2026-04-30T04:36:50.726872
SKU-00591,Monitored user-facing info-mediaries,Daughter relate control water daughter truth later nor out assume property above benefit buy.,Apparel,Player,Turner,391.58,1069.39,27.18,115.2,35.7,15.7,False,False,180,416,2,2026-04-30T04:36:50.726872
SKU-00592,Optional hybrid success,Security debate teach child finally under language.,Automotive,Specific,"Tanner,",40.87,131.93,39.14,23.6,74.3,12.0,False,False,121,504,33,2026-04-30T04:36:50.726872
