po_id,supplier_id,warehouse_id,sku,qty_ordered,unit_cost,total_cost,po_date,expected_delivery,actual_delivery,status,is_on_time,_ingested_at
PO-00004223,SUP-0007,WH-WES-07,SKU-00958,1775,144.72,256878.0,2025-05-09,2025-07-05,,CONFIRMED,,2026-04-30T04:36:50.726872
PO-00004224,SUP-0007,WH-WES-07,SKU-00815,1679,326.82,548730.78,2025-08-09,2025-08-19,2025-08-24,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00004225,SUP-0012,WH-EAS-01,SKU-00701,729,351.73,256411.17,2025-09-23,2025-11-07,,SUBMITTED,,2026-04-30T04:36:50.726872
PO-00004226,SUP-0056,WH-NOR-05,SKU-00775,119,158.26,18832.94,2025-12-16,2025-12-22,,DRAFT,,2026-04-30T04:36:50.726872
PO-00004227,SUP-0077,WH-CEN-08,SKU-00646,1595,109.37,174445.15,2026-02-23,2026-04-12,,DRAFT,,2026-04-30T04:36:50.726872
PO-00004228,SUP-0005,WH-NOR-04,SKU-00119,996,147.14,146551.44,2025-07-27,2025-08-21,,IN_TRANSIT,,2026-04-30T04:36:50.726872
PO-00004229,SUP-0040,WH-CEN-10,SKU-00689,738,315.81,233067.78,2025-05-14,2025-07-04,2025-07-11,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00004230,SUP-0016,WH-CEN-10,SKU-00050,1584,132.8,210355.2,2025-10-30,2025-11-19,,CONFIRMED,,2026-04-30T04:36:50.726872
PO-00004231,SUP-0079,WH-SOU-09,SKU-00597,638,149.35,95285.3,2025-11-04,2025-11-19,,IN_TRANSIT,,2026-04-30T04:36:50.726872
PO-00004232,SUP-0021,WH-NOR-04,SKU-00682,281,87.3,24531.3,2026-02-04,2026-03-22,2026-03-22,RECEIVED,True,2026-04-30T04:36:50.726872
PO-00004233,SUP-0069,WH-SOU-09,SKU-00253,397,381.15,151316.55,2026-01-31,2026-03-14,2026-03-13,RECEIVED,True,2026-04-30T04:36:50.726872
PO-00004234,SUP-0073,WH-EAS-03,SKU-00711,1347,263.83,355379.01,2026-01-13,2026-01-25,2026-01-28,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00004235,SUP-0072,WH-NOR-05,SKU-00505,792,435.28,344741.76,2026-03-10,2026-04-04,2026-04-12,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00004236,SUP-0014,WH-SOU-09,SKU-00887,1634,347.94,568533.96,2026-04-08,2026-04-28,2026-05-07,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00004237,SUP-0052,WH-EAS-02,SKU-00875,1790,419.04,750081.6,2025-08-12,2025-09-13,2025-09-17,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00004238,SUP-0009,WH-NOR-04,SKU-00700,926,175.2,162235.2,2025-09-23,2025-10-08,,IN_TRANSIT,,2026-04-30T04:36:50.726872
PO-00004239,SUP-0044,WH-WES-07,SKU-00543,171,320.37,54783.27,2026-02-09,2026-02-26,,IN_TRANSIT,,2026-04-30T04:36:50.726872
PO-00004240,SUP-0056,WH-EAS-06,SKU-00605,470,305.71,143683.7,2026-03-12,2026-04-08,,IN_TRANSIT,,2026-04-30T04:36:50.726872
PO-00004241,SUP-0079,WH-WES-07,SKU-00152,367,340.64,125014.88,2025-06-18,2025-08-04,2025-08-09,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00004242,SUP-0054,WH-CEN-10,SKU-00673,1491,278.1,414647.1,2025-10-02,2025-10-11,,DRAFT,,2026-04-30T04:36:50.726872
PO-00004243,SUP-0044,WH-SOU-09,SKU-00569,319,322.77,102963.63,2025-04-29,2025-06-16,,IN_TRANSIT,,2026-04-30T04:36:50.726872
PO-00004244,SUP-0059,WH-EAS-06,SKU-00832,1793,35.72,64045.96,2025-12-06,2026-02-04,,CONFIRMED,,2026-04-30T04:36:50.726872
PO-00004245,SUP-0042,WH-NOR-04,SKU-00876,494,80.48,39757.12,2025-07-11,2025-09-03,,IN_TRANSIT,,2026-04-30T04:36:50.726872
PO-00004246,SUP-0022,WH-NOR-04,SKU-00404,1396,214.82,299888.72,2025-10-14,2025-10-31,2025-11-06,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00004247,SUP-0003,WH-EAS-03,SKU-00919,1595,46.92,74837.4,2026-04-24,2026-05-03,,SUBMITTED,,2026-04-30T04:36:50.726872
PO-00004248,SUP-0005,WH-CEN-10,SKU-00181,1662,162.64,270307.68,2025-06-16,2025-07-31,2025-08-06,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00004249,SUP-0022,WH-WES-07,SKU-00078,1272,342.49,435647.28,2025-07-02,2025-07-27,,SUBMITTED,,2026-04-30T04:36:50.726872
PO-00004250,SUP-0042,WH-CEN-10,SKU-00068,1251,407.53,509820.03,2025-09-15,2025-11-06,,CANCELLED,,2026-04-30T04:36:50.726872
PO-00004251,SUP-0072,WH-EAS-01,SKU-00078,1958,342.49,670595.42,2025-07-13,2025-08-24,,DRAFT,,2026-04-30T04:36:50.726872
PO-00004252,SUP-0027,WH-EAS-06,SKU-00700,457,175.2,80066.4,2025-05-04,2025-05-24,2025-05-22,RECEIVED,True,2026-04-30T04:36:50.726872
PO-00004253,SUP-0005,WH-EAS-06,SKU-00463,277,46.81,12966.37,2025-10-19,2025-12-08,,IN_TRANSIT,,2026-04-30T04:36:50.726872
PO-00004254,SUP-0073,WH-EAS-03,SKU-00626,1964,382.82,751858.48,2025-08-05,2025-09-20,,IN_TRANSIT,,2026-04-30T04:36:50.726872
PO-00004255,SUP-0072,WH-WES-07,SKU-00196,444,158.86,70533.84,2025-08-22,2025-09-13,2025-09-18,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00004256,SUP-0016,WH-WES-07,SKU-00256,524,362.7,190054.8,2026-03-12,2026-04-06,,IN_TRANSIT,,2026-04-30T04:36:50.726872
PO-00004257,SUP-0021,WH-EAS-02,SKU-00730,246,55.18,13574.28,2026-01-12,2026-01-20,2026-01-18,RECEIVED,True,2026-04-30T04:36:50.726872
PO-00004258,SUP-0038,WH-EAS-06,SKU-00594,244,412.67,100691.48,2026-01-08,2026-01-20,,DRAFT,,2026-04-30T04:36:50.726872
PO-00004259,SUP-0053,WH-EAS-02,SKU-00609,809,236.75,191530.75,2026-02-06,2026-02-22,,SUBMITTED,,2026-04-30T04:36:50.726872
PO-00004260,SUP-0048,WH-CEN-08,SKU-00082,917,235.07,215559.19,2025-06-11,2025-07-30,,IN_TRANSIT,,2026-04-30T04:36:50.726872
PO-00004261,SUP-0019,WH-CEN-08,SKU-00304,369,94.0,34686.0,2026-03-12,2026-03-22,,DRAFT,,2026-04-30T04:36:50.726872
PO-00004262,SUP-0013,WH-WES-07,SKU-00038,1159,209.01,242242.59,2025-12-04,2026-01-30,,IN_TRANSIT,,2026-04-30T04:36:50.726872
PO-00004263,SUP-0023,WH-EAS-01,SKU-00246,886,180.93,160303.98,2026-03-02,2026-04-22,2026-04-29,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00004264,SUP-0071,WH-NOR-04,SKU-00516,1940,73.59,142764.6,2025-05-25,2025-06-05,,IN_TRANSIT,,2026-04-30T04:36:50.726872
PO-00004265,SUP-0048,WH-WES-07,SKU-00965,1077,268.41,289077.57,2025-07-21,2025-07-26,2025-07-24,RECEIVED,True,2026-04-30T04:36:50.726872
PO-00004266,SUP-0010,WH-WES-07,SKU-00895,1882,111.08,209052.56,2025-05-15,2025-07-12,,CONFIRMED,,2026-04-30T04:36:50.726872
PO-00004267,SUP-0049,WH-EAS-03,SKU-00099,1371,267.54,366797.34,2025-09-09,2025-10-23,,IN_TRANSIT,,2026-04-30T04:36:50.726872
PO-00004268,SUP-0023,WH-NOR-04,SKU-00289,929,79.71,74050.59,2025-11-06,2025-12-03,,DRAFT,,2026-04-30T04:36:50.726872
PO-00004269,SUP-0072,WH-CEN-10,SKU-00717,1275,394.24,502656.0,2026-03-14,2026-04-24,,SUBMITTED,,2026-04-30T04:36:50.726872
PO-00004270,SUP-0028,WH-NOR-05,SKU-00101,1761,218.77,385253.97,2025-09-21,2025-10-21,,IN_TRANSIT,,2026-04-30T04:36:50.726872
PO-00004271,SUP-0012,WH-WES-07,SKU-00529,1281,129.26,165582.06,2026-03-13,2026-04-29,2026-04-27,RECEIVED,True,2026-04-30T04:36:50.726872
PO-00004272,SUP-0047,WH-NOR-04,SKU-00222,442,26.13,11549.46,2025-08-13,2025-09-27,,SUBMITTED,,2026-04-30T04:36:50.726872
PO-00004273,SUP-0064,WH-EAS-03,SKU-00762,450,23.06,10377.0,2026-01-09,2026-01-26,,IN_TRANSIT,,2026-04-30T04:36:50.726872
PO-00004274,SUP-0079,WH-EAS-02,SKU-00375,634,294.25,186554.5,2025-09-13,2025-09-17,2025-09-23,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00004275,SUP-0026,WH-SOU-09,SKU-00260,779,61.55,47947.45,2026-01-20,2026-03-17,2026-03-24,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00004276,SUP-0013,WH-CEN-08,SKU-00169,525,449.46,235966.5,2025-08-10,2025-08-28,,DRAFT,,2026-04-30T04:36:50.726872
PO-00004277,SUP-0057,WH-SOU-09,SKU-00056,1164,99.93,116318.52,2026-01-09,2026-01-14,,CONFIRMED,,2026-04-30T04:36:50.726872
PO-00004278,SUP-0071,WH-NOR-04,SKU-00226,1603,105.14,168539.42,2026-01-31,2026-03-27,,IN_TRANSIT,,2026-04-30T04:36:50.726872
PO-00004279,SUP-0006,WH-CEN-10,SKU-00429,1260,95.34,120128.4,2026-01-25,2026-03-02,,SUBMITTED,,2026-04-30T04:36:50.726872
PO-00004280,SUP-0058,WH-EAS-06,SKU-00049,1808,167.89,303545.12,2025-10-16,2025-12-13,2025-12-21,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00004281,SUP-0041,WH-CEN-08,SKU-00032,1457,302.94,441383.58,2026-01-04,2026-02-26,,IN_TRANSIT,,2026-04-30T04:36:50.726872
PO-00004282,SUP-0041,WH-EAS-02,SKU-00164,509,214.49,109175.41,2026-02-07,2026-03-29,,CONFIRMED,,2026-04-30T04:36:50.726872
PO-00004283,SUP-0060,WH-NOR-05,SKU-00029,631,17.8,11231.8,2026-04-27,2026-06-02,2026-05-31,RECEIVED,True,2026-04-30T04:36:50.726872
PO-00004284,SUP-0026,WH-NOR-04,SKU-00025,816,421.65,344066.4,2025-05-18,2025-06-22,2025-06-19,RECEIVED,True,2026-04-30T04:36:50.726872
PO-00004285,SUP-0044,WH-CEN-08,SKU-00792,1988,169.59,337144.92,2025-07-22,2025-08-15,2025-08-14,RECEIVED,True,2026-04-30T04:36:50.726872
PO-00004286,SUP-0002,WH-CEN-10,SKU-00856,885,334.18,295749.3,2025-07-08,2025-08-22,2025-08-22,RECEIVED,True,2026-04-30T04:36:50.726872
PO-00004287,SUP-0005,WH-CEN-10,SKU-00980,1262,310.95,392418.9,2025-11-01,2025-12-23,2026-01-01,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00004288,SUP-0073,WH-EAS-01,SKU-00754,629,146.47,92129.63,2026-03-29,2026-04-20,2026-04-28,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00004289,SUP-0003,WH-CEN-10,SKU-00397,1590,146.21,232473.9,2026-03-03,2026-03-18,,SUBMITTED,,2026-04-30T04:36:50.726872
PO-00004290,SUP-0035,WH-CEN-10,SKU-00993,1600,404.13,646608.0,2025-10-19,2025-10-23,2025-10-26,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00004291,SUP-0040,WH-WES-07,SKU-00860,1172,144.78,169682.16,2025-05-28,2025-06-16,2025-06-21,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00004292,SUP-0072,WH-SOU-09,SKU-00161,186,415.73,77325.78,2025-10-24,2025-11-23,,IN_TRANSIT,,2026-04-30T04:36:50.726872
PO-00004293,SUP-0027,WH-SOU-09,SKU-00760,1092,169.57,185170.44,2025-08-17,2025-10-01,2025-10-10,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00004294,SUP-0009,WH-EAS-01,SKU-00607,1715,336.77,577560.55,2025-08-30,2025-10-03,2025-10-03,RECEIVED,True,2026-04-30T04:36:50.726872
PO-00004295,SUP-0004,WH-EAS-03,SKU-00274,612,202.08,123672.96,2025-07-04,2025-07-08,2025-07-05,RECEIVED,True,2026-04-30T04:36:50.726872
PO-00004296,SUP-0007,WH-NOR-04,SKU-00166,166,14.97,2485.02,2025-06-20,2025-08-04,2025-08-14,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00004297,SUP-0074,WH-EAS-06,SKU-00247,1437,83.82,120449.34,2026-01-13,2026-02-20,,IN_TRANSIT,,2026-04-30T04:36:50.726872
PO-00004298,SUP-0012,WH-NOR-05,SKU-00238,1800,157.06,282708.0,2025-11-17,2025-12-25,,IN_TRANSIT,,2026-04-30T04:36:50.726872
PO-00004299,SUP-0073,WH-EAS-03,SKU-00325,344,296.3,101927.2,2026-01-19,2026-01-29,,SUBMITTED,,2026-04-30T04:36:50.726872
PO-00004300,SUP-0017,WH-EAS-01,SKU-00022,564,179.47,101221.08,2026-02-09,2026-02-16,,CONFIRMED,,2026-04-30T04:36:50.726872
PO-00004301,SUP-0030,WH-CEN-08,SKU-00236,871,311.7,271490.7,2025-07-27,2025-08-12,2025-08-19,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00004302,SUP-0078,WH-EAS-01,SKU-00170,1694,371.54,629388.76,2025-06-24,2025-08-09,2025-08-18,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00004303,SUP-0024,WH-EAS-01,SKU-00091,212,184.27,39065.24,2025-07-03,2025-08-10,,IN_TRANSIT,,2026-04-30T04:36:50.726872
PO-00004304,SUP-0025,WH-NOR-04,SKU-00391,917,367.75,337226.75,2025-10-12,2025-12-06,2025-12-14,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00004305,SUP-0068,WH-EAS-06,SKU-00002,1627,429.22,698340.94,2025-12-17,2026-01-24,,CANCELLED,,2026-04-30T04:36:50.726872
PO-00004306,SUP-0024,WH-NOR-05,SKU-00854,934,275.45,257270.3,2025-12-03,2026-01-26,2026-01-30,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00004307,SUP-0021,WH-NOR-05,SKU-00771,1693,219.86,372222.98,2025-08-23,2025-08-28,2025-08-30,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00004308,SUP-0049,WH-WES-07,SKU-00408,1242,270.81,336346.02,2025-05-30,2025-06-15,,SUBMITTED,,2026-04-30T04:36:50.726872
PO-00004309,SUP-0064,WH-CEN-10,SKU-00158,401,120.13,48172.13,2025-06-25,2025-08-07,,SUBMITTED,,2026-04-30T04:36:50.726872
PO-00004310,SUP-0056,WH-EAS-03,SKU-00211,455,410.72,186877.6,2025-05-03,2025-05-28,,CONFIRMED,,2026-04-30T04:36:50.726872
PO-00004311,SUP-0035,WH-SOU-09,SKU-00214,102,148.9,15187.8,2026-03-16,2026-04-11,2026-04-17,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00004312,SUP-0047,WH-EAS-01,SKU-00404,880,214.82,189041.6,2026-01-24,2026-02-07,,IN_TRANSIT,,2026-04-30T04:36:50.726872
PO-00004313,SUP-0030,WH-CEN-08,SKU-00721,209,405.46,84741.14,2026-04-07,2026-05-02,2026-05-01,RECEIVED,True,2026-04-30T04:36:50.726872
PO-00004314,SUP-0003,WH-NOR-04,SKU-00784,1072,240.99,258341.28,2025-06-19,2025-08-16,2025-08-17,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00004315,SUP-0065,WH-SOU-09,SKU-00652,1390,100.12,139166.8,2025-06-14,2025-06-24,,CONFIRMED,,2026-04-30T04:36:50.726872
PO-00004316,SUP-0036,WH-WES-07,SKU-00722,1497,54.84,82095.48,2026-02-28,2026-03-17,,CONFIRMED,,2026-04-30T04:36:50.726872
PO-00004317,SUP-0042,WH-WES-07,SKU-00015,1143,437.44,499993.92,2025-09-18,2025-11-11,,DRAFT,,2026-04-30T04:36:50.726872
PO-00004318,SUP-0033,WH-CEN-08,SKU-00223,111,235.92,26187.12,2025-12-26,2026-02-01,,SUBMITTED,,2026-04-30T04:36:50.726872
PO-00004319,SUP-0010,WH-NOR-05,SKU-00542,588,189.33,111326.04,2025-05-06,2025-05-10,2025-05-17,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00004320,SUP-0001,WH-NOR-04,SKU-00230,1126,354.37,399020.62,2025-11-16,2025-12-24,,CANCELLED,,2026-04-30T04:36:50.726872
PO-00004321,SUP-0034,WH-EAS-06,SKU-00710,1451,284.64,413012.64,2025-06-08,2025-07-08,,SUBMITTED,,2026-04-30T04:36:50.726872
PO-00004322,SUP-0069,WH-WES-07,SKU-00699,917,289.75,265700.75,2026-04-27,2026-05-15,2026-05-12,RECEIVED,True,2026-04-30T04:36:50.726872
PO-00004323,SUP-0079,WH-CEN-08,SKU-00979,722,360.82,260512.04,2025-12-06,2026-01-04,,IN_TRANSIT,,2026-04-30T04:36:50.726872
PO-00004324,SUP-0054,WH-EAS-03,SKU-00810,1452,59.61,86553.72,2025-10-20,2025-11-19,,CONFIRMED,,2026-04-30T04:36:50.726872
PO-00004325,SUP-0061,WH-NOR-04,SKU-00573,1739,321.12,558427.68,2025-05-24,2025-07-12,2025-07-16,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00004326,SUP-0068,WH-NOR-05,SKU-00275,888,40.6,36052.8,2026-01-27,2026-03-14,2026-03-16,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00004327,SUP-0012,WH-EAS-06,SKU-00609,1548,236.75,366489.0,2026-01-05,2026-02-21,2026-02-23,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00004328,SUP-0066,WH-CEN-08,SKU-00637,1234,242.11,298763.74,2025-05-31,2025-06-10,,CONFIRMED,,2026-04-30T04:36:50.726872
PO-00004329,SUP-0076,WH-EAS-02,SKU-00825,129,306.5,39538.5,2025-10-20,2025-12-01,,DRAFT,,2026-04-30T04:36:50.726872
PO-00004330,SUP-0010,WH-EAS-06,SKU-00176,768,58.42,44866.56,2025-11-28,2025-12-20,,IN_TRANSIT,,2026-04-30T04:36:50.726872
PO-00004331,SUP-0024,WH-EAS-06,SKU-00380,1248,446.81,557618.88,2025-08-11,2025-10-10,2025-10-13,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00004332,SUP-0040,WH-EAS-02,SKU-00007,1494,394.08,588755.52,2025-06-07,2025-06-24,2025-06-26,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00004333,SUP-0014,WH-NOR-04,SKU-00704,1919,120.34,230932.46,2025-12-26,2026-01-13,2026-01-23,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00004334,SUP-0029,WH-EAS-06,SKU-00205,1854,116.66,216287.64,2026-03-30,2026-05-13,2026-05-11,RECEIVED,True,2026-04-30T04:36:50.726872
PO-00004335,SUP-0003,WH-NOR-04,SKU-00805,1295,232.21,300711.95,2025-07-21,2025-09-17,,DRAFT,,2026-04-30T04:36:50.726872
PO-00004336,SUP-0003,WH-WES-07,SKU-00499,434,13.11,5689.74,2025-09-06,2025-09-10,,DRAFT,,2026-04-30T04:36:50.726872
PO-00004337,SUP-0014,WH-EAS-01,SKU-00521,1765,103.02,181830.3,2025-05-04,2025-06-09,2025-06-06,RECEIVED,True,2026-04-30T04:36:50.726872
PO-00004338,SUP-0037,WH-EAS-02,SKU-00074,1372,37.63,51628.36,2026-04-05,2026-05-29,2026-06-03,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00004339,SUP-0079,WH-EAS-01,SKU-00760,774,169.57,131247.18,2026-04-09,2026-05-13,2026-05-11,RECEIVED,True,2026-04-30T04:36:50.726872
PO-00004340,SUP-0031,WH-NOR-04,SKU-00008,1151,126.48,145578.48,2025-07-30,2025-09-13,,CANCELLED,,2026-04-30T04:36:50.726872
PO-00004341,SUP-0047,WH-EAS-03,SKU-00610,576,373.36,215055.36,2025-09-05,2025-09-29,2025-09-27,RECEIVED,True,2026-04-30T04:36:50.726872
PO-00004342,SUP-0047,WH-CEN-10,SKU-00874,1647,174.56,287500.32,2025-08-21,2025-09-13,,CONFIRMED,,2026-04-30T04:36:50.726872
PO-00004343,SUP-0031,WH-WES-07,SKU-00538,503,64.05,32217.15,2025-11-03,2025-12-31,2026-01-10,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00004344,SUP-0052,WH-EAS-03,SKU-00836,1137,60.53,68822.61,2025-07-04,2025-08-06,,SUBMITTED,,2026-04-30T04:36:50.726872
PO-00004345,SUP-0029,WH-CEN-10,SKU-00686,1214,363.29,441034.06,2025-06-12,2025-06-28,2025-07-04,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00004346,SUP-0040,WH-WES-07,SKU-00947,637,9.72,6191.64,2025-06-16,2025-06-24,,IN_TRANSIT,,2026-04-30T04:36:50.726872
PO-00004347,SUP-0066,WH-SOU-09,SKU-00957,1743,79.7,138917.1,2025-09-29,2025-10-06,2025-10-03,RECEIVED,True,2026-04-30T04:36:50.726872
PO-00004348,SUP-0078,WH-NOR-05,SKU-00026,1904,256.95,489232.8,2025-11-08,2025-12-29,,IN_TRANSIT,,2026-04-30T04:36:50.726872
PO-00004349,SUP-0049,WH-CEN-08,SKU-00743,1486,11.83,17579.38,2025-09-02,2025-09-16,2025-09-16,RECEIVED,True,2026-04-30T04:36:50.726872
PO-00004350,SUP-0040,WH-NOR-05,SKU-00134,1142,135.71,154980.82,2026-02-14,2026-03-02,,IN_TRANSIT,,2026-04-30T04:36:50.726872
PO-00004351,SUP-0076,WH-SOU-09,SKU-00594,1903,412.67,785311.01,2026-01-24,2026-03-11,,DRAFT,,2026-04-30T04:36:50.726872
PO-00004352,SUP-0010,WH-NOR-05,SKU-00823,1940,183.98,356921.2,2026-04-15,2026-05-22,2026-05-23,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00004353,SUP-0075,WH-CEN-10,SKU-00485,256,320.1,81945.6,2025-06-27,2025-08-03,2025-08-08,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00004354,SUP-0006,WH-NOR-05,SKU-00788,1679,438.48,736207.92,2025-12-29,2026-02-22,,SUBMITTED,,2026-04-30T04:36:50.726872
PO-00004355,SUP-0024,WH-SOU-09,SKU-00580,995,301.91,300400.45,2026-04-10,2026-04-29,2026-04-27,RECEIVED,True,2026-04-30T04:36:50.726872
PO-00004356,SUP-0072,WH-CEN-08,SKU-00076,1852,105.82,195978.64,2025-05-11,2025-06-14,2025-06-20,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00004357,SUP-0025,WH-EAS-06,SKU-00564,1875,355.23,666056.25,2025-09-15,2025-10-02,2025-09-29,RECEIVED,True,2026-04-30T04:36:50.726872
PO-00004358,SUP-0017,WH-SOU-09,SKU-00746,1551,430.73,668062.23,2026-02-01,2026-02-14,,CONFIRMED,,2026-04-30T04:36:50.726872
PO-00004359,SUP-0049,WH-EAS-03,SKU-00559,1436,417.64,599731.04,2025-07-28,2025-08-04,,IN_TRANSIT,,2026-04-30T04:36:50.726872
PO-00004360,SUP-0061,WH-NOR-05,SKU-00891,1171,36.85,43151.35,2025-09-29,2025-10-09,,IN_TRANSIT,,2026-04-30T04:36:50.726872
PO-00004361,SUP-0076,WH-CEN-10,SKU-00877,636,202.17,128580.12,2025-05-03,2025-06-15,,CONFIRMED,,2026-04-30T04:36:50.726872
PO-00004362,SUP-0030,WH-WES-07,SKU-00953,1499,44.1,66105.9,2026-04-18,2026-05-30,2026-06-06,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00004363,SUP-0062,WH-WES-07,SKU-00838,1145,229.2,262434.0,2026-03-30,2026-04-23,2026-04-28,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00004364,SUP-0062,WH-CEN-10,SKU-00413,931,2.62,2439.22,2026-04-16,2026-05-20,,CONFIRMED,,2026-04-30T04:36:50.726872
PO-00004365,SUP-0078,WH-EAS-03,SKU-00968,1729,305.03,527396.87,2025-05-06,2025-06-12,2025-06-15,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00004366,SUP-0048,WH-CEN-10,SKU-00034,1939,138.82,269171.98,2025-11-15,2026-01-05,2026-01-14,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00004367,SUP-0042,WH-NOR-05,SKU-00106,586,1.74,1019.64,2025-09-21,2025-11-07,2025-11-13,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00004368,SUP-0073,WH-WES-07,SKU-00435,1555,320.24,497973.2,2025-10-05,2025-10-19,,IN_TRANSIT,,2026-04-30T04:36:50.726872
PO-00004369,SUP-0058,WH-EAS-01,SKU-00077,242,170.58,41280.36,2026-01-15,2026-02-03,,IN_TRANSIT,,2026-04-30T04:36:50.726872
PO-00004370,SUP-0042,WH-NOR-04,SKU-00803,1085,176.98,192023.3,2026-03-30,2026-05-21,2026-05-28,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00004371,SUP-0047,WH-CEN-08,SKU-00509,1087,39.62,43066.94,2026-04-18,2026-06-04,,IN_TRANSIT,,2026-04-30T04:36:50.726872
PO-00004372,SUP-0050,WH-CEN-10,SKU-00043,140,262.81,36793.4,2026-04-23,2026-05-02,2026-05-10,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00004373,SUP-0030,WH-EAS-03,SKU-00125,778,216.74,168623.72,2025-05-02,2025-05-24,2025-05-30,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00004374,SUP-0069,WH-CEN-08,SKU-00991,918,328.06,301159.08,2025-10-04,2025-11-26,,CONFIRMED,,2026-04-30T04:36:50.726872
PO-00004375,SUP-0039,WH-CEN-10,SKU-00877,975,202.17,197115.75,2026-01-29,2026-03-29,,IN_TRANSIT,,2026-04-30T04:36:50.726872
PO-00004376,SUP-0026,WH-EAS-01,SKU-00654,871,261.19,227496.49,2025-06-03,2025-08-02,,CONFIRMED,,2026-04-30T04:36:50.726872
PO-00004377,SUP-0010,WH-NOR-04,SKU-00468,896,432.26,387304.96,2026-04-28,2026-06-08,,IN_TRANSIT,,2026-04-30T04:36:50.726872
PO-00004378,SUP-0052,WH-CEN-08,SKU-00885,1763,266.05,469046.15,2026-01-20,2026-03-20,,IN_TRANSIT,,2026-04-30T04:36:50.726872
PO-00004379,SUP-0040,WH-SOU-09,SKU-00899,1287,436.02,561157.74,2026-04-28,2026-05-19,,IN_TRANSIT,,2026-04-30T04:36:50.726872
PO-00004380,SUP-0014,WH-NOR-05,SKU-00251,618,178.72,110448.96,2025-05-23,2025-07-18,,IN_TRANSIT,,2026-04-30T04:36:50.726872
PO-00004381,SUP-0046,WH-NOR-04,SKU-00304,970,94.0,91180.0,2025-07-27,2025-08-12,2025-08-14,RECEIVED,False,2026-04-30T04:36:50.726872
PO-00004382,SUP-0059,WH-WES-07,SKU-00212,941,224.13,210906.33,2025-12-30,2026-02-22,,IN_TRANSIT,,2026-04-30T04:36:50.726872
PO-00004383,SUP-0042,WH-CEN-10,SKU-00612,1849,127.24,235266.76,2026-01-26,2026-02-08,,IN_TRANSIT,,2026-04-30T04:36:50.726872
PO-00004384,SUP-0012,WH-EAS-02,SKU-00018,1924,351.04,675400.96,2025-07-07,2025-08-13,,DRAFT,,2026-04-30T04:36:50.726872
PO-00004385,SUP-0075,WH-NOR-05,SKU-00299,1949,334.24,651433.76,2025-07-07,2025-08-30,,CONFIRMED,,2026-04-30T04:36:50.726872
PO-00004386,SUP-0034,WH-NOR-05,SKU-00505,1223,435.28,532347.44,2026-03-15,2026-05-08,,IN_TRANSIT,,2026-04-30T04:36:50.726872
PO-00004387,SUP-0078,WH-NOR-05,SKU-00057,1079,65.18,70329.22,2025-11-12,2026-01-02,,IN_TRANSIT,,2026-04-30T04:36:50.726872
