dock_id,warehouse_id,carrier_id,shipment_id,activity_type,arrived_at,departed_at,duration_minutes,num_pallets,employee_id,_ingested_at
DOCK-AS-02-04,WH-EAS-02,CAR-006,SHIP-00003332,OUTBOUND_SHIP,2025-07-22T21:53:10,2025-07-22T23:17:10,84,13,EMP-00074,2026-04-30T04:36:50.726872
DOCK-ES-07-06,WH-WES-07,CAR-010,SHIP-00019334,INBOUND_RECEIVE,2025-08-23T22:59:10,2025-08-23T23:30:10,31,18,EMP-00142,2026-04-30T04:36:50.726872
DOCK-AS-02-23,WH-EAS-02,CAR-003,SHIP-00005143,OUTBOUND_SHIP,2025-05-13T04:48:25,2025-05-13T06:47:25,119,36,EMP-00194,2026-04-30T04:36:50.726872
DOCK-OR-05-01,WH-NOR-05,CAR-001,SHIP-00008309,OUTBOUND_SHIP,2025-08-25T05:42:08,2025-08-25T09:29:08,227,20,EMP-00018,2026-04-30T04:36:50.726872
DOCK-OR-04-05,WH-NOR-04,CAR-006,SHIP-00027191,OUTBOUND_SHIP,2026-02-27T21:15:05,2026-02-28T00:45:05,210,34,EMP-00144,2026-04-30T04:36:50.726872
DOCK-AS-01-20,WH-EAS-01,CAR-008,SHIP-00027410,OUTBOUND_SHIP,2025-11-30T00:12:14,2025-11-30T01:42:14,90,17,EMP-00146,2026-04-30T04:36:50.726872
DOCK-AS-03-17,WH-EAS-03,CAR-002,SHIP-00008526,CROSS_DOCK,2026-01-07T06:51:37,2026-01-07T09:21:37,150,4,EMP-00020,2026-04-30T04:36:50.726872
DOCK-AS-02-07,WH-EAS-02,CAR-001,SHIP-00020911,OUTBOUND_SHIP,2025-05-08T15:38:36,2025-05-08T19:29:36,231,39,EMP-00106,2026-04-30T04:36:50.726872
DOCK-ES-07-01,WH-WES-07,CAR-010,SHIP-00011161,OUTBOUND_SHIP,2025-07-27T07:59:14,2025-07-27T09:38:14,99,33,EMP-00160,2026-04-30T04:36:50.726872
DOCK-AS-02-20,WH-EAS-02,CAR-008,SHIP-00014825,INBOUND_RECEIVE,2026-02-24T05:23:22,2026-02-24T06:26:22,63,33,EMP-00106,2026-04-30T04:36:50.726872
DOCK-EN-08-18,WH-CEN-08,CAR-006,SHIP-00042575,INBOUND_RECEIVE,2025-06-11T08:40:44,2025-06-11T11:50:44,190,2,EMP-00062,2026-04-30T04:36:50.726872
DOCK-OR-04-22,WH-NOR-04,CAR-007,SHIP-00041222,CROSS_DOCK,2026-03-15T01:39:02,2026-03-15T02:25:02,46,29,EMP-00092,2026-04-30T04:36:50.726872
DOCK-EN-10-10,WH-CEN-10,CAR-004,SHIP-00022568,CROSS_DOCK,2026-04-28T08:46:14,2026-04-28T09:52:14,66,23,EMP-00082,2026-04-30T04:36:50.726872
DOCK-EN-08-06,WH-CEN-08,CAR-010,SHIP-00032514,INBOUND_RECEIVE,2026-04-15T01:02:31,2026-04-15T02:14:31,72,19,EMP-00077,2026-04-30T04:36:50.726872
DOCK-EN-10-18,WH-CEN-10,CAR-007,SHIP-00032367,OUTBOUND_SHIP,2026-04-14T21:59:43,2026-04-15T00:17:43,138,1,EMP-00027,2026-04-30T04:36:50.726872
DOCK-OR-05-01,WH-NOR-05,CAR-004,SHIP-00033288,OUTBOUND_SHIP,2025-08-15T05:29:07,2025-08-15T09:22:07,233,29,EMP-00060,2026-04-30T04:36:50.726872
DOCK-AS-01-08,WH-EAS-01,CAR-006,SHIP-00043096,INBOUND_RECEIVE,2026-04-13T04:14:31,2026-04-13T05:00:31,46,10,EMP-00108,2026-04-30T04:36:50.726872
DOCK-AS-02-13,WH-EAS-02,CAR-004,SHIP-00042328,INBOUND_RECEIVE,2025-07-01T06:42:11,2025-07-01T08:36:11,114,39,EMP-00143,2026-04-30T04:36:50.726872
DOCK-AS-02-03,WH-EAS-02,CAR-009,SHIP-00030575,INBOUND_RECEIVE,2026-02-24T23:31:34,2026-02-25T01:46:34,135,12,EMP-00074,2026-04-30T04:36:50.726872
DOCK-OU-09-08,WH-SOU-09,CAR-010,SHIP-00013736,OUTBOUND_SHIP,2026-03-05T13:41:14,2026-03-05T14:39:14,58,21,EMP-00085,2026-04-30T04:36:50.726872
DOCK-AS-03-21,WH-EAS-03,CAR-001,SHIP-00010257,INBOUND_RECEIVE,2025-11-30T19:11:03,2025-11-30T21:05:03,114,37,EMP-00064,2026-04-30T04:36:50.726872
DOCK-AS-06-01,WH-EAS-06,CAR-006,SHIP-00040363,INBOUND_RECEIVE,2025-08-04T04:08:33,2025-08-04T07:53:33,225,25,EMP-00056,2026-04-30T04:36:50.726872
DOCK-EN-08-21,WH-CEN-08,CAR-008,SHIP-00013029,OUTBOUND_SHIP,2025-08-30T05:34:16,2025-08-30T06:44:16,70,35,EMP-00165,2026-04-30T04:36:50.726872
DOCK-EN-10-14,WH-CEN-10,CAR-009,SHIP-00011790,RETURN_RECEIVE,2026-03-02T05:47:33,2026-03-02T06:44:33,57,26,EMP-00036,2026-04-30T04:36:50.726872
DOCK-ES-07-07,WH-WES-07,CAR-010,SHIP-00028434,INBOUND_RECEIVE,2026-01-03T15:59:25,2026-01-03T18:07:25,128,29,EMP-00161,2026-04-30T04:36:50.726872
DOCK-AS-01-22,WH-EAS-01,CAR-010,SHIP-00010429,OUTBOUND_SHIP,2025-12-24T05:32:56,2025-12-24T06:02:56,30,4,EMP-00042,2026-04-30T04:36:50.726872
DOCK-OR-04-17,WH-NOR-04,CAR-007,SHIP-00024529,CROSS_DOCK,2026-01-04T16:18:19,2026-01-04T20:14:19,236,20,EMP-00065,2026-04-30T04:36:50.726872
DOCK-EN-08-21,WH-CEN-08,CAR-007,SHIP-00023643,OUTBOUND_SHIP,2025-08-02T20:33:47,2025-08-02T22:45:47,132,17,EMP-00177,2026-04-30T04:36:50.726872
DOCK-AS-03-19,WH-EAS-03,CAR-006,SHIP-00039436,INBOUND_RECEIVE,2025-11-16T05:52:36,2025-11-16T09:01:36,189,17,EMP-00164,2026-04-30T04:36:50.726872
DOCK-OR-05-08,WH-NOR-05,CAR-003,SHIP-00030913,OUTBOUND_SHIP,2025-06-29T22:44:15,2025-06-29T23:42:15,58,15,EMP-00025,2026-04-30T04:36:50.726872
DOCK-EN-08-21,WH-CEN-08,CAR-003,SHIP-00031594,INBOUND_RECEIVE,2025-07-08T05:50:30,2025-07-08T08:44:30,174,9,EMP-00189,2026-04-30T04:36:50.726872
DOCK-OR-04-20,WH-NOR-04,CAR-008,SHIP-00016019,INBOUND_RECEIVE,2025-12-31T17:53:39,2025-12-31T18:42:39,49,8,EMP-00038,2026-04-30T04:36:50.726872
DOCK-EN-10-04,WH-CEN-10,CAR-010,SHIP-00013595,OUTBOUND_SHIP,2025-07-31T01:20:02,2025-07-31T04:08:02,168,1,EMP-00192,2026-04-30T04:36:50.726872
DOCK-EN-10-03,WH-CEN-10,CAR-009,SHIP-00018749,CROSS_DOCK,2025-12-04T14:23:33,2025-12-04T16:15:33,112,14,EMP-00081,2026-04-30T04:36:50.726872
DOCK-OU-09-14,WH-SOU-09,CAR-009,SHIP-00033239,OUTBOUND_SHIP,2025-05-01T23:40:03,2025-05-02T02:40:03,180,32,EMP-00111,2026-04-30T04:36:50.726872
DOCK-OR-05-11,WH-NOR-05,CAR-007,SHIP-00005232,INBOUND_RECEIVE,2025-05-03T11:21:40,2025-05-03T14:44:40,203,39,EMP-00006,2026-04-30T04:36:50.726872
DOCK-OR-04-03,WH-NOR-04,CAR-004,SHIP-00007460,OUTBOUND_SHIP,2025-04-30T22:27:59,2025-05-01T00:39:59,132,33,EMP-00065,2026-04-30T04:36:50.726872
DOCK-OR-05-12,WH-NOR-05,CAR-006,SHIP-00035366,INBOUND_RECEIVE,2025-11-14T09:40:00,2025-11-14T10:38:00,58,21,EMP-00075,2026-04-30T04:36:50.726872
DOCK-EN-10-10,WH-CEN-10,CAR-002,SHIP-00026977,INBOUND_RECEIVE,2025-06-21T17:30:41,2025-06-21T20:38:41,188,15,EMP-00083,2026-04-30T04:36:50.726872
DOCK-ES-07-17,WH-WES-07,CAR-007,SHIP-00001747,OUTBOUND_SHIP,2025-07-27T20:36:59,2025-07-28T00:03:59,207,28,EMP-00135,2026-04-30T04:36:50.726872
DOCK-AS-06-01,WH-EAS-06,CAR-008,SHIP-00016073,INBOUND_RECEIVE,2025-10-30T21:35:28,2025-10-31T01:18:28,223,14,EMP-00191,2026-04-30T04:36:50.726872
DOCK-ES-07-12,WH-WES-07,CAR-002,SHIP-00042921,CROSS_DOCK,2026-02-08T08:43:34,2026-02-08T12:06:34,203,38,EMP-00179,2026-04-30T04:36:50.726872
DOCK-AS-03-01,WH-EAS-03,CAR-010,SHIP-00028467,OUTBOUND_SHIP,2025-06-18T06:57:27,2025-06-18T09:05:27,128,9,EMP-00084,2026-04-30T04:36:50.726872
DOCK-AS-01-19,WH-EAS-01,CAR-007,SHIP-00001802,INBOUND_RECEIVE,2026-04-10T11:14:24,2026-04-10T14:26:24,192,25,EMP-00166,2026-04-30T04:36:50.726872
DOCK-OU-09-13,WH-SOU-09,CAR-006,SHIP-00040734,OUTBOUND_SHIP,2025-12-15T09:15:54,2025-12-15T12:21:54,186,5,EMP-00058,2026-04-30T04:36:50.726872
DOCK-AS-03-09,WH-EAS-03,CAR-009,SHIP-00037562,OUTBOUND_SHIP,2026-02-05T10:02:35,2026-02-05T12:01:35,119,28,EMP-00155,2026-04-30T04:36:50.726872
DOCK-AS-06-08,WH-EAS-06,CAR-004,SHIP-00020209,OUTBOUND_SHIP,2025-11-07T02:50:07,2025-11-07T05:05:07,135,8,EMP-00191,2026-04-30T04:36:50.726872
DOCK-OR-04-22,WH-NOR-04,CAR-010,SHIP-00010711,OUTBOUND_SHIP,2025-11-27T17:41:08,2025-11-27T18:54:08,73,7,EMP-00131,2026-04-30T04:36:50.726872
DOCK-OU-09-17,WH-SOU-09,CAR-003,SHIP-00041246,INBOUND_RECEIVE,2025-12-02T05:27:54,2025-12-02T07:45:54,138,16,EMP-00130,2026-04-30T04:36:50.726872
DOCK-ES-07-12,WH-WES-07,CAR-005,SHIP-00030704,CROSS_DOCK,2025-11-20T18:48:46,2025-11-20T22:23:46,215,37,EMP-00104,2026-04-30T04:36:50.726872
DOCK-AS-06-19,WH-EAS-06,CAR-008,SHIP-00035828,RETURN_RECEIVE,2025-09-06T12:24:55,2025-09-06T15:57:55,213,21,EMP-00169,2026-04-30T04:36:50.726872
DOCK-EN-08-05,WH-CEN-08,CAR-009,SHIP-00029337,INBOUND_RECEIVE,2025-05-14T07:15:55,2025-05-14T10:41:55,206,2,EMP-00029,2026-04-30T04:36:50.726872
DOCK-AS-06-02,WH-EAS-06,CAR-005,SHIP-00026313,INBOUND_RECEIVE,2025-07-26T04:55:05,2025-07-26T08:12:05,197,4,EMP-00156,2026-04-30T04:36:50.726872
DOCK-AS-01-14,WH-EAS-01,CAR-005,SHIP-00012552,OUTBOUND_SHIP,2026-01-08T14:17:08,2026-01-08T17:13:08,176,35,EMP-00146,2026-04-30T04:36:50.726872
DOCK-EN-08-03,WH-CEN-08,CAR-001,SHIP-00029148,RETURN_RECEIVE,2025-11-29T03:06:44,2025-11-29T04:37:44,91,13,EMP-00031,2026-04-30T04:36:50.726872
DOCK-OU-09-02,WH-SOU-09,CAR-008,SHIP-00042335,INBOUND_RECEIVE,2026-04-15T19:11:11,2026-04-15T19:49:11,38,3,EMP-00117,2026-04-30T04:36:50.726872
DOCK-OU-09-10,WH-SOU-09,CAR-006,SHIP-00021017,INBOUND_RECEIVE,2026-02-13T23:24:07,2026-02-14T01:41:07,137,6,EMP-00150,2026-04-30T04:36:50.726872
DOCK-AS-06-17,WH-EAS-06,CAR-007,SHIP-00012930,INBOUND_RECEIVE,2026-01-01T19:00:40,2026-01-01T21:06:40,126,7,EMP-00169,2026-04-30T04:36:50.726872
DOCK-AS-02-05,WH-EAS-02,CAR-006,SHIP-00044312,OUTBOUND_SHIP,2025-12-11T01:20:11,2025-12-11T01:49:11,29,16,EMP-00059,2026-04-30T04:36:50.726872
DOCK-AS-03-18,WH-EAS-03,CAR-007,SHIP-00018653,INBOUND_RECEIVE,2025-07-03T13:42:38,2025-07-03T16:20:38,158,36,EMP-00120,2026-04-30T04:36:50.726872
DOCK-EN-10-12,WH-CEN-10,CAR-005,SHIP-00033061,RETURN_RECEIVE,2026-02-20T15:01:34,2026-02-20T17:14:34,133,25,EMP-00027,2026-04-30T04:36:50.726872
DOCK-EN-08-06,WH-CEN-08,CAR-002,SHIP-00021067,OUTBOUND_SHIP,2025-08-21T23:41:08,2025-08-22T00:38:08,57,10,EMP-00043,2026-04-30T04:36:50.726872
DOCK-AS-03-21,WH-EAS-03,CAR-005,SHIP-00027508,OUTBOUND_SHIP,2026-04-17T07:32:10,2026-04-17T08:54:10,82,5,EMP-00020,2026-04-30T04:36:50.726872
DOCK-EN-10-12,WH-CEN-10,CAR-009,SHIP-00030345,OUTBOUND_SHIP,2025-09-15T18:28:45,2025-09-15T21:18:45,170,26,EMP-00172,2026-04-30T04:36:50.726872
DOCK-OR-04-21,WH-NOR-04,CAR-007,SHIP-00007650,INBOUND_RECEIVE,2025-11-09T01:12:52,2025-11-09T04:20:52,188,2,EMP-00180,2026-04-30T04:36:50.726872
DOCK-AS-06-22,WH-EAS-06,CAR-004,SHIP-00021062,RETURN_RECEIVE,2025-10-24T20:33:15,2025-10-24T23:00:15,147,40,EMP-00156,2026-04-30T04:36:50.726872
DOCK-OR-04-07,WH-NOR-04,CAR-009,SHIP-00009511,INBOUND_RECEIVE,2025-08-10T22:42:47,2025-08-10T23:34:47,52,31,EMP-00038,2026-04-30T04:36:50.726872
DOCK-OR-04-23,WH-NOR-04,CAR-004,SHIP-00009180,OUTBOUND_SHIP,2025-10-12T02:59:42,2025-10-12T04:06:42,67,11,EMP-00144,2026-04-30T04:36:50.726872
DOCK-ES-07-22,WH-WES-07,CAR-006,SHIP-00021063,OUTBOUND_SHIP,2025-06-14T13:27:53,2025-06-14T16:02:53,155,10,EMP-00160,2026-04-30T04:36:50.726872
DOCK-ES-07-20,WH-WES-07,CAR-002,SHIP-00023477,OUTBOUND_SHIP,2026-03-23T17:53:19,2026-03-23T18:34:19,41,35,EMP-00001,2026-04-30T04:36:50.726872
DOCK-EN-08-24,WH-CEN-08,CAR-009,SHIP-00021739,INBOUND_RECEIVE,2025-12-20T00:42:38,2025-12-20T04:28:38,226,30,EMP-00062,2026-04-30T04:36:50.726872
DOCK-EN-08-04,WH-CEN-08,CAR-004,SHIP-00028230,OUTBOUND_SHIP,2026-02-21T23:32:23,2026-02-22T01:52:23,140,22,EMP-00089,2026-04-30T04:36:50.726872
DOCK-OU-09-20,WH-SOU-09,CAR-006,SHIP-00020710,OUTBOUND_SHIP,2025-10-17T00:09:26,2025-10-17T00:53:26,44,10,EMP-00003,2026-04-30T04:36:50.726872
DOCK-OR-04-22,WH-NOR-04,CAR-008,SHIP-00031771,INBOUND_RECEIVE,2026-02-02T20:38:26,2026-02-02T21:00:26,22,10,EMP-00180,2026-04-30T04:36:50.726872
DOCK-ES-07-15,WH-WES-07,CAR-008,SHIP-00026411,OUTBOUND_SHIP,2025-09-26T09:11:52,2025-09-26T11:14:52,123,18,EMP-00135,2026-04-30T04:36:50.726872
DOCK-EN-10-01,WH-CEN-10,CAR-001,SHIP-00032167,INBOUND_RECEIVE,2026-01-17T19:25:20,2026-01-17T20:50:20,85,22,EMP-00083,2026-04-30T04:36:50.726872
DOCK-ES-07-17,WH-WES-07,CAR-010,SHIP-00013969,OUTBOUND_SHIP,2026-03-27T06:48:20,2026-03-27T08:19:20,91,32,EMP-00001,2026-04-30T04:36:50.726872
DOCK-EN-08-15,WH-CEN-08,CAR-010,SHIP-00014293,INBOUND_RECEIVE,2026-01-19T15:53:11,2026-01-19T18:07:11,134,7,EMP-00028,2026-04-30T04:36:50.726872
DOCK-OR-05-21,WH-NOR-05,CAR-002,SHIP-00035141,RETURN_RECEIVE,2026-04-20T07:28:23,2026-04-20T10:25:23,177,1,EMP-00134,2026-04-30T04:36:50.726872
DOCK-OU-09-09,WH-SOU-09,CAR-010,SHIP-00038572,OUTBOUND_SHIP,2025-09-13T10:05:43,2025-09-13T10:58:43,53,13,EMP-00197,2026-04-30T04:36:50.726872
DOCK-OR-05-12,WH-NOR-05,CAR-004,SHIP-00011440,INBOUND_RECEIVE,2025-07-23T04:30:21,2025-07-23T06:51:21,141,37,EMP-00134,2026-04-30T04:36:50.726872
DOCK-OU-09-01,WH-SOU-09,CAR-002,SHIP-00041619,CROSS_DOCK,2026-02-02T11:34:19,2026-02-02T13:10:19,96,39,EMP-00150,2026-04-30T04:36:50.726872
DOCK-EN-10-01,WH-CEN-10,CAR-010,SHIP-00032859,CROSS_DOCK,2025-07-03T01:51:04,2025-07-03T05:09:04,198,24,EMP-00192,2026-04-30T04:36:50.726872
DOCK-OR-05-18,WH-NOR-05,CAR-003,SHIP-00001299,OUTBOUND_SHIP,2026-01-18T10:08:19,2026-01-18T13:03:19,175,32,EMP-00007,2026-04-30T04:36:50.726872
DOCK-AS-01-04,WH-EAS-01,CAR-008,SHIP-00011360,OUTBOUND_SHIP,2025-12-22T21:26:11,2025-12-23T01:25:11,239,1,EMP-00021,2026-04-30T04:36:50.726872
DOCK-EN-10-11,WH-CEN-10,CAR-002,SHIP-00038298,OUTBOUND_SHIP,2025-12-30T15:49:52,2025-12-30T17:33:52,104,24,EMP-00036,2026-04-30T04:36:50.726872
DOCK-OU-09-01,WH-SOU-09,CAR-002,SHIP-00025272,INBOUND_RECEIVE,2026-04-17T01:32:23,2026-04-17T03:37:23,125,38,EMP-00130,2026-04-30T04:36:50.726872
DOCK-AS-01-19,WH-EAS-01,CAR-006,SHIP-00016256,INBOUND_RECEIVE,2025-10-14T03:48:35,2025-10-14T06:16:35,148,37,EMP-00196,2026-04-30T04:36:50.726872
DOCK-EN-08-20,WH-CEN-08,CAR-002,SHIP-00034887,OUTBOUND_SHIP,2025-07-10T02:11:41,2025-07-10T04:36:41,145,34,EMP-00171,2026-04-30T04:36:50.726872
DOCK-AS-01-08,WH-EAS-01,CAR-008,SHIP-00028072,INBOUND_RECEIVE,2025-09-20T05:15:26,2025-09-20T08:01:26,166,2,EMP-00107,2026-04-30T04:36:50.726872
DOCK-OR-04-07,WH-NOR-04,CAR-009,SHIP-00044349,OUTBOUND_SHIP,2026-04-14T21:03:06,2026-04-14T22:15:06,72,38,EMP-00097,2026-04-30T04:36:50.726872
DOCK-OU-09-20,WH-SOU-09,CAR-005,SHIP-00029344,INBOUND_RECEIVE,2026-04-19T21:25:41,2026-04-19T23:28:41,123,34,EMP-00003,2026-04-30T04:36:50.726872
DOCK-OU-09-19,WH-SOU-09,CAR-002,SHIP-00031929,OUTBOUND_SHIP,2025-09-15T23:07:00,2025-09-16T01:35:00,148,3,EMP-00175,2026-04-30T04:36:50.726872
DOCK-EN-10-12,WH-CEN-10,CAR-010,SHIP-00032292,INBOUND_RECEIVE,2026-04-05T05:13:10,2026-04-05T06:27:10,74,17,EMP-00116,2026-04-30T04:36:50.726872
DOCK-AS-06-19,WH-EAS-06,CAR-004,SHIP-00043653,INBOUND_RECEIVE,2025-06-28T07:03:30,2025-06-28T09:29:30,146,13,EMP-00115,2026-04-30T04:36:50.726872
DOCK-EN-10-20,WH-CEN-10,CAR-001,SHIP-00034237,OUTBOUND_SHIP,2025-05-07T19:15:47,2025-05-07T21:47:47,152,18,EMP-00198,2026-04-30T04:36:50.726872
DOCK-OR-04-02,WH-NOR-04,CAR-002,SHIP-00007735,OUTBOUND_SHIP,2025-09-25T05:12:20,2025-09-25T08:20:20,188,20,EMP-00092,2026-04-30T04:36:50.726872
DOCK-EN-08-15,WH-CEN-08,CAR-009,SHIP-00018700,CROSS_DOCK,2026-02-24T12:11:18,2026-02-24T12:46:18,35,16,EMP-00031,2026-04-30T04:36:50.726872
DOCK-AS-01-08,WH-EAS-01,CAR-002,SHIP-00022871,OUTBOUND_SHIP,2025-08-22T07:16:28,2025-08-22T09:27:28,131,9,EMP-00107,2026-04-30T04:36:50.726872
DOCK-EN-10-17,WH-CEN-10,CAR-005,SHIP-00033791,INBOUND_RECEIVE,2026-01-07T11:15:02,2026-01-07T14:42:02,207,7,EMP-00030,2026-04-30T04:36:50.726872
DOCK-ES-07-19,WH-WES-07,CAR-006,SHIP-00021052,INBOUND_RECEIVE,2026-03-07T13:20:56,2026-03-07T15:05:56,105,10,EMP-00053,2026-04-30T04:36:50.726872
DOCK-AS-02-24,WH-EAS-02,CAR-007,SHIP-00012075,OUTBOUND_SHIP,2026-02-14T01:56:34,2026-02-14T05:18:34,202,7,EMP-00074,2026-04-30T04:36:50.726872
DOCK-OR-05-18,WH-NOR-05,CAR-008,SHIP-00007729,OUTBOUND_SHIP,2026-02-25T04:16:58,2026-02-25T08:02:58,226,18,EMP-00134,2026-04-30T04:36:50.726872
DOCK-EN-10-17,WH-CEN-10,CAR-007,SHIP-00020006,OUTBOUND_SHIP,2025-10-11T21:57:25,2025-10-12T00:28:25,151,13,EMP-00022,2026-04-30T04:36:50.726872
DOCK-EN-08-13,WH-CEN-08,CAR-007,SHIP-00010448,INBOUND_RECEIVE,2025-10-23T07:48:40,2025-10-23T11:41:40,233,23,EMP-00189,2026-04-30T04:36:50.726872
DOCK-ES-07-16,WH-WES-07,CAR-003,SHIP-00031475,INBOUND_RECEIVE,2025-07-07T09:56:56,2025-07-07T12:52:56,176,34,EMP-00122,2026-04-30T04:36:50.726872
DOCK-OR-04-11,WH-NOR-04,CAR-009,SHIP-00029981,INBOUND_RECEIVE,2025-05-30T14:46:14,2025-05-30T16:02:14,76,5,EMP-00112,2026-04-30T04:36:50.726872
DOCK-AS-02-01,WH-EAS-02,CAR-009,SHIP-00042611,OUTBOUND_SHIP,2026-04-02T17:10:30,2026-04-02T20:32:30,202,8,EMP-00106,2026-04-30T04:36:50.726872
DOCK-OR-05-04,WH-NOR-05,CAR-006,SHIP-00041695,INBOUND_RECEIVE,2025-05-26T00:51:10,2025-05-26T03:56:10,185,39,EMP-00091,2026-04-30T04:36:50.726872
DOCK-EN-08-03,WH-CEN-08,CAR-009,SHIP-00031034,OUTBOUND_SHIP,2025-10-19T07:40:56,2025-10-19T08:41:56,61,20,EMP-00012,2026-04-30T04:36:50.726872
DOCK-OR-04-24,WH-NOR-04,CAR-009,SHIP-00010790,INBOUND_RECEIVE,2026-02-08T03:11:35,2026-02-08T04:00:35,49,27,EMP-00137,2026-04-30T04:36:50.726872
DOCK-AS-03-24,WH-EAS-03,CAR-008,SHIP-00005943,OUTBOUND_SHIP,2025-07-06T22:39:12,2025-07-07T00:11:12,92,27,EMP-00187,2026-04-30T04:36:50.726872
DOCK-OR-04-18,WH-NOR-04,CAR-001,SHIP-00010375,OUTBOUND_SHIP,2025-05-18T21:00:17,2025-05-19T00:18:17,198,13,EMP-00023,2026-04-30T04:36:50.726872
DOCK-AS-02-12,WH-EAS-02,CAR-005,SHIP-00000366,INBOUND_RECEIVE,2026-03-05T16:37:34,2026-03-05T18:22:34,105,2,EMP-00098,2026-04-30T04:36:50.726872
DOCK-ES-07-02,WH-WES-07,CAR-004,SHIP-00026287,OUTBOUND_SHIP,2026-04-24T05:13:59,2026-04-24T07:13:59,120,10,EMP-00147,2026-04-30T04:36:50.726872
DOCK-EN-10-20,WH-CEN-10,CAR-001,SHIP-00011351,OUTBOUND_SHIP,2025-08-21T01:03:40,2025-08-21T01:23:40,20,36,EMP-00030,2026-04-30T04:36:50.726872
DOCK-EN-08-24,WH-CEN-08,CAR-009,SHIP-00008795,OUTBOUND_SHIP,2025-06-28T08:01:28,2025-06-28T09:13:28,72,9,EMP-00177,2026-04-30T04:36:50.726872
DOCK-AS-02-22,WH-EAS-02,CAR-009,SHIP-00006171,INBOUND_RECEIVE,2026-03-11T21:28:37,2026-03-11T23:19:37,111,20,EMP-00106,2026-04-30T04:36:50.726872
DOCK-OU-09-15,WH-SOU-09,CAR-006,SHIP-00012459,OUTBOUND_SHIP,2026-02-03T13:12:16,2026-02-03T14:49:16,97,10,EMP-00024,2026-04-30T04:36:50.726872
DOCK-EN-08-02,WH-CEN-08,CAR-007,SHIP-00013483,INBOUND_RECEIVE,2025-11-01T16:57:45,2025-11-01T18:29:45,92,21,EMP-00048,2026-04-30T04:36:50.726872
DOCK-OR-05-18,WH-NOR-05,CAR-006,SHIP-00038908,INBOUND_RECEIVE,2025-11-28T14:02:48,2025-11-28T14:33:48,31,25,EMP-00091,2026-04-30T04:36:50.726872
DOCK-AS-03-20,WH-EAS-03,CAR-004,SHIP-00005810,INBOUND_RECEIVE,2025-11-30T04:40:36,2025-11-30T05:09:36,29,19,EMP-00113,2026-04-30T04:36:50.726872
DOCK-EN-10-10,WH-CEN-10,CAR-003,SHIP-00004628,INBOUND_RECEIVE,2025-08-02T14:09:14,2025-08-02T14:53:14,44,28,EMP-00172,2026-04-30T04:36:50.726872
DOCK-EN-08-06,WH-CEN-08,CAR-001,SHIP-00029220,CROSS_DOCK,2026-03-22T09:29:18,2026-03-22T13:29:18,240,13,EMP-00019,2026-04-30T04:36:50.726872
DOCK-AS-06-01,WH-EAS-06,CAR-007,SHIP-00013119,INBOUND_RECEIVE,2025-05-12T08:49:34,2025-05-12T12:10:34,201,19,EMP-00070,2026-04-30T04:36:50.726872
DOCK-OR-04-03,WH-NOR-04,CAR-008,SHIP-00023805,OUTBOUND_SHIP,2025-12-27T07:29:44,2025-12-27T08:09:44,40,27,EMP-00180,2026-04-30T04:36:50.726872
DOCK-AS-02-20,WH-EAS-02,CAR-002,SHIP-00031975,INBOUND_RECEIVE,2025-05-25T17:20:24,2025-05-25T18:00:24,40,3,EMP-00194,2026-04-30T04:36:50.726872
DOCK-OR-04-10,WH-NOR-04,CAR-007,SHIP-00014429,INBOUND_RECEIVE,2026-03-07T15:38:04,2026-03-07T18:32:04,174,2,EMP-00044,2026-04-30T04:36:50.726872
DOCK-AS-01-22,WH-EAS-01,CAR-004,SHIP-00016388,INBOUND_RECEIVE,2026-03-11T18:50:02,2026-03-11T20:28:02,98,40,EMP-00042,2026-04-30T04:36:50.726872
DOCK-OR-05-04,WH-NOR-05,CAR-007,SHIP-00006783,CROSS_DOCK,2025-07-30T03:59:28,2025-07-30T05:39:28,100,23,EMP-00066,2026-04-30T04:36:50.726872
DOCK-AS-02-17,WH-EAS-02,CAR-007,SHIP-00016631,INBOUND_RECEIVE,2025-07-24T13:53:21,2025-07-24T14:18:21,25,40,EMP-00194,2026-04-30T04:36:50.726872
DOCK-OU-09-03,WH-SOU-09,CAR-008,SHIP-00020157,OUTBOUND_SHIP,2025-06-23T11:07:16,2025-06-23T12:14:16,67,30,EMP-00013,2026-04-30T04:36:50.726872
DOCK-OR-04-12,WH-NOR-04,CAR-002,SHIP-00037072,INBOUND_RECEIVE,2025-09-15T06:44:45,2025-09-15T07:07:45,23,40,EMP-00112,2026-04-30T04:36:50.726872
DOCK-EN-08-24,WH-CEN-08,CAR-001,SHIP-00028566,INBOUND_RECEIVE,2025-06-13T15:43:57,2025-06-13T16:52:57,69,27,EMP-00031,2026-04-30T04:36:50.726872
DOCK-AS-02-16,WH-EAS-02,CAR-001,SHIP-00031936,OUTBOUND_SHIP,2026-01-01T17:22:34,2026-01-01T20:30:34,188,29,EMP-00127,2026-04-30T04:36:50.726872
DOCK-EN-08-16,WH-CEN-08,CAR-005,SHIP-00014904,INBOUND_RECEIVE,2025-12-27T13:57:53,2025-12-27T16:44:53,167,4,EMP-00185,2026-04-30T04:36:50.726872
DOCK-EN-08-15,WH-CEN-08,CAR-002,SHIP-00027956,OUTBOUND_SHIP,2025-07-07T07:28:40,2025-07-07T08:08:40,40,31,EMP-00087,2026-04-30T04:36:50.726872
