shift_id,employee_id,warehouse_id,shift_date,shift_type,zone_assigned,start_time,end_time,hours_worked,picks_completed,units_processed,_ingested_at
SHIFT-000009800,EMP-00167,WH-EAS-02,2025-09-15,AFTERNOON,ZONE-E,14:00:00,22:00:00,8.5,98,1197,2026-04-30T04:36:50.726872
SHIFT-000009801,EMP-00018,WH-EAS-01,2025-06-20,AFTERNOON,ZONE-B,14:00:00,22:00:00,8.1,288,206,2026-04-30T04:36:50.726872
SHIFT-000009802,EMP-00053,WH-EAS-03,2025-09-08,NIGHT,ZONE-A,22:00:00,07:00:00,9.7,182,990,2026-04-30T04:36:50.726872
SHIFT-000009803,EMP-00197,WH-CEN-08,2026-04-07,NIGHT,RECEIVING,22:00:00,05:00:00,7.7,299,232,2026-04-30T04:36:50.726872
SHIFT-000009804,EMP-00199,WH-NOR-05,2025-11-12,NIGHT,ZONE-D,22:00:00,05:00:00,7.5,70,603,2026-04-30T04:36:50.726872
SHIFT-000009805,EMP-00171,WH-NOR-05,2025-05-13,NIGHT,SHIPPING,22:00:00,06:00:00,8.5,335,1342,2026-04-30T04:36:50.726872
SHIFT-000009806,EMP-00167,WH-EAS-06,2026-02-16,MORNING,ZONE-A,06:00:00,13:00:00,7.9,294,417,2026-04-30T04:36:50.726872
SHIFT-000009807,EMP-00079,WH-NOR-05,2025-12-10,MORNING,ZONE-C,06:00:00,15:00:00,9.4,342,883,2026-04-30T04:36:50.726872
SHIFT-000009808,EMP-00134,WH-NOR-04,2025-07-20,MORNING,ZONE-B,06:00:00,15:00:00,9.5,321,407,2026-04-30T04:36:50.726872
SHIFT-000009809,EMP-00071,WH-NOR-05,2025-08-08,AFTERNOON,ZONE-B,14:00:00,23:00:00,9.8,286,737,2026-04-30T04:36:50.726872
SHIFT-000009810,EMP-00024,WH-NOR-05,2026-01-16,NIGHT,ZONE-D,22:00:00,07:00:00,9.0,254,1151,2026-04-30T04:36:50.726872
SHIFT-000009811,EMP-00004,WH-WES-07,2025-06-25,AFTERNOON,ZONE-C,14:00:00,23:00:00,9.7,104,142,2026-04-30T04:36:50.726872
SHIFT-000009812,EMP-00150,WH-EAS-02,2025-06-17,MORNING,ZONE-C,06:00:00,15:00:00,9.6,278,118,2026-04-30T04:36:50.726872
SHIFT-000009813,EMP-00152,WH-EAS-03,2025-11-21,MORNING,ZONE-A,06:00:00,14:00:00,8.0,336,962,2026-04-30T04:36:50.726872
SHIFT-000009814,EMP-00114,WH-EAS-06,2025-06-22,AFTERNOON,ZONE-E,14:00:00,21:00:00,7.9,168,235,2026-04-30T04:36:50.726872
SHIFT-000009815,EMP-00044,WH-WES-07,2025-07-22,AFTERNOON,ZONE-B,14:00:00,22:00:00,8.6,185,892,2026-04-30T04:36:50.726872
SHIFT-000009816,EMP-00046,WH-NOR-05,2025-12-05,AFTERNOON,SHIPPING,14:00:00,23:00:00,9.5,156,128,2026-04-30T04:36:50.726872
SHIFT-000009817,EMP-00164,WH-EAS-06,2025-06-20,AFTERNOON,SHIPPING,14:00:00,22:00:00,8.2,323,1366,2026-04-30T04:36:50.726872
SHIFT-000009818,EMP-00103,WH-EAS-03,2025-09-17,MORNING,ZONE-B,06:00:00,14:00:00,8.9,165,212,2026-04-30T04:36:50.726872
SHIFT-000009819,EMP-00028,WH-SOU-09,2026-04-23,MORNING,ZONE-D,06:00:00,15:00:00,9.2,259,1285,2026-04-30T04:36:50.726872
SHIFT-000009820,EMP-00144,WH-EAS-02,2025-05-31,AFTERNOON,SHIPPING,14:00:00,22:00:00,8.0,98,296,2026-04-30T04:36:50.726872
SHIFT-000009821,EMP-00090,WH-SOU-09,2025-06-01,MORNING,SHIPPING,06:00:00,13:00:00,7.8,266,1004,2026-04-30T04:36:50.726872
SHIFT-000009822,EMP-00140,WH-EAS-02,2025-12-23,MORNING,ZONE-B,06:00:00,14:00:00,8.5,289,333,2026-04-30T04:36:50.726872
SHIFT-000009823,EMP-00137,WH-EAS-06,2026-01-05,AFTERNOON,ZONE-C,14:00:00,23:00:00,9.6,72,443,2026-04-30T04:36:50.726872
SHIFT-000009824,EMP-00125,WH-SOU-09,2025-05-16,NIGHT,ZONE-D,22:00:00,06:00:00,8.7,254,108,2026-04-30T04:36:50.726872
SHIFT-000009825,EMP-00060,WH-CEN-08,2025-11-22,NIGHT,RECEIVING,22:00:00,07:00:00,9.2,58,243,2026-04-30T04:36:50.726872
SHIFT-000009826,EMP-00021,WH-EAS-06,2025-09-19,MORNING,ZONE-C,06:00:00,14:00:00,8.4,118,1190,2026-04-30T04:36:50.726872
SHIFT-000009827,EMP-00068,WH-NOR-04,2025-12-13,NIGHT,ZONE-A,22:00:00,06:00:00,8.4,387,380,2026-04-30T04:36:50.726872
SHIFT-000009828,EMP-00035,WH-NOR-04,2025-06-01,MORNING,ZONE-C,06:00:00,15:00:00,9.9,347,1071,2026-04-30T04:36:50.726872
SHIFT-000009829,EMP-00105,WH-EAS-03,2026-01-21,AFTERNOON,ZONE-B,14:00:00,23:00:00,9.1,117,694,2026-04-30T04:36:50.726872
SHIFT-000009830,EMP-00003,WH-CEN-08,2025-09-22,AFTERNOON,SHIPPING,14:00:00,22:00:00,8.1,185,1207,2026-04-30T04:36:50.726872
SHIFT-000009831,EMP-00014,WH-EAS-06,2025-11-05,NIGHT,ZONE-E,22:00:00,06:00:00,8.1,291,936,2026-04-30T04:36:50.726872
SHIFT-000009832,EMP-00008,WH-EAS-02,2026-03-02,NIGHT,ZONE-D,22:00:00,06:00:00,8.0,110,860,2026-04-30T04:36:50.726872
SHIFT-000009833,EMP-00017,WH-EAS-02,2025-12-05,MORNING,ZONE-D,06:00:00,15:00:00,9.9,313,1390,2026-04-30T04:36:50.726872
SHIFT-000009834,EMP-00129,WH-EAS-03,2026-04-18,MORNING,ZONE-D,06:00:00,15:00:00,9.7,268,1398,2026-04-30T04:36:50.726872
SHIFT-000009835,EMP-00116,WH-EAS-01,2026-03-20,AFTERNOON,RECEIVING,14:00:00,22:00:00,8.7,172,453,2026-04-30T04:36:50.726872
SHIFT-000009836,EMP-00036,WH-CEN-10,2025-11-05,MORNING,SHIPPING,06:00:00,15:00:00,9.0,329,388,2026-04-30T04:36:50.726872
SHIFT-000009837,EMP-00142,WH-EAS-03,2025-12-14,MORNING,ZONE-E,06:00:00,15:00:00,9.9,148,756,2026-04-30T04:36:50.726872
SHIFT-000009838,EMP-00097,WH-EAS-03,2025-07-10,NIGHT,ZONE-C,22:00:00,07:00:00,9.4,221,452,2026-04-30T04:36:50.726872
SHIFT-000009839,EMP-00131,WH-EAS-06,2025-08-07,NIGHT,ZONE-D,22:00:00,06:00:00,8.9,188,1212,2026-04-30T04:36:50.726872
SHIFT-000009840,EMP-00119,WH-NOR-05,2025-07-19,AFTERNOON,ZONE-E,14:00:00,21:00:00,7.7,362,1381,2026-04-30T04:36:50.726872
SHIFT-000009841,EMP-00058,WH-NOR-05,2025-05-29,MORNING,RECEIVING,06:00:00,14:00:00,8.7,312,994,2026-04-30T04:36:50.726872
SHIFT-000009842,EMP-00016,WH-EAS-06,2025-05-16,NIGHT,SHIPPING,22:00:00,07:00:00,9.8,304,886,2026-04-30T04:36:50.726872
SHIFT-000009843,EMP-00079,WH-NOR-05,2026-04-17,AFTERNOON,ZONE-D,14:00:00,00:00:00,10.0,353,933,2026-04-30T04:36:50.726872
SHIFT-000009844,EMP-00111,WH-CEN-08,2025-11-07,AFTERNOON,ZONE-D,14:00:00,23:00:00,9.6,84,454,2026-04-30T04:36:50.726872
SHIFT-000009845,EMP-00136,WH-WES-07,2025-11-25,MORNING,ZONE-D,06:00:00,15:00:00,9.9,85,995,2026-04-30T04:36:50.726872
SHIFT-000009846,EMP-00166,WH-EAS-06,2025-11-23,NIGHT,RECEIVING,22:00:00,07:00:00,9.1,260,150,2026-04-30T04:36:50.726872
SHIFT-000009847,EMP-00142,WH-SOU-09,2025-07-15,NIGHT,ZONE-B,22:00:00,06:00:00,8.1,365,627,2026-04-30T04:36:50.726872
SHIFT-000009848,EMP-00043,WH-EAS-02,2025-07-31,MORNING,ZONE-C,06:00:00,14:00:00,8.0,128,1357,2026-04-30T04:36:50.726872
SHIFT-000009849,EMP-00114,WH-WES-07,2025-08-10,AFTERNOON,ZONE-E,14:00:00,23:00:00,9.7,104,450,2026-04-30T04:36:50.726872
SHIFT-000009850,EMP-00137,WH-NOR-04,2025-07-26,NIGHT,ZONE-C,22:00:00,05:00:00,7.8,324,291,2026-04-30T04:36:50.726872
SHIFT-000009851,EMP-00025,WH-EAS-03,2026-01-31,AFTERNOON,ZONE-E,14:00:00,22:00:00,8.6,87,401,2026-04-30T04:36:50.726872
SHIFT-000009852,EMP-00013,WH-EAS-06,2025-10-09,NIGHT,ZONE-A,22:00:00,06:00:00,8.1,126,1268,2026-04-30T04:36:50.726872
SHIFT-000009853,EMP-00149,WH-EAS-01,2025-09-13,NIGHT,ZONE-B,22:00:00,05:00:00,7.9,270,401,2026-04-30T04:36:50.726872
SHIFT-000009854,EMP-00066,WH-EAS-02,2025-05-20,MORNING,RECEIVING,06:00:00,13:00:00,7.7,52,130,2026-04-30T04:36:50.726872
SHIFT-000009855,EMP-00172,WH-WES-07,2026-04-17,NIGHT,SHIPPING,22:00:00,06:00:00,8.8,256,1241,2026-04-30T04:36:50.726872
SHIFT-000009856,EMP-00028,WH-EAS-02,2026-04-14,MORNING,SHIPPING,06:00:00,14:00:00,8.6,79,816,2026-04-30T04:36:50.726872
SHIFT-000009857,EMP-00097,WH-EAS-06,2025-05-18,MORNING,ZONE-A,06:00:00,13:00:00,7.9,72,1418,2026-04-30T04:36:50.726872
SHIFT-000009858,EMP-00105,WH-WES-07,2026-04-08,NIGHT,RECEIVING,22:00:00,05:00:00,7.7,99,1179,2026-04-30T04:36:50.726872
SHIFT-000009859,EMP-00090,WH-CEN-10,2025-12-23,AFTERNOON,SHIPPING,14:00:00,23:00:00,9.6,283,812,2026-04-30T04:36:50.726872
SHIFT-000009860,EMP-00065,WH-NOR-05,2025-10-01,NIGHT,SHIPPING,22:00:00,06:00:00,8.7,278,939,2026-04-30T04:36:50.726872
SHIFT-000009861,EMP-00124,WH-EAS-02,2026-03-21,NIGHT,ZONE-D,22:00:00,05:00:00,7.5,326,1173,2026-04-30T04:36:50.726872
SHIFT-000009862,EMP-00196,WH-WES-07,2025-09-30,MORNING,ZONE-B,06:00:00,14:00:00,8.5,87,1198,2026-04-30T04:36:50.726872
SHIFT-000009863,EMP-00009,WH-EAS-06,2026-02-11,AFTERNOON,RECEIVING,14:00:00,22:00:00,8.6,230,1188,2026-04-30T04:36:50.726872
SHIFT-000009864,EMP-00171,WH-SOU-09,2025-09-16,NIGHT,ZONE-C,22:00:00,07:00:00,9.5,154,471,2026-04-30T04:36:50.726872
SHIFT-000009865,EMP-00033,WH-EAS-01,2025-07-23,MORNING,ZONE-B,06:00:00,14:00:00,8.0,229,1077,2026-04-30T04:36:50.726872
SHIFT-000009866,EMP-00165,WH-EAS-02,2025-07-31,MORNING,SHIPPING,06:00:00,15:00:00,9.5,328,1330,2026-04-30T04:36:50.726872
SHIFT-000009867,EMP-00099,WH-CEN-10,2026-02-14,AFTERNOON,RECEIVING,14:00:00,21:00:00,7.7,296,143,2026-04-30T04:36:50.726872
SHIFT-000009868,EMP-00085,WH-EAS-01,2026-02-10,AFTERNOON,ZONE-A,14:00:00,21:00:00,7.9,134,1492,2026-04-30T04:36:50.726872
SHIFT-000009869,EMP-00180,WH-NOR-05,2026-04-22,AFTERNOON,RECEIVING,14:00:00,21:00:00,7.8,196,552,2026-04-30T04:36:50.726872
SHIFT-000009870,EMP-00004,WH-NOR-05,2026-03-24,AFTERNOON,RECEIVING,14:00:00,21:00:00,7.6,259,388,2026-04-30T04:36:50.726872
SHIFT-000009871,EMP-00036,WH-EAS-06,2025-09-28,AFTERNOON,ZONE-C,14:00:00,22:00:00,8.8,150,1365,2026-04-30T04:36:50.726872
SHIFT-000009872,EMP-00042,WH-NOR-05,2025-09-24,AFTERNOON,ZONE-E,14:00:00,00:00:00,10.0,224,1158,2026-04-30T04:36:50.726872
SHIFT-000009873,EMP-00175,WH-CEN-10,2025-05-30,AFTERNOON,ZONE-A,14:00:00,23:00:00,9.2,143,813,2026-04-30T04:36:50.726872
SHIFT-000009874,EMP-00124,WH-NOR-04,2025-08-11,MORNING,ZONE-D,06:00:00,15:00:00,9.0,398,1320,2026-04-30T04:36:50.726872
SHIFT-000009875,EMP-00120,WH-WES-07,2025-07-03,NIGHT,ZONE-A,22:00:00,07:00:00,9.0,71,1248,2026-04-30T04:36:50.726872
SHIFT-000009876,EMP-00083,WH-CEN-08,2026-03-23,NIGHT,ZONE-A,22:00:00,07:00:00,9.7,280,1184,2026-04-30T04:36:50.726872
SHIFT-000009877,EMP-00001,WH-NOR-04,2026-04-12,MORNING,ZONE-C,06:00:00,14:00:00,8.9,314,397,2026-04-30T04:36:50.726872
SHIFT-000009878,EMP-00148,WH-CEN-08,2025-12-19,NIGHT,ZONE-B,22:00:00,07:00:00,9.8,235,1170,2026-04-30T04:36:50.726872
SHIFT-000009879,EMP-00199,WH-EAS-01,2025-10-11,MORNING,ZONE-C,06:00:00,14:00:00,8.0,68,643,2026-04-30T04:36:50.726872
SHIFT-000009880,EMP-00058,WH-CEN-08,2025-09-29,MORNING,ZONE-B,06:00:00,15:00:00,9.2,361,1276,2026-04-30T04:36:50.726872
SHIFT-000009881,EMP-00084,WH-WES-07,2025-12-25,NIGHT,ZONE-C,22:00:00,06:00:00,8.2,143,1386,2026-04-30T04:36:50.726872
SHIFT-000009882,EMP-00131,WH-EAS-06,2025-09-18,AFTERNOON,ZONE-B,14:00:00,23:00:00,9.4,234,786,2026-04-30T04:36:50.726872
SHIFT-000009883,EMP-00196,WH-SOU-09,2025-10-02,NIGHT,ZONE-A,22:00:00,07:00:00,9.3,117,856,2026-04-30T04:36:50.726872
SHIFT-000009884,EMP-00001,WH-EAS-01,2025-12-24,AFTERNOON,ZONE-D,14:00:00,23:00:00,9.6,143,1139,2026-04-30T04:36:50.726872
SHIFT-000009885,EMP-00123,WH-NOR-05,2025-08-11,MORNING,SHIPPING,06:00:00,14:00:00,8.8,75,1312,2026-04-30T04:36:50.726872
SHIFT-000009886,EMP-00191,WH-CEN-10,2026-04-19,NIGHT,SHIPPING,22:00:00,08:00:00,10.0,285,755,2026-04-30T04:36:50.726872
SHIFT-000009887,EMP-00113,WH-CEN-10,2026-03-24,MORNING,ZONE-B,06:00:00,15:00:00,9.2,256,1319,2026-04-30T04:36:50.726872
SHIFT-000009888,EMP-00090,WH-EAS-03,2026-04-02,AFTERNOON,RECEIVING,14:00:00,22:00:00,8.2,279,642,2026-04-30T04:36:50.726872
SHIFT-000009889,EMP-00181,WH-NOR-05,2025-07-12,NIGHT,ZONE-D,22:00:00,06:00:00,8.5,252,361,2026-04-30T04:36:50.726872
SHIFT-000009890,EMP-00114,WH-CEN-08,2025-05-14,MORNING,ZONE-B,06:00:00,15:00:00,9.8,172,1175,2026-04-30T04:36:50.726872
SHIFT-000009891,EMP-00080,WH-EAS-02,2025-09-15,AFTERNOON,ZONE-E,14:00:00,22:00:00,8.7,259,857,2026-04-30T04:36:50.726872
SHIFT-000009892,EMP-00192,WH-EAS-06,2025-12-15,NIGHT,ZONE-B,22:00:00,07:00:00,9.0,58,1002,2026-04-30T04:36:50.726872
SHIFT-000009893,EMP-00054,WH-NOR-05,2026-04-01,AFTERNOON,ZONE-B,14:00:00,23:00:00,9.6,176,453,2026-04-30T04:36:50.726872
SHIFT-000009894,EMP-00147,WH-NOR-04,2025-11-12,MORNING,ZONE-A,06:00:00,15:00:00,9.2,178,1182,2026-04-30T04:36:50.726872
SHIFT-000009895,EMP-00048,WH-NOR-04,2026-03-10,MORNING,SHIPPING,06:00:00,13:00:00,7.8,392,484,2026-04-30T04:36:50.726872
SHIFT-000009896,EMP-00198,WH-EAS-03,2025-08-30,AFTERNOON,ZONE-B,14:00:00,22:00:00,8.6,228,1400,2026-04-30T04:36:50.726872
SHIFT-000009897,EMP-00028,WH-SOU-09,2026-03-13,MORNING,ZONE-A,06:00:00,13:00:00,7.8,266,235,2026-04-30T04:36:50.726872
SHIFT-000009898,EMP-00178,WH-EAS-06,2025-12-28,NIGHT,ZONE-E,22:00:00,05:00:00,7.6,126,317,2026-04-30T04:36:50.726872
SHIFT-000009899,EMP-00175,WH-WES-07,2025-08-27,MORNING,ZONE-E,06:00:00,14:00:00,8.7,194,1408,2026-04-30T04:36:50.726872
SHIFT-000009900,EMP-00146,WH-CEN-08,2026-04-22,NIGHT,ZONE-E,22:00:00,07:00:00,9.3,392,192,2026-04-30T04:36:50.726872
SHIFT-000009901,EMP-00029,WH-NOR-04,2026-02-02,AFTERNOON,RECEIVING,14:00:00,23:00:00,9.6,342,1394,2026-04-30T04:36:50.726872
SHIFT-000009902,EMP-00167,WH-CEN-10,2026-01-02,AFTERNOON,ZONE-E,14:00:00,22:00:00,8.0,259,831,2026-04-30T04:36:50.726872
SHIFT-000009903,EMP-00084,WH-WES-07,2025-06-26,AFTERNOON,ZONE-A,14:00:00,23:00:00,9.5,219,636,2026-04-30T04:36:50.726872
SHIFT-000009904,EMP-00190,WH-WES-07,2026-03-26,MORNING,ZONE-A,06:00:00,14:00:00,8.4,355,674,2026-04-30T04:36:50.726872
SHIFT-000009905,EMP-00049,WH-EAS-02,2026-03-10,NIGHT,ZONE-D,22:00:00,05:00:00,7.8,88,1051,2026-04-30T04:36:50.726872
SHIFT-000009906,EMP-00089,WH-WES-07,2025-07-10,MORNING,ZONE-A,06:00:00,15:00:00,9.6,195,1090,2026-04-30T04:36:50.726872
SHIFT-000009907,EMP-00049,WH-EAS-03,2025-05-15,AFTERNOON,ZONE-C,14:00:00,23:00:00,9.6,162,904,2026-04-30T04:36:50.726872
SHIFT-000009908,EMP-00069,WH-WES-07,2025-06-18,AFTERNOON,RECEIVING,14:00:00,22:00:00,8.3,335,489,2026-04-30T04:36:50.726872
SHIFT-000009909,EMP-00173,WH-SOU-09,2025-12-11,AFTERNOON,ZONE-D,14:00:00,21:00:00,7.7,318,854,2026-04-30T04:36:50.726872
SHIFT-000009910,EMP-00002,WH-EAS-01,2026-02-27,NIGHT,ZONE-E,22:00:00,06:00:00,8.2,147,1441,2026-04-30T04:36:50.726872
SHIFT-000009911,EMP-00002,WH-CEN-10,2026-03-25,MORNING,ZONE-B,06:00:00,15:00:00,9.3,137,589,2026-04-30T04:36:50.726872
SHIFT-000009912,EMP-00200,WH-WES-07,2025-10-11,AFTERNOON,ZONE-E,14:00:00,22:00:00,8.3,277,102,2026-04-30T04:36:50.726872
SHIFT-000009913,EMP-00087,WH-EAS-01,2025-07-27,NIGHT,ZONE-C,22:00:00,07:00:00,9.9,111,1456,2026-04-30T04:36:50.726872
SHIFT-000009914,EMP-00036,WH-EAS-01,2025-05-23,NIGHT,SHIPPING,22:00:00,07:00:00,9.0,204,1471,2026-04-30T04:36:50.726872
SHIFT-000009915,EMP-00150,WH-CEN-08,2025-05-12,AFTERNOON,SHIPPING,14:00:00,23:00:00,9.6,367,733,2026-04-30T04:36:50.726872
SHIFT-000009916,EMP-00034,WH-CEN-08,2025-12-22,MORNING,ZONE-E,06:00:00,15:00:00,9.7,371,438,2026-04-30T04:36:50.726872
SHIFT-000009917,EMP-00168,WH-EAS-06,2025-06-22,MORNING,RECEIVING,06:00:00,14:00:00,8.5,393,328,2026-04-30T04:36:50.726872
SHIFT-000009918,EMP-00052,WH-EAS-06,2026-01-22,AFTERNOON,ZONE-A,14:00:00,21:00:00,7.8,292,332,2026-04-30T04:36:50.726872
SHIFT-000009919,EMP-00041,WH-SOU-09,2025-10-09,AFTERNOON,SHIPPING,14:00:00,22:00:00,8.2,317,970,2026-04-30T04:36:50.726872
SHIFT-000009920,EMP-00142,WH-NOR-04,2025-06-13,NIGHT,ZONE-D,22:00:00,05:00:00,7.8,259,193,2026-04-30T04:36:50.726872
SHIFT-000009921,EMP-00100,WH-SOU-09,2025-12-31,AFTERNOON,ZONE-E,14:00:00,23:00:00,9.5,380,157,2026-04-30T04:36:50.726872
SHIFT-000009922,EMP-00194,WH-EAS-06,2025-11-27,AFTERNOON,ZONE-B,14:00:00,21:00:00,7.8,224,1022,2026-04-30T04:36:50.726872
SHIFT-000009923,EMP-00146,WH-EAS-06,2026-01-29,MORNING,RECEIVING,06:00:00,14:00:00,8.1,370,135,2026-04-30T04:36:50.726872
SHIFT-000009924,EMP-00182,WH-WES-07,2025-05-15,MORNING,ZONE-D,06:00:00,15:00:00,9.7,197,549,2026-04-30T04:36:50.726872
SHIFT-000009925,EMP-00136,WH-WES-07,2025-06-15,NIGHT,ZONE-A,22:00:00,07:00:00,9.7,105,972,2026-04-30T04:36:50.726872
SHIFT-000009926,EMP-00135,WH-CEN-10,2025-05-29,MORNING,RECEIVING,06:00:00,15:00:00,9.5,147,1076,2026-04-30T04:36:50.726872
SHIFT-000009927,EMP-00157,WH-CEN-10,2026-01-29,MORNING,ZONE-D,06:00:00,15:00:00,9.5,397,843,2026-04-30T04:36:50.726872
SHIFT-000009928,EMP-00171,WH-NOR-05,2026-01-25,MORNING,SHIPPING,06:00:00,15:00:00,9.3,198,323,2026-04-30T04:36:50.726872
SHIFT-000009929,EMP-00106,WH-NOR-05,2025-10-08,NIGHT,ZONE-A,22:00:00,06:00:00,8.0,164,345,2026-04-30T04:36:50.726872
SHIFT-000009930,EMP-00128,WH-CEN-10,2025-06-17,MORNING,ZONE-D,06:00:00,14:00:00,8.6,394,117,2026-04-30T04:36:50.726872
SHIFT-000009931,EMP-00034,WH-NOR-04,2026-01-09,AFTERNOON,RECEIVING,14:00:00,22:00:00,8.3,246,1122,2026-04-30T04:36:50.726872
SHIFT-000009932,EMP-00060,WH-EAS-02,2025-07-25,MORNING,RECEIVING,06:00:00,15:00:00,9.7,153,1156,2026-04-30T04:36:50.726872
SHIFT-000009933,EMP-00092,WH-SOU-09,2025-10-02,MORNING,ZONE-E,06:00:00,14:00:00,8.2,240,1307,2026-04-30T04:36:50.726872
SHIFT-000009934,EMP-00071,WH-EAS-06,2025-08-08,NIGHT,ZONE-B,22:00:00,07:00:00,9.4,358,355,2026-04-30T04:36:50.726872
SHIFT-000009935,EMP-00083,WH-EAS-03,2026-04-16,MORNING,ZONE-B,06:00:00,15:00:00,9.7,198,1051,2026-04-30T04:36:50.726872
SHIFT-000009936,EMP-00125,WH-WES-07,2025-11-16,MORNING,ZONE-C,06:00:00,13:00:00,7.6,196,1413,2026-04-30T04:36:50.726872
SHIFT-000009937,EMP-00162,WH-EAS-06,2025-06-15,AFTERNOON,ZONE-D,14:00:00,23:00:00,9.1,253,750,2026-04-30T04:36:50.726872
SHIFT-000009938,EMP-00192,WH-EAS-01,2026-04-25,MORNING,ZONE-E,06:00:00,14:00:00,8.8,384,1256,2026-04-30T04:36:50.726872
SHIFT-000009939,EMP-00114,WH-NOR-05,2025-09-25,AFTERNOON,SHIPPING,14:00:00,23:00:00,9.0,152,192,2026-04-30T04:36:50.726872
SHIFT-000009940,EMP-00018,WH-NOR-05,2025-12-19,AFTERNOON,ZONE-E,14:00:00,22:00:00,8.2,62,662,2026-04-30T04:36:50.726872
SHIFT-000009941,EMP-00079,WH-EAS-03,2025-11-23,AFTERNOON,ZONE-E,14:00:00,23:00:00,9.7,133,1148,2026-04-30T04:36:50.726872
SHIFT-000009942,EMP-00091,WH-WES-07,2025-09-15,NIGHT,ZONE-E,22:00:00,07:00:00,9.3,203,607,2026-04-30T04:36:50.726872
SHIFT-000009943,EMP-00072,WH-SOU-09,2026-02-02,NIGHT,ZONE-B,22:00:00,05:00:00,7.8,127,606,2026-04-30T04:36:50.726872
SHIFT-000009944,EMP-00070,WH-CEN-10,2025-09-30,MORNING,ZONE-E,06:00:00,14:00:00,8.5,64,1479,2026-04-30T04:36:50.726872
SHIFT-000009945,EMP-00154,WH-EAS-02,2025-11-13,NIGHT,ZONE-D,22:00:00,07:00:00,9.4,215,893,2026-04-30T04:36:50.726872
SHIFT-000009946,EMP-00102,WH-EAS-06,2025-05-25,NIGHT,SHIPPING,22:00:00,06:00:00,8.1,352,673,2026-04-30T04:36:50.726872
SHIFT-000009947,EMP-00099,WH-SOU-09,2025-06-22,MORNING,ZONE-C,06:00:00,15:00:00,9.9,195,1451,2026-04-30T04:36:50.726872
SHIFT-000009948,EMP-00134,WH-EAS-01,2026-02-12,MORNING,ZONE-E,06:00:00,15:00:00,9.2,212,1017,2026-04-30T04:36:50.726872
SHIFT-000009949,EMP-00032,WH-EAS-06,2025-07-13,NIGHT,ZONE-E,22:00:00,06:00:00,8.1,280,924,2026-04-30T04:36:50.726872
SHIFT-000009950,EMP-00166,WH-SOU-09,2026-04-01,NIGHT,ZONE-E,22:00:00,06:00:00,8.9,216,1304,2026-04-30T04:36:50.726872
SHIFT-000009951,EMP-00126,WH-EAS-06,2025-06-28,AFTERNOON,ZONE-B,14:00:00,23:00:00,9.0,311,776,2026-04-30T04:36:50.726872
SHIFT-000009952,EMP-00147,WH-CEN-10,2025-10-18,MORNING,ZONE-C,06:00:00,14:00:00,8.1,106,613,2026-04-30T04:36:50.726872
SHIFT-000009953,EMP-00021,WH-WES-07,2026-03-18,AFTERNOON,ZONE-E,14:00:00,23:00:00,9.7,52,1058,2026-04-30T04:36:50.726872
SHIFT-000009954,EMP-00173,WH-CEN-10,2025-12-17,NIGHT,RECEIVING,22:00:00,05:00:00,7.8,285,483,2026-04-30T04:36:50.726872
SHIFT-000009955,EMP-00021,WH-WES-07,2026-04-01,NIGHT,ZONE-B,22:00:00,05:00:00,7.8,358,1149,2026-04-30T04:36:50.726872
SHIFT-000009956,EMP-00102,WH-EAS-03,2026-03-09,MORNING,ZONE-D,06:00:00,15:00:00,9.9,398,483,2026-04-30T04:36:50.726872
SHIFT-000009957,EMP-00113,WH-CEN-10,2025-06-03,AFTERNOON,ZONE-A,14:00:00,23:00:00,9.6,153,1408,2026-04-30T04:36:50.726872
SHIFT-000009958,EMP-00102,WH-NOR-05,2025-12-15,NIGHT,RECEIVING,22:00:00,07:00:00,9.3,79,595,2026-04-30T04:36:50.726872
SHIFT-000009959,EMP-00198,WH-CEN-10,2026-01-05,AFTERNOON,ZONE-E,14:00:00,22:00:00,8.8,358,1253,2026-04-30T04:36:50.726872
SHIFT-000009960,EMP-00168,WH-NOR-05,2025-05-27,MORNING,RECEIVING,06:00:00,13:00:00,7.6,217,692,2026-04-30T04:36:50.726872
SHIFT-000009961,EMP-00059,WH-SOU-09,2025-12-31,AFTERNOON,RECEIVING,14:00:00,21:00:00,7.5,245,658,2026-04-30T04:36:50.726872
SHIFT-000009962,EMP-00072,WH-EAS-01,2025-12-15,MORNING,ZONE-E,06:00:00,14:00:00,8.3,159,1091,2026-04-30T04:36:50.726872
SHIFT-000009963,EMP-00133,WH-NOR-04,2025-11-15,AFTERNOON,ZONE-E,14:00:00,23:00:00,9.1,104,496,2026-04-30T04:36:50.726872
SHIFT-000009964,EMP-00027,WH-NOR-05,2025-10-27,MORNING,SHIPPING,06:00:00,14:00:00,8.9,397,561,2026-04-30T04:36:50.726872
SHIFT-000009965,EMP-00105,WH-WES-07,2026-02-06,NIGHT,SHIPPING,22:00:00,07:00:00,9.8,114,222,2026-04-30T04:36:50.726872
SHIFT-000009966,EMP-00168,WH-EAS-01,2026-03-20,MORNING,ZONE-C,06:00:00,14:00:00,8.4,91,825,2026-04-30T04:36:50.726872
SHIFT-000009967,EMP-00091,WH-WES-07,2025-05-13,AFTERNOON,ZONE-C,14:00:00,23:00:00,9.5,136,1332,2026-04-30T04:36:50.726872
