shipment_id,order_id,carrier_id,tracking_number,ship_date,estimated_delivery,actual_delivery,status,weight_lbs,shipping_cost,is_on_time,num_packages,origin_warehouse_id,_ingested_at
SHIP-00010526,ORD-00017406,CAR-005,1Z552327325882331,2025-08-13,2025-08-17,2025-08-17,DELIVERED,37.0,73.77,True,3,WH-CEN-10,2026-04-30T04:36:50.726872
SHIP-00010527,ORD-00017407,CAR-008,1Z105182803855743,2025-04-24,2025-04-29,,SHIPPED,46.5,86.91,True,5,WH-WES-07,2026-04-30T04:36:50.726872
SHIP-00010528,ORD-00017412,CAR-009,1Z954923656438129,2024-05-06,2024-05-10,2024-05-10,DELIVERED,76.0,156.58,True,4,WH-NOR-04,2026-04-30T04:36:50.726872
SHIP-00010529,ORD-00017413,CAR-003,1Z392160838710314,2025-03-16,2025-03-17,2025-03-17,DELIVERED,102.2,89.33,True,3,WH-EAS-02,2026-04-30T04:36:50.726872
SHIP-00010530,ORD-00017414,CAR-008,1Z732953190841576,2025-11-24,2025-11-26,2025-11-26,DELIVERED,118.8,209.6,True,2,WH-NOR-05,2026-04-30T04:36:50.726872
SHIP-00010531,ORD-00017415,CAR-003,1Z901516321252170,2025-03-28,2025-03-30,2025-03-30,DELIVERED,142.5,257.49,True,6,WH-EAS-03,2026-04-30T04:36:50.726872
SHIP-00010532,ORD-00017417,CAR-010,1Z128623352444195,2025-08-11,2025-08-17,,SHIPPED,20.5,20.2,True,4,WH-NOR-04,2026-04-30T04:36:50.726872
SHIP-00010533,ORD-00017422,CAR-007,1Z621695992814116,2024-12-31,2025-01-01,2025-01-01,DELIVERED,36.3,43.82,True,8,WH-CEN-10,2026-04-30T04:36:50.726872
SHIP-00010534,ORD-00017427,CAR-002,1Z118493472768539,2025-05-12,2025-05-16,2025-05-16,DELIVERED,79.0,80.9,True,7,WH-CEN-08,2026-04-30T04:36:50.726872
SHIP-00010535,ORD-00017428,CAR-001,1Z843481842863357,2025-08-28,2025-09-04,,SHIPPED,6.7,13.63,True,9,WH-EAS-01,2026-04-30T04:36:50.726872
SHIP-00010536,ORD-00017429,CAR-003,1Z408561932727734,2025-07-31,2025-08-01,2025-08-01,DELIVERED,7.8,18.64,True,3,WH-EAS-03,2026-04-30T04:36:50.726872
SHIP-00010537,ORD-00017430,CAR-002,1Z279668193505995,2025-07-20,2025-07-25,,SHIPPED,93.5,83.41,True,9,WH-EAS-03,2026-04-30T04:36:50.726872
SHIP-00010538,ORD-00017431,CAR-005,1Z895891130383988,2024-10-28,2024-10-29,,SHIPPED,143.7,173.23,False,3,WH-SOU-09,2026-04-30T04:36:50.726872
SHIP-00010539,ORD-00017435,CAR-002,1Z150471115843193,2025-10-02,2025-10-07,2025-10-08,DELIVERED,42.2,100.62,False,9,WH-EAS-02,2026-04-30T04:36:50.726872
SHIP-00010540,ORD-00017437,CAR-010,1Z248245975591767,2026-02-20,2026-02-25,2026-02-25,DELIVERED,38.7,75.11,True,6,WH-SOU-09,2026-04-30T04:36:50.726872
SHIP-00010541,ORD-00017439,CAR-002,1Z600051488404604,2024-12-10,2024-12-13,,SHIPPED,2.2,4.82,True,7,WH-WES-07,2026-04-30T04:36:50.726872
SHIP-00010542,ORD-00017440,CAR-006,1Z210912384549442,2025-06-23,2025-06-25,,SHIPPED,67.4,121.38,True,4,WH-EAS-02,2026-04-30T04:36:50.726872
SHIP-00010543,ORD-00017441,CAR-002,1Z244930611535733,2024-12-23,2024-12-30,,SHIPPED,31.1,68.09,True,2,WH-NOR-04,2026-04-30T04:36:50.726872
SHIP-00010544,ORD-00017442,CAR-001,1Z260270389006017,2024-09-01,2024-09-06,,SHIPPED,135.4,162.39,True,1,WH-SOU-09,2026-04-30T04:36:50.726872
SHIP-00010545,ORD-00017444,CAR-004,1Z745664653443454,2025-12-15,2025-12-16,,SHIPPED,68.8,76.35,True,3,WH-WES-07,2026-04-30T04:36:50.726872
SHIP-00010546,ORD-00017445,CAR-010,1Z881076590942905,2026-01-11,2026-01-17,2026-01-17,DELIVERED,145.2,254.39,True,5,WH-NOR-05,2026-04-30T04:36:50.726872
SHIP-00010547,ORD-00017448,CAR-005,1Z471822165230896,2024-10-31,2024-11-04,,SHIPPED,3.1,1.76,True,2,WH-NOR-04,2026-04-30T04:36:50.726872
SHIP-00010548,ORD-00017450,CAR-001,1Z638227735714775,2024-12-22,2024-12-28,,SHIPPED,123.2,193.38,True,5,WH-CEN-10,2026-04-30T04:36:50.726872
SHIP-00010549,ORD-00017452,CAR-005,1Z210381207788432,2025-12-21,2025-12-23,2025-12-23,DELIVERED,106.4,159.54,True,8,WH-CEN-10,2026-04-30T04:36:50.726872
SHIP-00010550,ORD-00017455,CAR-009,1Z916016545227742,2026-01-17,2026-01-20,2026-01-20,DELIVERED,65.4,127.81,True,2,WH-CEN-08,2026-04-30T04:36:50.726872
SHIP-00010551,ORD-00017456,CAR-009,1Z707877591603743,2025-10-31,2025-11-04,2025-11-04,DELIVERED,56.2,86.96,True,3,WH-NOR-04,2026-04-30T04:36:50.726872
SHIP-00010552,ORD-00017459,CAR-008,1Z838331197838123,2025-06-16,2025-06-20,2025-06-20,DELIVERED,5.2,5.4,True,3,WH-EAS-06,2026-04-30T04:36:50.726872
SHIP-00010553,ORD-00017460,CAR-006,1Z678226474496683,2025-09-25,2025-10-02,2025-10-02,DELIVERED,136.7,159.57,True,1,WH-EAS-02,2026-04-30T04:36:50.726872
SHIP-00010554,ORD-00017461,CAR-008,1Z370461195107757,2024-12-07,2024-12-12,2024-12-12,DELIVERED,75.3,154.91,True,3,WH-EAS-01,2026-04-30T04:36:50.726872
SHIP-00010555,ORD-00017463,CAR-008,1Z120874381657136,2024-09-12,2024-09-18,,SHIPPED,26.9,35.56,True,7,WH-EAS-02,2026-04-30T04:36:50.726872
SHIP-00010556,ORD-00017465,CAR-007,1Z275451569079085,2024-08-03,2024-08-07,2024-08-07,DELIVERED,87.5,187.82,True,6,WH-NOR-04,2026-04-30T04:36:50.726872
SHIP-00010557,ORD-00017469,CAR-010,1Z267114950988508,2025-08-19,2025-08-22,,SHIPPED,148.1,204.88,True,4,WH-CEN-08,2026-04-30T04:36:50.726872
SHIP-00010558,ORD-00017471,CAR-009,1Z394076980821883,2024-08-16,2024-08-18,2024-08-18,DELIVERED,73.4,61.5,True,2,WH-CEN-10,2026-04-30T04:36:50.726872
SHIP-00010559,ORD-00017472,CAR-006,1Z459635796274287,2025-04-30,2025-05-07,,SHIPPED,64.7,87.92,True,10,WH-EAS-06,2026-04-30T04:36:50.726872
SHIP-00010560,ORD-00017474,CAR-008,1Z712406483580800,2025-07-12,2025-07-18,2025-07-18,DELIVERED,38.0,23.49,True,9,WH-CEN-08,2026-04-30T04:36:50.726872
SHIP-00010561,ORD-00017475,CAR-008,1Z749013734498197,2026-01-13,2026-01-16,2026-01-16,DELIVERED,47.6,35.23,True,7,WH-NOR-04,2026-04-30T04:36:50.726872
SHIP-00010562,ORD-00017479,CAR-010,1Z368790666988213,2026-03-11,2026-03-17,2026-03-17,DELIVERED,32.8,42.86,True,1,WH-NOR-04,2026-04-30T04:36:50.726872
SHIP-00010563,ORD-00017480,CAR-007,1Z037199292469966,2024-06-03,2024-06-07,,SHIPPED,29.1,46.83,True,4,WH-EAS-06,2026-04-30T04:36:50.726872
SHIP-00010564,ORD-00017481,CAR-006,1Z308350514764965,2025-01-19,2025-01-21,2025-01-21,DELIVERED,128.8,151.78,True,3,WH-NOR-04,2026-04-30T04:36:50.726872
SHIP-00010565,ORD-00017482,CAR-010,1Z093514260810644,2026-04-01,2026-04-07,2026-04-07,DELIVERED,10.4,20.31,True,10,WH-NOR-04,2026-04-30T04:36:50.726872
SHIP-00010566,ORD-00017483,CAR-005,1Z787990374395676,2024-05-27,2024-05-28,2024-05-28,DELIVERED,28.7,50.53,True,4,WH-NOR-04,2026-04-30T04:36:50.726872
SHIP-00010567,ORD-00017484,CAR-010,1Z755625757032958,2026-03-27,2026-03-30,2026-03-30,DELIVERED,98.7,242.5,True,10,WH-EAS-03,2026-04-30T04:36:50.726872
SHIP-00010568,ORD-00017486,CAR-001,1Z421919201876061,2026-02-18,2026-02-25,,SHIPPED,124.0,202.63,False,10,WH-NOR-04,2026-04-30T04:36:50.726872
SHIP-00010569,ORD-00017487,CAR-008,1Z839738269591787,2024-10-16,2024-10-19,,SHIPPED,16.8,34.12,False,2,WH-CEN-10,2026-04-30T04:36:50.726872
SHIP-00010570,ORD-00017489,CAR-005,1Z732803975168299,2026-03-18,2026-03-24,,SHIPPED,101.3,88.44,True,3,WH-NOR-04,2026-04-30T04:36:50.726872
SHIP-00010571,ORD-00017490,CAR-002,1Z428843623412299,2025-04-26,2025-04-30,2025-04-30,DELIVERED,34.2,27.83,True,3,WH-EAS-01,2026-04-30T04:36:50.726872
SHIP-00010572,ORD-00017491,CAR-004,1Z111881679434178,2024-09-24,2024-09-25,2024-09-25,DELIVERED,121.2,82.63,True,9,WH-EAS-06,2026-04-30T04:36:50.726872
SHIP-00010573,ORD-00017493,CAR-009,1Z764130116207867,2026-01-02,2026-01-07,2026-01-07,DELIVERED,96.8,50.3,True,5,WH-NOR-05,2026-04-30T04:36:50.726872
SHIP-00010574,ORD-00017494,CAR-005,1Z321706667380675,2026-02-01,2026-02-07,2026-02-07,DELIVERED,111.0,64.59,True,9,WH-EAS-02,2026-04-30T04:36:50.726872
SHIP-00010575,ORD-00017495,CAR-003,1Z383143634004988,2025-03-16,2025-03-22,2025-03-22,DELIVERED,9.9,9.22,True,8,WH-EAS-01,2026-04-30T04:36:50.726872
SHIP-00010576,ORD-00017497,CAR-007,1Z137574537859471,2024-09-22,2024-09-24,2024-09-24,DELIVERED,91.1,150.11,True,10,WH-NOR-05,2026-04-30T04:36:50.726872
SHIP-00010577,ORD-00017498,CAR-004,1Z319760621699499,2024-09-28,2024-10-02,,SHIPPED,96.8,164.94,True,6,WH-CEN-10,2026-04-30T04:36:50.726872
SHIP-00010578,ORD-00017499,CAR-007,1Z918875010510879,2025-10-13,2025-10-14,,SHIPPED,78.9,45.17,True,5,WH-CEN-10,2026-04-30T04:36:50.726872
SHIP-00010579,ORD-00017500,CAR-007,1Z725481885852301,2025-06-18,2025-06-25,2025-06-25,DELIVERED,63.6,117.66,True,1,WH-WES-07,2026-04-30T04:36:50.726872
SHIP-00010580,ORD-00017501,CAR-008,1Z919645080482660,2025-11-05,2025-11-06,2025-11-06,DELIVERED,86.6,180.6,True,9,WH-CEN-10,2026-04-30T04:36:50.726872
SHIP-00010581,ORD-00017502,CAR-001,1Z201282900292654,2025-08-05,2025-08-12,,SHIPPED,124.3,265.86,True,5,WH-WES-07,2026-04-30T04:36:50.726872
SHIP-00010582,ORD-00017503,CAR-010,1Z607510431267726,2026-04-05,2026-04-06,2026-04-06,DELIVERED,34.5,74.6,True,7,WH-SOU-09,2026-04-30T04:36:50.726872
SHIP-00010583,ORD-00017505,CAR-009,1Z952890077587348,2025-12-08,2025-12-14,2025-12-14,DELIVERED,84.1,97.49,True,1,WH-EAS-01,2026-04-30T04:36:50.726872
SHIP-00010584,ORD-00017510,CAR-008,1Z183876980734913,2025-04-08,2025-04-13,,SHIPPED,102.0,172.62,True,1,WH-CEN-08,2026-04-30T04:36:50.726872
SHIP-00010585,ORD-00017511,CAR-001,1Z720027481243421,2025-01-01,2025-01-04,,SHIPPED,16.2,17.02,True,7,WH-EAS-06,2026-04-30T04:36:50.726872
SHIP-00010586,ORD-00017513,CAR-008,1Z063218552583215,2026-03-24,2026-03-31,2026-03-31,DELIVERED,130.8,235.85,True,9,WH-EAS-01,2026-04-30T04:36:50.726872
SHIP-00010587,ORD-00017514,CAR-004,1Z254064507036701,2025-04-07,2025-04-10,,SHIPPED,7.5,6.45,True,2,WH-EAS-03,2026-04-30T04:36:50.726872
SHIP-00010588,ORD-00017515,CAR-010,1Z848362761813240,2026-01-26,2026-02-02,2026-02-02,DELIVERED,125.0,177.14,True,10,WH-EAS-06,2026-04-30T04:36:50.726872
SHIP-00010589,ORD-00017516,CAR-003,1Z145628166418375,2025-01-12,2025-01-15,2025-01-15,DELIVERED,51.6,75.04,True,8,WH-EAS-01,2026-04-30T04:36:50.726872
SHIP-00010590,ORD-00017517,CAR-009,1Z613290651159399,2024-12-01,2024-12-02,,SHIPPED,36.6,82.71,True,9,WH-CEN-08,2026-04-30T04:36:50.726872
SHIP-00010591,ORD-00017519,CAR-004,1Z131241752319978,2024-10-26,2024-11-01,2024-11-01,DELIVERED,131.7,72.02,True,1,WH-SOU-09,2026-04-30T04:36:50.726872
SHIP-00010592,ORD-00017520,CAR-006,1Z076321252345091,2025-06-07,2025-06-11,2025-06-11,DELIVERED,132.9,107.24,True,8,WH-EAS-06,2026-04-30T04:36:50.726872
SHIP-00010593,ORD-00017522,CAR-007,1Z195344862724185,2025-02-22,2025-02-25,2025-02-25,DELIVERED,68.3,103.33,True,6,WH-EAS-03,2026-04-30T04:36:50.726872
SHIP-00010594,ORD-00017524,CAR-006,1Z001002622807700,2025-06-07,2025-06-14,,SHIPPED,145.5,143.72,True,7,WH-NOR-05,2026-04-30T04:36:50.726872
SHIP-00010595,ORD-00017525,CAR-005,1Z545160031855105,2025-08-09,2025-08-10,,SHIPPED,120.9,117.51,True,5,WH-EAS-06,2026-04-30T04:36:50.726872
SHIP-00010596,ORD-00017527,CAR-003,1Z850010741501706,2026-02-25,2026-02-27,,SHIPPED,107.8,138.88,False,6,WH-EAS-06,2026-04-30T04:36:50.726872
SHIP-00010597,ORD-00017528,CAR-009,1Z245785355665419,2024-08-21,2024-08-26,2024-08-26,DELIVERED,40.0,71.11,True,10,WH-SOU-09,2026-04-30T04:36:50.726872
SHIP-00010598,ORD-00017531,CAR-003,1Z341241569082888,2025-09-14,2025-09-21,2025-09-21,DELIVERED,102.3,196.71,True,6,WH-EAS-06,2026-04-30T04:36:50.726872
SHIP-00010599,ORD-00017533,CAR-003,1Z093113365896247,2024-07-06,2024-07-10,2024-07-10,DELIVERED,125.5,101.69,True,5,WH-EAS-01,2026-04-30T04:36:50.726872
SHIP-00010600,ORD-00017536,CAR-002,1Z690200154507392,2025-10-30,2025-11-04,,SHIPPED,112.1,266.54,False,7,WH-WES-07,2026-04-30T04:36:50.726872
SHIP-00010601,ORD-00017537,CAR-005,1Z019983979800754,2025-06-01,2025-06-05,,SHIPPED,97.8,171.88,True,4,WH-EAS-01,2026-04-30T04:36:50.726872
SHIP-00010602,ORD-00017541,CAR-005,1Z800284742589692,2025-01-27,2025-02-03,2025-02-06,DELIVERED,93.7,187.12,False,10,WH-CEN-10,2026-04-30T04:36:50.726872
SHIP-00010603,ORD-00017542,CAR-006,1Z512781040267353,2025-04-01,2025-04-08,2025-04-08,DELIVERED,73.6,129.36,True,3,WH-EAS-02,2026-04-30T04:36:50.726872
SHIP-00010604,ORD-00017543,CAR-008,1Z622625182452586,2025-06-21,2025-06-26,2025-06-26,DELIVERED,11.5,22.11,True,7,WH-WES-07,2026-04-30T04:36:50.726872
SHIP-00010605,ORD-00017545,CAR-002,1Z568837103529851,2025-01-16,2025-01-17,,SHIPPED,120.2,189.62,True,10,WH-EAS-06,2026-04-30T04:36:50.726872
SHIP-00010606,ORD-00017546,CAR-008,1Z848194363415394,2025-02-11,2025-02-18,2025-02-22,DELIVERED,105.9,208.48,False,6,WH-EAS-06,2026-04-30T04:36:50.726872
SHIP-00010607,ORD-00017547,CAR-008,1Z852608933421229,2025-06-10,2025-06-12,2025-06-12,DELIVERED,116.9,282.67,True,6,WH-EAS-01,2026-04-30T04:36:50.726872
SHIP-00010608,ORD-00017548,CAR-008,1Z237861738046829,2025-09-22,2025-09-24,2025-09-24,DELIVERED,104.5,157.11,True,3,WH-NOR-05,2026-04-30T04:36:50.726872
SHIP-00010609,ORD-00017549,CAR-006,1Z898455840121927,2024-12-26,2024-12-29,2024-12-29,DELIVERED,56.5,124.42,True,1,WH-EAS-06,2026-04-30T04:36:50.726872
SHIP-00010610,ORD-00017550,CAR-002,1Z166272035664277,2025-08-23,2025-08-25,2025-08-25,DELIVERED,67.7,103.94,True,4,WH-EAS-01,2026-04-30T04:36:50.726872
SHIP-00010611,ORD-00017551,CAR-010,1Z104195843067116,2025-09-17,2025-09-23,2025-09-23,DELIVERED,72.3,162.73,True,6,WH-NOR-04,2026-04-30T04:36:50.726872
SHIP-00010612,ORD-00017554,CAR-004,1Z616441662097555,2025-03-17,2025-03-22,2025-03-22,DELIVERED,51.0,49.07,True,7,WH-EAS-01,2026-04-30T04:36:50.726872
SHIP-00010613,ORD-00017555,CAR-007,1Z787390063910994,2024-06-19,2024-06-23,,SHIPPED,72.5,85.82,True,4,WH-SOU-09,2026-04-30T04:36:50.726872
SHIP-00010614,ORD-00017556,CAR-007,1Z612055311885564,2025-07-07,2025-07-13,2025-07-13,DELIVERED,135.0,292.23,True,6,WH-CEN-10,2026-04-30T04:36:50.726872
SHIP-00010615,ORD-00017557,CAR-006,1Z338678594832425,2025-12-08,2025-12-09,,SHIPPED,80.0,154.71,True,7,WH-NOR-05,2026-04-30T04:36:50.726872
SHIP-00010616,ORD-00017558,CAR-010,1Z968228720747987,2025-11-18,2025-11-22,,SHIPPED,145.5,239.76,True,4,WH-NOR-05,2026-04-30T04:36:50.726872
SHIP-00010617,ORD-00017559,CAR-001,1Z226952748142666,2026-03-12,2026-03-13,,SHIPPED,91.1,105.81,True,5,WH-EAS-06,2026-04-30T04:36:50.726872
SHIP-00010618,ORD-00017560,CAR-010,1Z986191010388355,2025-10-24,2025-10-26,2025-10-26,DELIVERED,20.3,30.52,True,10,WH-CEN-08,2026-04-30T04:36:50.726872
SHIP-00010619,ORD-00017563,CAR-003,1Z933198405540076,2024-07-04,2024-07-06,,SHIPPED,63.9,146.54,True,3,WH-WES-07,2026-04-30T04:36:50.726872
SHIP-00010620,ORD-00017567,CAR-006,1Z708676603604128,2025-09-04,2025-09-06,,SHIPPED,126.0,157.31,True,6,WH-EAS-06,2026-04-30T04:36:50.726872
SHIP-00010621,ORD-00017569,CAR-002,1Z799379996138536,2026-03-03,2026-03-10,2026-03-10,DELIVERED,59.7,111.64,True,4,WH-EAS-01,2026-04-30T04:36:50.726872
SHIP-00010622,ORD-00017571,CAR-010,1Z851570066626099,2025-11-02,2025-11-09,,SHIPPED,71.5,173.53,True,1,WH-WES-07,2026-04-30T04:36:50.726872
SHIP-00010623,ORD-00017574,CAR-005,1Z901273955241741,2024-08-19,2024-08-25,,SHIPPED,91.8,57.7,True,9,WH-SOU-09,2026-04-30T04:36:50.726872
SHIP-00010624,ORD-00017576,CAR-001,1Z686446292598203,2026-04-05,2026-04-08,2026-04-08,DELIVERED,134.3,67.9,True,3,WH-EAS-03,2026-04-30T04:36:50.726872
SHIP-00010625,ORD-00017578,CAR-008,1Z338523464769110,2025-01-15,2025-01-18,,SHIPPED,31.5,45.99,True,3,WH-SOU-09,2026-04-30T04:36:50.726872
SHIP-00010626,ORD-00017579,CAR-005,1Z274689668133837,2026-02-01,2026-02-06,2026-02-06,DELIVERED,147.4,355.41,True,7,WH-SOU-09,2026-04-30T04:36:50.726872
SHIP-00010627,ORD-00017580,CAR-009,1Z424422351534838,2025-10-06,2025-10-12,,SHIPPED,133.3,272.82,True,5,WH-NOR-04,2026-04-30T04:36:50.726872
SHIP-00010628,ORD-00017581,CAR-005,1Z344623701389015,2025-06-19,2025-06-23,2025-06-23,DELIVERED,74.7,133.86,True,6,WH-EAS-06,2026-04-30T04:36:50.726872
SHIP-00010629,ORD-00017583,CAR-005,1Z268914224229739,2026-04-09,2026-04-10,2026-04-12,DELIVERED,119.8,151.98,False,7,WH-EAS-02,2026-04-30T04:36:50.726872
SHIP-00010630,ORD-00017584,CAR-007,1Z224190604869261,2025-06-29,2025-07-06,2025-07-06,DELIVERED,17.7,31.69,True,2,WH-NOR-04,2026-04-30T04:36:50.726872
SHIP-00010631,ORD-00017585,CAR-007,1Z142444889742334,2025-06-24,2025-07-01,2025-07-01,DELIVERED,29.6,72.21,True,10,WH-CEN-10,2026-04-30T04:36:50.726872
SHIP-00010632,ORD-00017586,CAR-010,1Z633453776411376,2024-10-13,2024-10-14,,SHIPPED,89.1,97.32,True,3,WH-NOR-05,2026-04-30T04:36:50.726872
SHIP-00010633,ORD-00017587,CAR-002,1Z619804234191849,2025-06-13,2025-06-14,2025-06-14,DELIVERED,136.1,92.39,True,6,WH-EAS-02,2026-04-30T04:36:50.726872
SHIP-00010634,ORD-00017588,CAR-009,1Z491198275186062,2025-11-30,2025-12-05,2025-12-05,DELIVERED,114.2,63.22,True,8,WH-EAS-02,2026-04-30T04:36:50.726872
SHIP-00010635,ORD-00017590,CAR-009,1Z871864966168060,2025-06-27,2025-06-30,2025-07-03,DELIVERED,125.7,131.77,False,10,WH-EAS-01,2026-04-30T04:36:50.726872
SHIP-00010636,ORD-00017591,CAR-005,1Z442730651959462,2024-09-22,2024-09-25,2024-09-25,DELIVERED,141.2,134.39,True,2,WH-SOU-09,2026-04-30T04:36:50.726872
SHIP-00010637,ORD-00017592,CAR-003,1Z145017645379429,2025-01-25,2025-02-01,,SHIPPED,139.4,122.47,True,4,WH-EAS-02,2026-04-30T04:36:50.726872
SHIP-00010638,ORD-00017593,CAR-004,1Z032091928389742,2025-11-20,2025-11-24,2025-11-24,DELIVERED,120.9,93.3,True,10,WH-SOU-09,2026-04-30T04:36:50.726872
SHIP-00010639,ORD-00017594,CAR-008,1Z623441277262659,2025-03-30,2025-04-05,2025-04-05,DELIVERED,68.8,117.95,True,10,WH-NOR-04,2026-04-30T04:36:50.726872
SHIP-00010640,ORD-00017595,CAR-002,1Z724921832540728,2024-08-23,2024-08-24,,SHIPPED,29.0,43.89,True,4,WH-CEN-10,2026-04-30T04:36:50.726872
SHIP-00010641,ORD-00017596,CAR-006,1Z219083192375432,2024-08-09,2024-08-14,,SHIPPED,147.9,160.83,True,7,WH-EAS-02,2026-04-30T04:36:50.726872
SHIP-00010642,ORD-00017597,CAR-010,1Z979892200284218,2024-07-21,2024-07-22,2024-07-22,DELIVERED,100.2,49.56,True,3,WH-NOR-04,2026-04-30T04:36:50.726872
SHIP-00010643,ORD-00017598,CAR-002,1Z092311858757127,2026-03-17,2026-03-19,2026-03-19,DELIVERED,69.9,122.13,True,1,WH-EAS-02,2026-04-30T04:36:50.726872
SHIP-00010644,ORD-00017599,CAR-003,1Z415691660342379,2024-08-18,2024-08-23,,SHIPPED,25.0,29.37,True,3,WH-EAS-06,2026-04-30T04:36:50.726872
SHIP-00010645,ORD-00017605,CAR-002,1Z921293620146091,2025-06-24,2025-06-27,,SHIPPED,9.0,19.2,False,4,WH-NOR-04,2026-04-30T04:36:50.726872
SHIP-00010646,ORD-00017606,CAR-007,1Z527170715854951,2025-11-06,2025-11-13,,SHIPPED,68.7,33.2,True,4,WH-EAS-03,2026-04-30T04:36:50.726872
SHIP-00010647,ORD-00017607,CAR-005,1Z746475680295812,2024-06-14,2024-06-20,,SHIPPED,133.6,188.63,True,7,WH-SOU-09,2026-04-30T04:36:50.726872
SHIP-00010648,ORD-00017610,CAR-007,1Z945003243098719,2024-06-08,2024-06-09,,SHIPPED,139.6,190.87,True,9,WH-CEN-08,2026-04-30T04:36:50.726872
SHIP-00010649,ORD-00017615,CAR-010,1Z047051236369620,2025-08-30,2025-09-01,2025-09-01,DELIVERED,3.8,7.96,True,6,WH-WES-07,2026-04-30T04:36:50.726872
SHIP-00010650,ORD-00017616,CAR-003,1Z507418650036784,2025-06-03,2025-06-07,,SHIPPED,138.5,176.89,True,10,WH-WES-07,2026-04-30T04:36:50.726872
SHIP-00010651,ORD-00017619,CAR-007,1Z843380446280656,2024-07-02,2024-07-08,2024-07-08,DELIVERED,14.3,27.5,True,4,WH-EAS-03,2026-04-30T04:36:50.726872
SHIP-00010652,ORD-00017620,CAR-004,1Z691756994725617,2025-06-21,2025-06-24,2025-06-24,DELIVERED,71.4,178.45,True,8,WH-EAS-02,2026-04-30T04:36:50.726872
SHIP-00010653,ORD-00017621,CAR-002,1Z938873021757780,2025-07-20,2025-07-22,2025-07-22,DELIVERED,44.4,108.59,True,6,WH-SOU-09,2026-04-30T04:36:50.726872
SHIP-00010654,ORD-00017623,CAR-005,1Z912989794333312,2025-07-04,2025-07-11,2025-07-11,DELIVERED,94.1,53.96,True,4,WH-NOR-04,2026-04-30T04:36:50.726872
SHIP-00010655,ORD-00017624,CAR-005,1Z336196122774486,2024-12-10,2024-12-16,2024-12-19,DELIVERED,60.6,127.59,False,2,WH-EAS-01,2026-04-30T04:36:50.726872
SHIP-00010656,ORD-00017626,CAR-010,1Z423354944904932,2025-07-22,2025-07-27,2025-07-27,DELIVERED,73.0,164.13,True,4,WH-CEN-08,2026-04-30T04:36:50.726872
SHIP-00010657,ORD-00017628,CAR-010,1Z428785132192123,2025-11-16,2025-11-21,,SHIPPED,21.7,45.0,True,9,WH-NOR-05,2026-04-30T04:36:50.726872
SHIP-00010658,ORD-00017629,CAR-009,1Z510863113189720,2025-12-16,2025-12-20,2025-12-20,DELIVERED,56.7,125.99,True,4,WH-EAS-02,2026-04-30T04:36:50.726872
SHIP-00010659,ORD-00017630,CAR-008,1Z497031010016562,2025-07-18,2025-07-22,2025-07-22,DELIVERED,55.9,81.95,True,7,WH-NOR-05,2026-04-30T04:36:50.726872
SHIP-00010660,ORD-00017631,CAR-008,1Z384459644838146,2025-07-23,2025-07-28,2025-07-28,DELIVERED,42.1,92.26,True,2,WH-EAS-03,2026-04-30T04:36:50.726872
SHIP-00010661,ORD-00017632,CAR-001,1Z304334721875792,2025-06-02,2025-06-08,2025-06-08,DELIVERED,48.7,113.87,True,10,WH-EAS-02,2026-04-30T04:36:50.726872
SHIP-00010662,ORD-00017633,CAR-007,1Z015947977115795,2026-04-08,2026-04-11,,SHIPPED,120.7,143.74,True,3,WH-EAS-06,2026-04-30T04:36:50.726872
SHIP-00010663,ORD-00017635,CAR-006,1Z060363811419406,2024-11-11,2024-11-13,2024-11-13,DELIVERED,26.9,40.09,True,8,WH-EAS-06,2026-04-30T04:36:50.726872
SHIP-00010664,ORD-00017636,CAR-006,1Z565273852465684,2024-07-01,2024-07-08,2024-07-11,DELIVERED,105.4,60.63,False,6,WH-NOR-05,2026-04-30T04:36:50.726872
SHIP-00010665,ORD-00017638,CAR-005,1Z145796085838788,2024-11-08,2024-11-10,2024-11-10,DELIVERED,75.7,103.27,True,4,WH-CEN-08,2026-04-30T04:36:50.726872
SHIP-00010666,ORD-00017641,CAR-005,1Z741599579242823,2025-10-03,2025-10-08,,SHIPPED,57.7,99.36,True,7,WH-EAS-02,2026-04-30T04:36:50.726872
SHIP-00010667,ORD-00017644,CAR-006,1Z005938179129400,2025-06-08,2025-06-13,2025-06-13,DELIVERED,22.4,33.29,True,10,WH-SOU-09,2026-04-30T04:36:50.726872
SHIP-00010668,ORD-00017647,CAR-009,1Z981382425400733,2025-02-11,2025-02-18,,SHIPPED,110.4,81.05,False,10,WH-EAS-06,2026-04-30T04:36:50.726872
SHIP-00010669,ORD-00017648,CAR-010,1Z705645587826075,2024-11-10,2024-11-14,,SHIPPED,69.5,129.25,True,3,WH-CEN-08,2026-04-30T04:36:50.726872
SHIP-00010670,ORD-00017649,CAR-003,1Z089929672367657,2025-06-07,2025-06-14,2025-06-14,DELIVERED,42.2,79.21,True,8,WH-SOU-09,2026-04-30T04:36:50.726872
SHIP-00010671,ORD-00017650,CAR-006,1Z850906791037701,2026-04-16,2026-04-23,,SHIPPED,48.4,112.72,True,10,WH-WES-07,2026-04-30T04:36:50.726872
SHIP-00010672,ORD-00017651,CAR-004,1Z523049348582698,2025-08-03,2025-08-07,2025-08-09,DELIVERED,132.1,155.4,False,1,WH-CEN-08,2026-04-30T04:36:50.726872
