line_id,order_id,sku,qty_ordered,qty_fulfilled,qty_backordered,unit_price,line_value,is_backordered,fulfilled_date,_ingested_at
LINE-0000080756,ORD-00031288,SKU-00941,17,17,0,410.65,6981.05,False,2026-03-24,2026-04-30T04:36:50.726872
LINE-0000080757,ORD-00031289,SKU-00779,15,15,0,372.08,5581.2,False,2025-04-11,2026-04-30T04:36:50.726872
LINE-0000080758,ORD-00031289,SKU-00539,41,0,41,645.81,26478.21,True,2025-04-14,2026-04-30T04:36:50.726872
LINE-0000080759,ORD-00031290,SKU-00357,33,33,0,465.29,15354.57,False,2024-12-04,2026-04-30T04:36:50.726872
LINE-0000080760,ORD-00031290,SKU-00948,28,28,0,121.22,3394.16,False,2024-12-04,2026-04-30T04:36:50.726872
LINE-0000080761,ORD-00031291,SKU-00671,1,1,0,739.72,739.72,False,2025-07-03,2026-04-30T04:36:50.726872
LINE-0000080762,ORD-00031292,SKU-00040,47,47,0,420.55,19765.85,False,2025-02-24,2026-04-30T04:36:50.726872
LINE-0000080763,ORD-00031293,SKU-00495,42,0,42,731.39,30718.38,True,2025-12-22,2026-04-30T04:36:50.726872
LINE-0000080764,ORD-00031294,SKU-00878,15,15,0,778.26,11673.9,False,2024-05-08,2026-04-30T04:36:50.726872
LINE-0000080765,ORD-00031295,SKU-00953,26,26,0,84.83,2205.58,False,2026-04-11,2026-04-30T04:36:50.726872
LINE-0000080766,ORD-00031295,SKU-00514,7,7,0,322.9,2260.3,False,2026-04-09,2026-04-30T04:36:50.726872
LINE-0000080767,ORD-00031296,SKU-00315,30,30,0,755.21,22656.3,False,2025-01-08,2026-04-30T04:36:50.726872
LINE-0000080768,ORD-00031296,SKU-00589,21,21,0,649.99,13649.79,False,2025-01-10,2026-04-30T04:36:50.726872
LINE-0000080769,ORD-00031296,SKU-00592,36,36,0,131.93,4749.48,False,2025-01-11,2026-04-30T04:36:50.726872
LINE-0000080770,ORD-00031296,SKU-00111,29,29,0,629.45,18254.05,False,2025-01-12,2026-04-30T04:36:50.726872
LINE-0000080771,ORD-00031297,SKU-00399,27,27,0,693.56,18726.12,False,2025-01-25,2026-04-30T04:36:50.726872
LINE-0000080772,ORD-00031297,SKU-00862,3,3,0,329.01,987.03,False,2025-01-24,2026-04-30T04:36:50.726872
LINE-0000080773,ORD-00031298,SKU-00228,46,46,0,206.69,9507.74,False,2024-08-17,2026-04-30T04:36:50.726872
LINE-0000080774,ORD-00031299,SKU-00968,22,22,0,986.57,21704.54,False,2025-06-16,2026-04-30T04:36:50.726872
LINE-0000080775,ORD-00031299,SKU-00872,21,21,0,16.47,345.87,False,2025-06-15,2026-04-30T04:36:50.726872
LINE-0000080776,ORD-00031299,SKU-00588,26,26,0,595.41,15480.66,False,2025-06-13,2026-04-30T04:36:50.726872
LINE-0000080777,ORD-00031300,SKU-00332,14,14,0,260.37,3645.18,False,2025-12-13,2026-04-30T04:36:50.726872
LINE-0000080778,ORD-00031300,SKU-00181,15,15,0,203.85,3057.75,False,2025-12-16,2026-04-30T04:36:50.726872
LINE-0000080779,ORD-00031300,SKU-00719,1,1,0,952.9,952.9,False,2025-12-13,2026-04-30T04:36:50.726872
LINE-0000080780,ORD-00031300,SKU-00948,10,10,0,121.22,1212.2,False,2025-12-14,2026-04-30T04:36:50.726872
LINE-0000080781,ORD-00031301,SKU-00086,4,4,0,347.72,1390.88,False,2024-07-18,2026-04-30T04:36:50.726872
LINE-0000080782,ORD-00031301,SKU-00986,48,48,0,402.23,19307.04,False,2024-07-19,2026-04-30T04:36:50.726872
LINE-0000080783,ORD-00031301,SKU-00038,11,11,0,461.86,5080.46,False,2024-07-20,2026-04-30T04:36:50.726872
LINE-0000080784,ORD-00031301,SKU-00477,12,12,0,945.71,11348.52,False,2024-07-18,2026-04-30T04:36:50.726872
LINE-0000080785,ORD-00031302,SKU-00948,19,19,0,121.22,2303.18,False,2025-04-25,2026-04-30T04:36:50.726872
LINE-0000080786,ORD-00031302,SKU-00520,18,18,0,775.19,13953.42,False,2025-04-22,2026-04-30T04:36:50.726872
LINE-0000080787,ORD-00031302,SKU-00741,35,35,0,331.24,11593.4,False,2025-04-23,2026-04-30T04:36:50.726872
LINE-0000080788,ORD-00031303,SKU-00978,7,7,0,408.95,2862.65,False,,2026-04-30T04:36:50.726872
LINE-0000080789,ORD-00031304,SKU-00625,39,39,0,1228.19,47899.41,False,2024-08-27,2026-04-30T04:36:50.726872
LINE-0000080790,ORD-00031304,SKU-00544,30,30,0,51.26,1537.8,False,2024-08-30,2026-04-30T04:36:50.726872
LINE-0000080791,ORD-00031305,SKU-00105,17,17,0,447.47,7606.99,False,2025-03-10,2026-04-30T04:36:50.726872
LINE-0000080792,ORD-00031305,SKU-00728,17,0,17,140.63,2390.71,True,2025-03-13,2026-04-30T04:36:50.726872
LINE-0000080793,ORD-00031305,SKU-00173,23,23,0,907.97,20883.31,False,2025-03-11,2026-04-30T04:36:50.726872
LINE-0000080794,ORD-00031305,SKU-00798,30,30,0,832.91,24987.3,False,2025-03-14,2026-04-30T04:36:50.726872
LINE-0000080795,ORD-00031306,SKU-00144,45,45,0,200.16,9007.2,False,2024-06-11,2026-04-30T04:36:50.726872
LINE-0000080796,ORD-00031306,SKU-00563,40,40,0,946.5,37860.0,False,2024-06-09,2026-04-30T04:36:50.726872
LINE-0000080797,ORD-00031307,SKU-00471,9,9,0,227.66,2048.94,False,2024-08-07,2026-04-30T04:36:50.726872
LINE-0000080798,ORD-00031307,SKU-00819,26,0,26,285.67,7427.42,True,2024-08-07,2026-04-30T04:36:50.726872
LINE-0000080799,ORD-00031307,SKU-00525,7,7,0,60.11,420.77,False,2024-08-09,2026-04-30T04:36:50.726872
LINE-0000080800,ORD-00031307,SKU-00977,15,15,0,486.71,7300.65,False,2024-08-07,2026-04-30T04:36:50.726872
LINE-0000080801,ORD-00031308,SKU-00543,39,39,0,831.0,32409.0,False,2025-03-07,2026-04-30T04:36:50.726872
LINE-0000080802,ORD-00031308,SKU-00396,20,20,0,216.09,4321.8,False,2025-03-05,2026-04-30T04:36:50.726872
LINE-0000080803,ORD-00031308,SKU-00156,2,2,0,589.41,1178.82,False,2025-03-04,2026-04-30T04:36:50.726872
LINE-0000080804,ORD-00031308,SKU-00205,42,42,0,150.34,6314.28,False,2025-03-05,2026-04-30T04:36:50.726872
LINE-0000080805,ORD-00031309,SKU-00869,46,46,0,131.29,6039.34,False,2024-05-13,2026-04-30T04:36:50.726872
LINE-0000080806,ORD-00031309,SKU-00683,29,29,0,359.25,10418.25,False,2024-05-15,2026-04-30T04:36:50.726872
LINE-0000080807,ORD-00031310,SKU-00619,34,34,0,150.65,5122.1,False,2024-09-25,2026-04-30T04:36:50.726872
LINE-0000080808,ORD-00031310,SKU-00759,42,42,0,554.12,23273.04,False,2024-09-28,2026-04-30T04:36:50.726872
LINE-0000080809,ORD-00031310,SKU-00160,44,0,44,473.91,20852.04,True,2024-09-28,2026-04-30T04:36:50.726872
LINE-0000080810,ORD-00031311,SKU-00610,4,4,0,719.36,2877.44,False,2025-10-30,2026-04-30T04:36:50.726872
LINE-0000080811,ORD-00031311,SKU-00909,31,31,0,874.14,27098.34,False,2025-11-03,2026-04-30T04:36:50.726872
LINE-0000080812,ORD-00031311,SKU-00886,30,30,0,496.33,14889.9,False,2025-10-31,2026-04-30T04:36:50.726872
LINE-0000080813,ORD-00031311,SKU-00068,45,45,0,1195.69,53806.05,False,2025-10-30,2026-04-30T04:36:50.726872
LINE-0000080814,ORD-00031312,SKU-00254,16,16,0,1041.84,16669.44,False,2024-10-10,2026-04-30T04:36:50.726872
LINE-0000080815,ORD-00031312,SKU-00486,6,6,0,829.59,4977.54,False,2024-10-06,2026-04-30T04:36:50.726872
LINE-0000080816,ORD-00031313,SKU-00311,23,23,0,530.85,12209.55,False,2024-11-27,2026-04-30T04:36:50.726872
LINE-0000080817,ORD-00031313,SKU-00859,37,37,0,615.54,22774.98,False,2024-11-28,2026-04-30T04:36:50.726872
LINE-0000080818,ORD-00031313,SKU-00460,12,12,0,281.22,3374.64,False,2024-11-28,2026-04-30T04:36:50.726872
LINE-0000080819,ORD-00031314,SKU-00778,17,17,0,905.98,15401.66,False,2025-06-11,2026-04-30T04:36:50.726872
LINE-0000080820,ORD-00031314,SKU-00019,41,41,0,533.18,21860.38,False,2025-06-13,2026-04-30T04:36:50.726872
LINE-0000080821,ORD-00031315,SKU-00189,22,22,0,872.01,19184.22,False,2025-04-26,2026-04-30T04:36:50.726872
LINE-0000080822,ORD-00031315,SKU-00480,34,34,0,829.81,28213.54,False,2025-04-23,2026-04-30T04:36:50.726872
LINE-0000080823,ORD-00031315,SKU-00155,31,0,31,596.38,18487.78,True,2025-04-24,2026-04-30T04:36:50.726872
LINE-0000080824,ORD-00031315,SKU-00092,11,11,0,120.83,1329.13,False,2025-04-27,2026-04-30T04:36:50.726872
LINE-0000080825,ORD-00031316,SKU-00315,39,39,0,755.21,29453.19,False,,2026-04-30T04:36:50.726872
LINE-0000080826,ORD-00031317,SKU-00267,50,50,0,1329.72,66486.0,False,2024-09-03,2026-04-30T04:36:50.726872
LINE-0000080827,ORD-00031318,SKU-00749,29,29,0,679.11,19694.19,False,2025-12-20,2026-04-30T04:36:50.726872
LINE-0000080828,ORD-00031318,SKU-00664,26,26,0,870.59,22635.34,False,2025-12-20,2026-04-30T04:36:50.726872
LINE-0000080829,ORD-00031318,SKU-00549,5,5,0,44.41,222.05,False,2025-12-24,2026-04-30T04:36:50.726872
LINE-0000080830,ORD-00031318,SKU-00272,29,29,0,544.55,15791.95,False,2025-12-22,2026-04-30T04:36:50.726872
LINE-0000080831,ORD-00031319,SKU-00089,17,17,0,232.64,3954.88,False,2025-06-01,2026-04-30T04:36:50.726872
LINE-0000080832,ORD-00031319,SKU-00787,30,30,0,68.09,2042.7,False,2025-06-05,2026-04-30T04:36:50.726872
LINE-0000080833,ORD-00031319,SKU-00185,23,23,0,408.32,9391.36,False,2025-06-03,2026-04-30T04:36:50.726872
LINE-0000080834,ORD-00031320,SKU-00051,33,33,0,559.2,18453.6,False,2026-04-30,2026-04-30T04:36:50.726872
LINE-0000080835,ORD-00031320,SKU-00069,36,36,0,476.03,17137.08,False,2026-04-30,2026-04-30T04:36:50.726872
LINE-0000080836,ORD-00031320,SKU-00250,29,29,0,95.15,2759.35,False,2026-04-29,2026-04-30T04:36:50.726872
LINE-0000080837,ORD-00031321,SKU-00887,48,48,0,456.45,21909.6,False,2024-05-30,2026-04-30T04:36:50.726872
LINE-0000080838,ORD-00031321,SKU-00203,26,26,0,321.49,8358.74,False,2024-05-26,2026-04-30T04:36:50.726872
LINE-0000080839,ORD-00031321,SKU-00216,14,14,0,314.52,4403.28,False,2024-05-26,2026-04-30T04:36:50.726872
LINE-0000080840,ORD-00031321,SKU-00311,19,0,19,530.85,10086.15,True,2024-05-30,2026-04-30T04:36:50.726872
LINE-0000080841,ORD-00031322,SKU-00021,38,38,0,42.4,1611.2,False,2025-04-13,2026-04-30T04:36:50.726872
LINE-0000080842,ORD-00031322,SKU-00531,42,42,0,409.19,17185.98,False,2025-04-10,2026-04-30T04:36:50.726872
LINE-0000080843,ORD-00031322,SKU-00385,42,42,0,1234.4,51844.8,False,2025-04-09,2026-04-30T04:36:50.726872
LINE-0000080844,ORD-00031322,SKU-00679,20,20,0,31.04,620.8,False,2025-04-11,2026-04-30T04:36:50.726872
LINE-0000080845,ORD-00031322,SKU-00086,25,25,0,347.72,8693.0,False,2025-04-12,2026-04-30T04:36:50.726872
LINE-0000080846,ORD-00031322,SKU-00101,18,18,0,275.36,4956.48,False,2025-04-11,2026-04-30T04:36:50.726872
LINE-0000080847,ORD-00031323,SKU-00030,39,39,0,671.91,26204.49,False,2025-07-07,2026-04-30T04:36:50.726872
LINE-0000080848,ORD-00031324,SKU-00162,17,17,0,303.43,5158.31,False,2024-12-23,2026-04-30T04:36:50.726872
LINE-0000080849,ORD-00031324,SKU-00195,11,11,0,300.6,3306.6,False,2024-12-22,2026-04-30T04:36:50.726872
LINE-0000080850,ORD-00031325,SKU-00549,37,37,0,44.41,1643.17,False,2024-08-06,2026-04-30T04:36:50.726872
LINE-0000080851,ORD-00031325,SKU-00344,2,2,0,504.37,1008.74,False,2024-08-08,2026-04-30T04:36:50.726872
LINE-0000080852,ORD-00031325,SKU-00135,5,5,0,1261.05,6305.25,False,2024-08-06,2026-04-30T04:36:50.726872
LINE-0000080853,ORD-00031325,SKU-00548,18,18,0,477.14,8588.52,False,2024-08-06,2026-04-30T04:36:50.726872
LINE-0000080854,ORD-00031325,SKU-00849,47,47,0,551.51,25920.97,False,2024-08-09,2026-04-30T04:36:50.726872
LINE-0000080855,ORD-00031325,SKU-00309,30,30,0,948.84,28465.2,False,2024-08-07,2026-04-30T04:36:50.726872
LINE-0000080856,ORD-00031326,SKU-00521,2,2,0,133.47,266.94,False,2024-07-02,2026-04-30T04:36:50.726872
LINE-0000080857,ORD-00031326,SKU-00498,47,47,0,425.47,19997.09,False,2024-06-30,2026-04-30T04:36:50.726872
LINE-0000080858,ORD-00031326,SKU-00072,6,6,0,578.47,3470.82,False,2024-07-03,2026-04-30T04:36:50.726872
LINE-0000080859,ORD-00031327,SKU-00541,44,44,0,695.87,30618.28,False,2026-04-15,2026-04-30T04:36:50.726872
LINE-0000080860,ORD-00031328,SKU-00499,31,31,0,42.17,1307.27,False,2025-05-01,2026-04-30T04:36:50.726872
LINE-0000080861,ORD-00031328,SKU-00555,34,34,0,44.51,1513.34,False,2025-05-02,2026-04-30T04:36:50.726872
LINE-0000080862,ORD-00031328,SKU-00794,28,28,0,236.94,6634.32,False,2025-04-30,2026-04-30T04:36:50.726872
LINE-0000080863,ORD-00031328,SKU-00694,5,5,0,295.92,1479.6,False,2025-05-02,2026-04-30T04:36:50.726872
LINE-0000080864,ORD-00031329,SKU-00712,6,6,0,588.21,3529.26,False,2025-04-28,2026-04-30T04:36:50.726872
LINE-0000080865,ORD-00031329,SKU-00756,22,22,0,520.58,11452.76,False,2025-04-25,2026-04-30T04:36:50.726872
LINE-0000080866,ORD-00031330,SKU-00595,24,24,0,165.16,3963.84,False,2025-03-12,2026-04-30T04:36:50.726872
LINE-0000080867,ORD-00031330,SKU-00955,40,40,0,786.47,31458.8,False,2025-03-14,2026-04-30T04:36:50.726872
LINE-0000080868,ORD-00031330,SKU-00979,12,12,0,609.8,7317.6,False,2025-03-15,2026-04-30T04:36:50.726872
LINE-0000080869,ORD-00031330,SKU-00254,40,40,0,1041.84,41673.6,False,2025-03-15,2026-04-30T04:36:50.726872
LINE-0000080870,ORD-00031330,SKU-00035,3,3,0,385.56,1156.68,False,2025-03-12,2026-04-30T04:36:50.726872
LINE-0000080871,ORD-00031330,SKU-00156,22,22,0,589.41,12967.02,False,2025-03-11,2026-04-30T04:36:50.726872
LINE-0000080872,ORD-00031331,SKU-00662,36,36,0,794.59,28605.24,False,2025-03-29,2026-04-30T04:36:50.726872
LINE-0000080873,ORD-00031332,SKU-00724,22,22,0,624.53,13739.66,False,2025-08-02,2026-04-30T04:36:50.726872
LINE-0000080874,ORD-00031332,SKU-00718,36,36,0,349.77,12591.72,False,2025-07-31,2026-04-30T04:36:50.726872
LINE-0000080875,ORD-00031333,SKU-00682,44,44,0,241.62,10631.28,False,2024-08-29,2026-04-30T04:36:50.726872
LINE-0000080876,ORD-00031334,SKU-00001,34,34,0,318.93,10843.62,False,2024-06-09,2026-04-30T04:36:50.726872
LINE-0000080877,ORD-00031334,SKU-00362,34,34,0,842.99,28661.66,False,2024-06-09,2026-04-30T04:36:50.726872
LINE-0000080878,ORD-00031334,SKU-00323,21,21,0,676.63,14209.23,False,2024-06-07,2026-04-30T04:36:50.726872
LINE-0000080879,ORD-00031334,SKU-00527,4,4,0,759.24,3036.96,False,2024-06-09,2026-04-30T04:36:50.726872
LINE-0000080880,ORD-00031334,SKU-00569,49,49,0,505.72,24780.28,False,2024-06-06,2026-04-30T04:36:50.726872
LINE-0000080881,ORD-00031334,SKU-00876,39,39,0,102.78,4008.42,False,2024-06-08,2026-04-30T04:36:50.726872
LINE-0000080882,ORD-00031335,SKU-00355,22,22,0,1206.91,26552.02,False,2025-10-07,2026-04-30T04:36:50.726872
LINE-0000080883,ORD-00031335,SKU-00881,22,22,0,170.95,3760.9,False,2025-10-07,2026-04-30T04:36:50.726872
LINE-0000080884,ORD-00031335,SKU-00037,6,6,0,449.77,2698.62,False,2025-10-08,2026-04-30T04:36:50.726872
LINE-0000080885,ORD-00031335,SKU-00834,17,17,0,614.58,10447.86,False,2025-10-09,2026-04-30T04:36:50.726872
LINE-0000080886,ORD-00031336,SKU-00563,42,42,0,946.5,39753.0,False,2024-05-23,2026-04-30T04:36:50.726872
LINE-0000080887,ORD-00031337,SKU-00926,13,13,0,980.48,12746.24,False,2024-09-18,2026-04-30T04:36:50.726872
LINE-0000080888,ORD-00031337,SKU-00304,18,18,0,230.77,4153.86,False,2024-09-16,2026-04-30T04:36:50.726872
LINE-0000080889,ORD-00031338,SKU-00555,43,43,0,44.51,1913.93,False,2026-02-27,2026-04-30T04:36:50.726872
LINE-0000080890,ORD-00031338,SKU-00270,31,0,31,245.7,7616.7,True,2026-02-28,2026-04-30T04:36:50.726872
LINE-0000080891,ORD-00031338,SKU-00605,12,12,0,558.03,6696.36,False,2026-02-27,2026-04-30T04:36:50.726872
LINE-0000080892,ORD-00031338,SKU-00393,29,29,0,513.77,14899.33,False,2026-02-27,2026-04-30T04:36:50.726872
LINE-0000080893,ORD-00031338,SKU-00085,34,34,0,94.45,3211.3,False,2026-02-25,2026-04-30T04:36:50.726872
LINE-0000080894,ORD-00031338,SKU-00115,30,30,0,384.13,11523.9,False,2026-02-26,2026-04-30T04:36:50.726872
LINE-0000080895,ORD-00031339,SKU-00636,42,42,0,544.56,22871.52,False,2025-07-21,2026-04-30T04:36:50.726872
LINE-0000080896,ORD-00031339,SKU-00024,24,24,0,1017.35,24416.4,False,2025-07-18,2026-04-30T04:36:50.726872
LINE-0000080897,ORD-00031339,SKU-00796,25,25,0,120.39,3009.75,False,2025-07-21,2026-04-30T04:36:50.726872
LINE-0000080898,ORD-00031339,SKU-00964,38,38,0,639.37,24296.06,False,2025-07-21,2026-04-30T04:36:50.726872
LINE-0000080899,ORD-00031340,SKU-00878,22,22,0,778.26,17121.72,False,2025-05-01,2026-04-30T04:36:50.726872
LINE-0000080900,ORD-00031340,SKU-00599,50,50,0,216.97,10848.5,False,2025-05-01,2026-04-30T04:36:50.726872
LINE-0000080901,ORD-00031341,SKU-00823,2,2,0,348.95,697.9,False,2024-12-22,2026-04-30T04:36:50.726872
LINE-0000080902,ORD-00031341,SKU-00451,45,45,0,1040.55,46824.75,False,2024-12-23,2026-04-30T04:36:50.726872
LINE-0000080903,ORD-00031341,SKU-00074,2,0,2,76.61,153.22,True,2024-12-26,2026-04-30T04:36:50.726872
LINE-0000080904,ORD-00031341,SKU-00924,15,15,0,428.87,6433.05,False,2024-12-25,2026-04-30T04:36:50.726872
LINE-0000080905,ORD-00031342,SKU-00611,7,7,0,298.32,2088.24,False,2024-12-17,2026-04-30T04:36:50.726872
LINE-0000080906,ORD-00031342,SKU-00607,37,37,0,804.89,29780.93,False,2024-12-18,2026-04-30T04:36:50.726872
LINE-0000080907,ORD-00031342,SKU-00507,5,5,0,17.97,89.85,False,2024-12-17,2026-04-30T04:36:50.726872
LINE-0000080908,ORD-00031343,SKU-00531,36,36,0,409.19,14730.84,False,2024-09-27,2026-04-30T04:36:50.726872
LINE-0000080909,ORD-00031343,SKU-00153,1,1,0,1016.03,1016.03,False,2024-09-27,2026-04-30T04:36:50.726872
LINE-0000080910,ORD-00031343,SKU-00806,4,4,0,475.97,1903.88,False,2024-09-26,2026-04-30T04:36:50.726872
LINE-0000080911,ORD-00031344,SKU-00177,19,19,0,867.18,16476.42,False,,2026-04-30T04:36:50.726872
LINE-0000080912,ORD-00031345,SKU-00046,4,4,0,400.86,1603.44,False,2025-12-16,2026-04-30T04:36:50.726872
LINE-0000080913,ORD-00031345,SKU-00864,22,22,0,1048.97,23077.34,False,2025-12-16,2026-04-30T04:36:50.726872
LINE-0000080914,ORD-00031346,SKU-00747,39,39,0,230.24,8979.36,False,2025-01-31,2026-04-30T04:36:50.726872
LINE-0000080915,ORD-00031347,SKU-00500,31,0,31,732.82,22717.42,True,2025-02-11,2026-04-30T04:36:50.726872
LINE-0000080916,ORD-00031347,SKU-00174,1,1,0,211.75,211.75,False,2025-02-11,2026-04-30T04:36:50.726872
LINE-0000080917,ORD-00031348,SKU-00919,36,36,0,145.72,5245.92,False,2026-04-27,2026-04-30T04:36:50.726872
LINE-0000080918,ORD-00031349,SKU-00687,39,39,0,139.25,5430.75,False,,2026-04-30T04:36:50.726872
LINE-0000080919,ORD-00031349,SKU-00427,3,3,0,509.04,1527.12,False,,2026-04-30T04:36:50.726872
LINE-0000080920,ORD-00031349,SKU-00282,34,34,0,617.84,21006.56,False,,2026-04-30T04:36:50.726872
LINE-0000080921,ORD-00031350,SKU-00646,16,16,0,235.34,3765.44,False,2025-08-19,2026-04-30T04:36:50.726872
LINE-0000080922,ORD-00031350,SKU-00535,49,49,0,32.85,1609.65,False,2025-08-20,2026-04-30T04:36:50.726872
LINE-0000080923,ORD-00031351,SKU-00375,1,1,0,477.28,477.28,False,2025-01-10,2026-04-30T04:36:50.726872
LINE-0000080924,ORD-00031351,SKU-00619,2,2,0,150.65,301.3,False,2025-01-09,2026-04-30T04:36:50.726872
LINE-0000080925,ORD-00031352,SKU-00304,27,27,0,230.77,6230.79,False,2026-04-15,2026-04-30T04:36:50.726872
LINE-0000080926,ORD-00031352,SKU-00093,36,36,0,475.85,17130.6,False,2026-04-14,2026-04-30T04:36:50.726872
LINE-0000080927,ORD-00031353,SKU-00464,43,43,0,1041.42,44781.06,False,2025-01-13,2026-04-30T04:36:50.726872
LINE-0000080928,ORD-00031353,SKU-00355,1,1,0,1206.91,1206.91,False,2025-01-12,2026-04-30T04:36:50.726872
LINE-0000080929,ORD-00031354,SKU-00406,19,19,0,1128.86,21448.34,False,2025-01-10,2026-04-30T04:36:50.726872
LINE-0000080930,ORD-00031354,SKU-00925,28,28,0,4.9,137.2,False,2025-01-07,2026-04-30T04:36:50.726872
LINE-0000080931,ORD-00031355,SKU-00859,7,0,7,615.54,4308.78,True,2025-04-11,2026-04-30T04:36:50.726872
LINE-0000080932,ORD-00031355,SKU-00092,40,40,0,120.83,4833.2,False,2025-04-12,2026-04-30T04:36:50.726872
LINE-0000080933,ORD-00031355,SKU-00902,22,0,22,291.35,6409.7,True,2025-04-11,2026-04-30T04:36:50.726872
LINE-0000080934,ORD-00031355,SKU-00397,34,34,0,423.72,14406.48,False,2025-04-12,2026-04-30T04:36:50.726872
LINE-0000080935,ORD-00031355,SKU-00976,34,34,0,104.3,3546.2,False,2025-04-11,2026-04-30T04:36:50.726872
LINE-0000080936,ORD-00031355,SKU-00143,5,5,0,993.43,4967.15,False,2025-04-09,2026-04-30T04:36:50.726872
LINE-0000080937,ORD-00031356,SKU-00840,39,39,0,6.24,243.36,False,,2026-04-30T04:36:50.726872
LINE-0000080938,ORD-00031356,SKU-00200,40,40,0,643.63,25745.2,False,,2026-04-30T04:36:50.726872
LINE-0000080939,ORD-00031356,SKU-00207,25,25,0,1143.33,28583.25,False,,2026-04-30T04:36:50.726872
LINE-0000080940,ORD-00031356,SKU-00128,9,9,0,764.93,6884.37,False,,2026-04-30T04:36:50.726872
LINE-0000080941,ORD-00031357,SKU-00436,9,9,0,431.77,3885.93,False,2025-10-20,2026-04-30T04:36:50.726872
LINE-0000080942,ORD-00031357,SKU-00261,4,4,0,519.94,2079.76,False,2025-10-20,2026-04-30T04:36:50.726872
LINE-0000080943,ORD-00031358,SKU-00536,13,13,0,62.93,818.09,False,2026-03-22,2026-04-30T04:36:50.726872
LINE-0000080944,ORD-00031358,SKU-00070,46,46,0,1267.16,58289.36,False,2026-03-20,2026-04-30T04:36:50.726872
LINE-0000080945,ORD-00031358,SKU-00729,42,42,0,315.31,13243.02,False,2026-03-24,2026-04-30T04:36:50.726872
LINE-0000080946,ORD-00031358,SKU-00386,47,47,0,317.14,14905.58,False,2026-03-23,2026-04-30T04:36:50.726872
LINE-0000080947,ORD-00031358,SKU-00166,24,0,24,35.38,849.12,True,2026-03-20,2026-04-30T04:36:50.726872
LINE-0000080948,ORD-00031358,SKU-00100,50,50,0,30.82,1541.0,False,2026-03-24,2026-04-30T04:36:50.726872
LINE-0000080949,ORD-00031359,SKU-00627,42,42,0,119.72,5028.24,False,2026-01-31,2026-04-30T04:36:50.726872
LINE-0000080950,ORD-00031360,SKU-00284,6,0,6,254.37,1526.22,True,,2026-04-30T04:36:50.726872
LINE-0000080951,ORD-00031360,SKU-00637,16,16,0,433.43,6934.88,False,,2026-04-30T04:36:50.726872
LINE-0000080952,ORD-00031361,SKU-00949,28,28,0,876.29,24536.12,False,2025-09-24,2026-04-30T04:36:50.726872
LINE-0000080953,ORD-00031361,SKU-00661,4,4,0,141.71,566.84,False,2025-09-24,2026-04-30T04:36:50.726872
LINE-0000080954,ORD-00031362,SKU-00112,20,20,0,987.62,19752.4,False,2026-01-10,2026-04-30T04:36:50.726872
LINE-0000080955,ORD-00031362,SKU-00697,15,15,0,385.76,5786.4,False,2026-01-08,2026-04-30T04:36:50.726872
LINE-0000080956,ORD-00031362,SKU-00667,24,24,0,119.79,2874.96,False,2026-01-12,2026-04-30T04:36:50.726872
LINE-0000080957,ORD-00031363,SKU-00776,36,36,0,97.71,3517.56,False,2024-12-01,2026-04-30T04:36:50.726872
LINE-0000080958,ORD-00031363,SKU-00218,2,2,0,826.78,1653.56,False,2024-11-30,2026-04-30T04:36:50.726872
LINE-0000080959,ORD-00031363,SKU-00117,1,1,0,513.26,513.26,False,2024-11-30,2026-04-30T04:36:50.726872
LINE-0000080960,ORD-00031363,SKU-00159,11,11,0,250.1,2751.1,False,2024-11-30,2026-04-30T04:36:50.726872
LINE-0000080961,ORD-00031363,SKU-00442,38,38,0,400.74,15228.12,False,2024-11-29,2026-04-30T04:36:50.726872
LINE-0000080962,ORD-00031364,SKU-00078,4,4,0,461.72,1846.88,False,2024-11-25,2026-04-30T04:36:50.726872
LINE-0000080963,ORD-00031364,SKU-00427,41,41,0,509.04,20870.64,False,2024-11-23,2026-04-30T04:36:50.726872
LINE-0000080964,ORD-00031365,SKU-00583,26,26,0,1203.16,31282.16,False,2025-09-30,2026-04-30T04:36:50.726872
LINE-0000080965,ORD-00031365,SKU-00357,4,4,0,465.29,1861.16,False,2025-09-30,2026-04-30T04:36:50.726872
LINE-0000080966,ORD-00031366,SKU-00670,38,0,38,1158.15,44009.7,True,2025-10-04,2026-04-30T04:36:50.726872
LINE-0000080967,ORD-00031367,SKU-00624,38,38,0,46.16,1754.08,False,2024-10-14,2026-04-30T04:36:50.726872
LINE-0000080968,ORD-00031368,SKU-00496,25,25,0,769.02,19225.5,False,2025-08-09,2026-04-30T04:36:50.726872
LINE-0000080969,ORD-00031368,SKU-00542,2,2,0,464.07,928.14,False,2025-08-09,2026-04-30T04:36:50.726872
LINE-0000080970,ORD-00031368,SKU-00335,22,22,0,1300.74,28616.28,False,2025-08-08,2026-04-30T04:36:50.726872
LINE-0000080971,ORD-00031369,SKU-00073,14,14,0,592.5,8295.0,False,2026-04-24,2026-04-30T04:36:50.726872
LINE-0000080972,ORD-00031369,SKU-00833,8,8,0,94.23,753.84,False,2026-04-27,2026-04-30T04:36:50.726872
LINE-0000080973,ORD-00031369,SKU-00179,25,25,0,1087.07,27176.75,False,2026-04-28,2026-04-30T04:36:50.726872
