return_id,order_id,sku,qty_returned,return_date,reason_code,condition,refund_amount,restock_date,disposition,_ingested_at
RET-00002306,ORD-00010807,SKU-00843,4,2025-12-29,DAMAGED_TRANSIT,UNSELLABLE,2344.72,,DESTROY,2026-04-30T04:36:50.726872
RET-00002307,ORD-00038947,SKU-00033,1,2025-09-20,CHANGED_MIND,NEW,311.13,2025-09-27,RESTOCK,2026-04-30T04:36:50.726872
RET-00002308,ORD-00044071,SKU-00127,1,2025-11-01,WRONG_ITEM,GOOD,589.58,2025-11-02,RESTOCK,2026-04-30T04:36:50.726872
RET-00002309,ORD-00044601,SKU-00524,3,2025-10-20,DAMAGED_TRANSIT,GOOD,4114.26,2025-10-23,RESTOCK,2026-04-30T04:36:50.726872
RET-00002310,ORD-00005948,SKU-00881,3,2025-04-30,NOT_AS_DESCRIBED,NEW,512.85,2025-05-06,DONATE,2026-04-30T04:36:50.726872
RET-00002311,ORD-00003817,SKU-00660,5,2025-11-19,DUPLICATE_ORDER,LIKE_NEW,3149.1,2025-11-23,RETURN_TO_VENDOR,2026-04-30T04:36:50.726872
RET-00002312,ORD-00007400,SKU-00081,1,2025-12-31,NOT_AS_DESCRIBED,NEW,507.33,2026-01-01,REFURBISH,2026-04-30T04:36:50.726872
RET-00002313,ORD-00042112,SKU-00510,3,2025-11-18,DEFECTIVE,NEW,2091.06,2025-11-20,RESTOCK,2026-04-30T04:36:50.726872
RET-00002314,ORD-00029587,SKU-00180,5,2025-11-24,DAMAGED_TRANSIT,LIKE_NEW,985.7,2025-11-27,RESTOCK,2026-04-30T04:36:50.726872
RET-00002315,ORD-00013835,SKU-00060,4,2026-04-16,WRONG_ITEM,NEW,3290.2,2026-04-18,DESTROY,2026-04-30T04:36:50.726872
RET-00002316,ORD-00003634,SKU-00986,5,2026-01-08,CHANGED_MIND,LIKE_NEW,2011.15,2026-01-11,DESTROY,2026-04-30T04:36:50.726872
RET-00002317,ORD-00021334,SKU-00764,5,2026-02-25,DUPLICATE_ORDER,DAMAGED,5463.5,,RETURN_TO_VENDOR,2026-04-30T04:36:50.726872
RET-00002318,ORD-00024045,SKU-00600,2,2025-09-26,DUPLICATE_ORDER,UNSELLABLE,1492.9,,DESTROY,2026-04-30T04:36:50.726872
RET-00002319,ORD-00000395,SKU-00934,4,2026-02-10,NOT_AS_DESCRIBED,FAIR,2526.12,,DESTROY,2026-04-30T04:36:50.726872
RET-00002320,ORD-00043934,SKU-00985,4,2025-05-27,ARRIVED_LATE,GOOD,1819.76,2025-06-01,DESTROY,2026-04-30T04:36:50.726872
RET-00002321,ORD-00043393,SKU-00512,2,2025-12-16,DEFECTIVE,DAMAGED,1506.96,,DONATE,2026-04-30T04:36:50.726872
RET-00002322,ORD-00007937,SKU-00551,4,2025-11-16,DEFECTIVE,DAMAGED,2539.32,,REFURBISH,2026-04-30T04:36:50.726872
RET-00002323,ORD-00023348,SKU-00861,4,2025-06-07,ARRIVED_LATE,NEW,2567.68,2025-06-11,DESTROY,2026-04-30T04:36:50.726872
RET-00002324,ORD-00045157,SKU-00449,3,2025-05-04,DAMAGED_TRANSIT,LIKE_NEW,531.96,2025-05-11,RETURN_TO_VENDOR,2026-04-30T04:36:50.726872
RET-00002325,ORD-00024682,SKU-00700,5,2025-11-07,WRONG_ITEM,LIKE_NEW,1384.1,2025-11-11,RESTOCK,2026-04-30T04:36:50.726872
RET-00002326,ORD-00015335,SKU-00459,1,2025-07-21,ARRIVED_LATE,GOOD,32.97,2025-07-27,RESTOCK,2026-04-30T04:36:50.726872
RET-00002327,ORD-00049029,SKU-00723,5,2025-11-13,DAMAGED_TRANSIT,LIKE_NEW,7124.5,2025-11-15,RESTOCK,2026-04-30T04:36:50.726872
RET-00002328,ORD-00003016,SKU-00043,5,2025-08-20,CHANGED_MIND,LIKE_NEW,1937.5,2025-08-22,RESTOCK,2026-04-30T04:36:50.726872
RET-00002329,ORD-00029299,SKU-00639,3,2026-04-23,NOT_AS_DESCRIBED,GOOD,380.67,2026-04-24,RESTOCK,2026-04-30T04:36:50.726872
RET-00002330,ORD-00010047,SKU-00710,3,2025-07-19,CHANGED_MIND,FAIR,2723.01,,RETURN_TO_VENDOR,2026-04-30T04:36:50.726872
RET-00002331,ORD-00028596,SKU-00690,3,2025-12-18,DEFECTIVE,UNSELLABLE,1605.69,,RESTOCK,2026-04-30T04:36:50.726872
RET-00002332,ORD-00015466,SKU-00006,2,2025-10-03,DAMAGED_TRANSIT,FAIR,797.24,,RETURN_TO_VENDOR,2026-04-30T04:36:50.726872
RET-00002333,ORD-00003241,SKU-00196,4,2026-04-29,NOT_AS_DESCRIBED,DAMAGED,836.28,,RESTOCK,2026-04-30T04:36:50.726872
RET-00002334,ORD-00009007,SKU-00417,4,2026-02-09,NOT_AS_DESCRIBED,FAIR,1523.4,,RESTOCK,2026-04-30T04:36:50.726872
RET-00002335,ORD-00002216,SKU-00702,1,2025-10-15,NOT_AS_DESCRIBED,UNSELLABLE,93.35,,RESTOCK,2026-04-30T04:36:50.726872
RET-00002336,ORD-00037452,SKU-00056,2,2025-09-21,NOT_AS_DESCRIBED,NEW,433.42,2025-09-28,RESTOCK,2026-04-30T04:36:50.726872
RET-00002337,ORD-00011858,SKU-00229,3,2025-08-18,DUPLICATE_ORDER,NEW,1031.52,2025-08-25,RESTOCK,2026-04-30T04:36:50.726872
RET-00002338,ORD-00004930,SKU-00272,5,2025-09-02,DAMAGED_TRANSIT,NEW,2722.75,2025-09-05,RESTOCK,2026-04-30T04:36:50.726872
RET-00002339,ORD-00049521,SKU-00042,5,2025-09-24,DEFECTIVE,LIKE_NEW,866.35,2025-09-29,RESTOCK,2026-04-30T04:36:50.726872
RET-00002340,ORD-00046743,SKU-00132,5,2026-03-26,NOT_AS_DESCRIBED,GOOD,6362.85,2026-03-29,DONATE,2026-04-30T04:36:50.726872
RET-00002341,ORD-00007087,SKU-00461,3,2026-03-08,ARRIVED_LATE,LIKE_NEW,333.21,2026-03-14,RESTOCK,2026-04-30T04:36:50.726872
RET-00002342,ORD-00002836,SKU-00500,2,2026-04-09,DEFECTIVE,FAIR,1465.64,,RETURN_TO_VENDOR,2026-04-30T04:36:50.726872
RET-00002343,ORD-00046438,SKU-00026,4,2026-03-29,DUPLICATE_ORDER,GOOD,2617.32,2026-04-05,RESTOCK,2026-04-30T04:36:50.726872
RET-00002344,ORD-00021272,SKU-00172,3,2025-07-29,DAMAGED_TRANSIT,FAIR,3147.45,,DESTROY,2026-04-30T04:36:50.726872
RET-00002345,ORD-00037161,SKU-00010,4,2025-08-21,DEFECTIVE,UNSELLABLE,1271.84,,REFURBISH,2026-04-30T04:36:50.726872
RET-00002346,ORD-00022338,SKU-00314,5,2025-09-21,ARRIVED_LATE,GOOD,848.35,2025-09-25,REFURBISH,2026-04-30T04:36:50.726872
RET-00002347,ORD-00029775,SKU-00828,4,2026-01-09,DEFECTIVE,GOOD,4975.4,2026-01-10,RESTOCK,2026-04-30T04:36:50.726872
RET-00002348,ORD-00045388,SKU-00662,5,2026-04-23,DEFECTIVE,LIKE_NEW,3972.95,2026-04-25,RESTOCK,2026-04-30T04:36:50.726872
RET-00002349,ORD-00033121,SKU-00343,1,2026-04-29,NOT_AS_DESCRIBED,NEW,267.09,2026-05-05,RESTOCK,2026-04-30T04:36:50.726872
RET-00002350,ORD-00039958,SKU-00112,4,2025-12-26,NOT_AS_DESCRIBED,FAIR,3950.48,,DESTROY,2026-04-30T04:36:50.726872
RET-00002351,ORD-00031916,SKU-00220,5,2025-06-19,DAMAGED_TRANSIT,LIKE_NEW,2673.95,2025-06-24,RESTOCK,2026-04-30T04:36:50.726872
RET-00002352,ORD-00012094,SKU-00772,4,2025-06-05,DEFECTIVE,NEW,2638.0,2025-06-07,RESTOCK,2026-04-30T04:36:50.726872
RET-00002353,ORD-00020470,SKU-00256,4,2026-04-19,NOT_AS_DESCRIBED,GOOD,4599.6,2026-04-23,REFURBISH,2026-04-30T04:36:50.726872
RET-00002354,ORD-00019876,SKU-00729,4,2025-10-20,CHANGED_MIND,NEW,1261.24,2025-10-26,DESTROY,2026-04-30T04:36:50.726872
RET-00002355,ORD-00029068,SKU-00735,3,2026-02-09,DUPLICATE_ORDER,LIKE_NEW,34.44,2026-02-12,REFURBISH,2026-04-30T04:36:50.726872
RET-00002356,ORD-00020802,SKU-00217,3,2025-12-14,ARRIVED_LATE,UNSELLABLE,3177.24,,RESTOCK,2026-04-30T04:36:50.726872
RET-00002357,ORD-00002442,SKU-00172,1,2025-05-26,NOT_AS_DESCRIBED,LIKE_NEW,1049.15,2025-05-28,RESTOCK,2026-04-30T04:36:50.726872
RET-00002358,ORD-00041319,SKU-00294,5,2026-01-14,DEFECTIVE,NEW,62.95,2026-01-19,DESTROY,2026-04-30T04:36:50.726872
RET-00002359,ORD-00006042,SKU-00228,5,2026-01-24,NOT_AS_DESCRIBED,GOOD,1033.45,2026-01-27,RESTOCK,2026-04-30T04:36:50.726872
RET-00002360,ORD-00035499,SKU-00641,2,2025-08-20,WRONG_ITEM,GOOD,1589.24,2025-08-25,DONATE,2026-04-30T04:36:50.726872
RET-00002361,ORD-00016221,SKU-00449,4,2025-12-22,WRONG_ITEM,NEW,709.28,2025-12-28,DESTROY,2026-04-30T04:36:50.726872
RET-00002362,ORD-00005611,SKU-00495,4,2025-10-16,DEFECTIVE,GOOD,2925.56,2025-10-20,RESTOCK,2026-04-30T04:36:50.726872
RET-00002363,ORD-00005753,SKU-00381,2,2026-02-01,DEFECTIVE,LIKE_NEW,1051.28,2026-02-04,DESTROY,2026-04-30T04:36:50.726872
RET-00002364,ORD-00035202,SKU-00715,1,2025-11-15,DEFECTIVE,GOOD,12.65,2025-11-22,RESTOCK,2026-04-30T04:36:50.726872
RET-00002365,ORD-00017915,SKU-00520,1,2025-05-27,NOT_AS_DESCRIBED,LIKE_NEW,775.19,2025-05-28,RESTOCK,2026-04-30T04:36:50.726872
RET-00002366,ORD-00037583,SKU-00071,1,2025-11-20,DEFECTIVE,FAIR,772.17,,DESTROY,2026-04-30T04:36:50.726872
RET-00002367,ORD-00046116,SKU-00551,2,2025-07-27,DUPLICATE_ORDER,UNSELLABLE,1269.66,,REFURBISH,2026-04-30T04:36:50.726872
RET-00002368,ORD-00046609,SKU-00212,1,2025-07-14,NOT_AS_DESCRIBED,GOOD,577.54,2025-07-19,REFURBISH,2026-04-30T04:36:50.726872
RET-00002369,ORD-00031430,SKU-00328,3,2025-09-02,DAMAGED_TRANSIT,GOOD,687.93,2025-09-04,RESTOCK,2026-04-30T04:36:50.726872
RET-00002370,ORD-00041651,SKU-00262,4,2025-06-07,DUPLICATE_ORDER,GOOD,2026.28,2025-06-09,RESTOCK,2026-04-30T04:36:50.726872
RET-00002371,ORD-00029910,SKU-00097,1,2025-12-30,DAMAGED_TRANSIT,LIKE_NEW,814.54,2025-12-31,RESTOCK,2026-04-30T04:36:50.726872
RET-00002372,ORD-00044480,SKU-00579,2,2026-01-04,WRONG_ITEM,GOOD,1621.18,2026-01-05,RESTOCK,2026-04-30T04:36:50.726872
RET-00002373,ORD-00049984,SKU-00892,2,2025-11-17,WRONG_ITEM,LIKE_NEW,657.76,2025-11-24,REFURBISH,2026-04-30T04:36:50.726872
RET-00002374,ORD-00010293,SKU-00525,5,2025-11-15,NOT_AS_DESCRIBED,UNSELLABLE,300.55,,DESTROY,2026-04-30T04:36:50.726872
RET-00002375,ORD-00047183,SKU-00565,2,2026-04-05,WRONG_ITEM,LIKE_NEW,201.28,2026-04-08,REFURBISH,2026-04-30T04:36:50.726872
RET-00002376,ORD-00005214,SKU-00878,2,2025-09-08,WRONG_ITEM,LIKE_NEW,1556.52,2025-09-15,RESTOCK,2026-04-30T04:36:50.726872
RET-00002377,ORD-00001512,SKU-00270,5,2025-05-09,DAMAGED_TRANSIT,DAMAGED,1228.5,,DONATE,2026-04-30T04:36:50.726872
RET-00002378,ORD-00024784,SKU-00417,4,2025-11-01,DEFECTIVE,UNSELLABLE,1523.4,,DONATE,2026-04-30T04:36:50.726872
RET-00002379,ORD-00006479,SKU-00180,1,2025-11-20,DUPLICATE_ORDER,LIKE_NEW,197.14,2025-11-21,REFURBISH,2026-04-30T04:36:50.726872
RET-00002380,ORD-00005103,SKU-00686,5,2026-01-14,DEFECTIVE,FAIR,5841.1,,RETURN_TO_VENDOR,2026-04-30T04:36:50.726872
RET-00002381,ORD-00046005,SKU-00509,5,2025-07-21,WRONG_ITEM,FAIR,548.1,,RETURN_TO_VENDOR,2026-04-30T04:36:50.726872
RET-00002382,ORD-00011557,SKU-00753,4,2025-09-09,CHANGED_MIND,LIKE_NEW,1846.36,2025-09-11,DESTROY,2026-04-30T04:36:50.726872
RET-00002383,ORD-00014921,SKU-00290,3,2025-09-19,DUPLICATE_ORDER,NEW,486.09,2025-09-23,RESTOCK,2026-04-30T04:36:50.726872
RET-00002384,ORD-00002739,SKU-00157,4,2025-09-26,ARRIVED_LATE,UNSELLABLE,95.56,,RETURN_TO_VENDOR,2026-04-30T04:36:50.726872
RET-00002385,ORD-00006397,SKU-00240,3,2025-05-06,CHANGED_MIND,DAMAGED,1370.67,,RESTOCK,2026-04-30T04:36:50.726872
RET-00002386,ORD-00000672,SKU-00112,5,2025-10-14,DEFECTIVE,NEW,4938.1,2025-10-21,DONATE,2026-04-30T04:36:50.726872
RET-00002387,ORD-00031852,SKU-00654,5,2025-06-29,WRONG_ITEM,DAMAGED,3228.6,,RESTOCK,2026-04-30T04:36:50.726872
RET-00002388,ORD-00008399,SKU-00489,1,2026-01-29,CHANGED_MIND,GOOD,161.18,2026-01-30,RETURN_TO_VENDOR,2026-04-30T04:36:50.726872
RET-00002389,ORD-00026240,SKU-00505,2,2026-03-24,ARRIVED_LATE,NEW,2905.24,2026-03-29,RETURN_TO_VENDOR,2026-04-30T04:36:50.726872
RET-00002390,ORD-00017922,SKU-00048,1,2026-04-05,CHANGED_MIND,NEW,505.02,2026-04-06,REFURBISH,2026-04-30T04:36:50.726872
RET-00002391,ORD-00008496,SKU-00686,4,2026-02-22,DUPLICATE_ORDER,DAMAGED,4672.88,,RESTOCK,2026-04-30T04:36:50.726872
RET-00002392,ORD-00048187,SKU-00525,2,2025-08-29,WRONG_ITEM,NEW,120.22,2025-09-05,DESTROY,2026-04-30T04:36:50.726872
RET-00002393,ORD-00015015,SKU-00231,2,2025-10-17,DEFECTIVE,GOOD,38.16,2025-10-21,RESTOCK,2026-04-30T04:36:50.726872
RET-00002394,ORD-00036448,SKU-00202,2,2025-12-06,ARRIVED_LATE,LIKE_NEW,1647.58,2025-12-11,RESTOCK,2026-04-30T04:36:50.726872
RET-00002395,ORD-00021799,SKU-00755,3,2026-01-15,DAMAGED_TRANSIT,GOOD,304.14,2026-01-20,RESTOCK,2026-04-30T04:36:50.726872
RET-00002396,ORD-00021098,SKU-00063,5,2026-02-21,NOT_AS_DESCRIBED,NEW,1067.25,2026-02-27,DESTROY,2026-04-30T04:36:50.726872
RET-00002397,ORD-00013858,SKU-00305,3,2026-03-02,DAMAGED_TRANSIT,UNSELLABLE,1764.54,,RETURN_TO_VENDOR,2026-04-30T04:36:50.726872
RET-00002398,ORD-00004890,SKU-00201,3,2025-09-14,CHANGED_MIND,NEW,2406.99,2025-09-21,RESTOCK,2026-04-30T04:36:50.726872
RET-00002399,ORD-00004504,SKU-00035,3,2025-06-14,DUPLICATE_ORDER,NEW,1156.68,2025-06-18,DONATE,2026-04-30T04:36:50.726872
RET-00002400,ORD-00038736,SKU-00413,3,2025-12-31,CHANGED_MIND,FAIR,13.05,,REFURBISH,2026-04-30T04:36:50.726872
RET-00002401,ORD-00004464,SKU-00353,5,2025-05-27,ARRIVED_LATE,FAIR,4728.0,,RETURN_TO_VENDOR,2026-04-30T04:36:50.726872
RET-00002402,ORD-00010474,SKU-00591,1,2025-06-24,DAMAGED_TRANSIT,FAIR,1069.39,,DESTROY,2026-04-30T04:36:50.726872
RET-00002403,ORD-00037986,SKU-00457,1,2026-01-26,DEFECTIVE,NEW,388.48,2026-01-27,DONATE,2026-04-30T04:36:50.726872
RET-00002404,ORD-00013334,SKU-00328,2,2026-04-07,WRONG_ITEM,GOOD,458.62,2026-04-08,RESTOCK,2026-04-30T04:36:50.726872
RET-00002405,ORD-00042891,SKU-00382,1,2026-02-09,ARRIVED_LATE,LIKE_NEW,338.27,2026-02-15,RESTOCK,2026-04-30T04:36:50.726872
RET-00002406,ORD-00009310,SKU-00801,1,2025-09-09,WRONG_ITEM,GOOD,532.3,2025-09-16,RESTOCK,2026-04-30T04:36:50.726872
RET-00002407,ORD-00009456,SKU-00074,1,2026-04-23,DAMAGED_TRANSIT,DAMAGED,76.61,,RETURN_TO_VENDOR,2026-04-30T04:36:50.726872
RET-00002408,ORD-00006778,SKU-00126,5,2026-01-25,ARRIVED_LATE,FAIR,2468.25,,RESTOCK,2026-04-30T04:36:50.726872
RET-00002409,ORD-00048885,SKU-00207,2,2026-04-14,ARRIVED_LATE,GOOD,2286.66,2026-04-21,RESTOCK,2026-04-30T04:36:50.726872
RET-00002410,ORD-00020724,SKU-00113,5,2026-03-14,DUPLICATE_ORDER,LIKE_NEW,492.3,2026-03-19,REFURBISH,2026-04-30T04:36:50.726872
RET-00002411,ORD-00016306,SKU-00440,2,2026-02-15,WRONG_ITEM,GOOD,1599.4,2026-02-21,RESTOCK,2026-04-30T04:36:50.726872
RET-00002412,ORD-00000233,SKU-00754,5,2025-10-03,WRONG_ITEM,GOOD,2298.0,2025-10-07,RESTOCK,2026-04-30T04:36:50.726872
RET-00002413,ORD-00043794,SKU-00790,3,2026-01-22,CHANGED_MIND,LIKE_NEW,1674.15,2026-01-29,RESTOCK,2026-04-30T04:36:50.726872
RET-00002414,ORD-00008095,SKU-00574,1,2026-03-17,ARRIVED_LATE,FAIR,582.23,,RESTOCK,2026-04-30T04:36:50.726872
RET-00002415,ORD-00022697,SKU-00446,2,2025-05-24,WRONG_ITEM,GOOD,145.34,2025-05-26,RESTOCK,2026-04-30T04:36:50.726872
RET-00002416,ORD-00028350,SKU-00673,1,2025-12-01,DAMAGED_TRANSIT,GOOD,854.94,2025-12-02,DONATE,2026-04-30T04:36:50.726872
RET-00002417,ORD-00029580,SKU-00549,3,2025-11-12,WRONG_ITEM,FAIR,133.23,,RESTOCK,2026-04-30T04:36:50.726872
RET-00002418,ORD-00046651,SKU-00055,3,2025-07-24,NOT_AS_DESCRIBED,GOOD,4072.47,2025-07-28,DONATE,2026-04-30T04:36:50.726872
RET-00002419,ORD-00041439,SKU-00844,1,2025-09-01,ARRIVED_LATE,FAIR,478.84,,RETURN_TO_VENDOR,2026-04-30T04:36:50.726872
RET-00002420,ORD-00027462,SKU-00081,1,2026-02-13,CHANGED_MIND,LIKE_NEW,507.33,2026-02-17,RESTOCK,2026-04-30T04:36:50.726872
RET-00002421,ORD-00005208,SKU-00968,1,2025-05-06,DUPLICATE_ORDER,NEW,986.57,2025-05-07,RETURN_TO_VENDOR,2026-04-30T04:36:50.726872
RET-00002422,ORD-00031159,SKU-00411,4,2025-11-10,ARRIVED_LATE,GOOD,1868.44,2025-11-17,DESTROY,2026-04-30T04:36:50.726872
RET-00002423,ORD-00001579,SKU-00060,1,2025-08-23,ARRIVED_LATE,GOOD,822.55,2025-08-30,REFURBISH,2026-04-30T04:36:50.726872
RET-00002424,ORD-00029354,SKU-00527,5,2025-05-19,DEFECTIVE,UNSELLABLE,3796.2,,REFURBISH,2026-04-30T04:36:50.726872
RET-00002425,ORD-00009182,SKU-00728,3,2025-09-02,WRONG_ITEM,GOOD,421.89,2025-09-03,RESTOCK,2026-04-30T04:36:50.726872
RET-00002426,ORD-00019626,SKU-00903,3,2026-04-21,CHANGED_MIND,GOOD,1612.47,2026-04-22,RESTOCK,2026-04-30T04:36:50.726872
RET-00002427,ORD-00030937,SKU-00971,2,2025-06-02,DAMAGED_TRANSIT,NEW,1976.92,2025-06-09,DESTROY,2026-04-30T04:36:50.726872
RET-00002428,ORD-00004284,SKU-00193,3,2025-04-30,NOT_AS_DESCRIBED,NEW,682.02,2025-05-05,DONATE,2026-04-30T04:36:50.726872
RET-00002429,ORD-00007720,SKU-00205,2,2025-06-24,DEFECTIVE,DAMAGED,300.68,,REFURBISH,2026-04-30T04:36:50.726872
RET-00002430,ORD-00045866,SKU-00479,5,2025-07-12,DUPLICATE_ORDER,GOOD,5170.55,2025-07-19,DESTROY,2026-04-30T04:36:50.726872
RET-00002431,ORD-00009138,SKU-00577,3,2025-05-17,WRONG_ITEM,DAMAGED,1264.74,,RESTOCK,2026-04-30T04:36:50.726872
RET-00002432,ORD-00022081,SKU-00469,4,2026-02-20,NOT_AS_DESCRIBED,GOOD,2062.76,2026-02-22,RETURN_TO_VENDOR,2026-04-30T04:36:50.726872
RET-00002433,ORD-00022811,SKU-00741,4,2025-10-06,NOT_AS_DESCRIBED,GOOD,1324.96,2025-10-11,DESTROY,2026-04-30T04:36:50.726872
RET-00002434,ORD-00018834,SKU-00617,4,2026-02-16,CHANGED_MIND,NEW,858.4,2026-02-21,REFURBISH,2026-04-30T04:36:50.726872
RET-00002435,ORD-00041647,SKU-00889,1,2025-05-25,DUPLICATE_ORDER,DAMAGED,461.44,,REFURBISH,2026-04-30T04:36:50.726872
RET-00002436,ORD-00034713,SKU-00930,4,2025-06-07,DUPLICATE_ORDER,NEW,1737.84,2025-06-08,RESTOCK,2026-04-30T04:36:50.726872
RET-00002437,ORD-00008364,SKU-00139,4,2025-10-24,CHANGED_MIND,GOOD,486.88,2025-10-30,RESTOCK,2026-04-30T04:36:50.726872
RET-00002438,ORD-00029197,SKU-00090,3,2025-09-26,NOT_AS_DESCRIBED,LIKE_NEW,846.84,2025-10-01,REFURBISH,2026-04-30T04:36:50.726872
RET-00002439,ORD-00038798,SKU-00187,1,2025-12-29,DEFECTIVE,GOOD,332.98,2026-01-01,DONATE,2026-04-30T04:36:50.726872
RET-00002440,ORD-00030573,SKU-00462,4,2025-05-20,CHANGED_MIND,GOOD,4029.84,2025-05-27,RESTOCK,2026-04-30T04:36:50.726872
RET-00002441,ORD-00032283,SKU-00534,5,2025-11-01,WRONG_ITEM,GOOD,3156.45,2025-11-06,RESTOCK,2026-04-30T04:36:50.726872
RET-00002442,ORD-00034857,SKU-00529,2,2025-07-08,DUPLICATE_ORDER,FAIR,491.62,,RESTOCK,2026-04-30T04:36:50.726872
RET-00002443,ORD-00001497,SKU-00466,4,2025-07-07,ARRIVED_LATE,LIKE_NEW,3050.08,2025-07-10,REFURBISH,2026-04-30T04:36:50.726872
RET-00002444,ORD-00026441,SKU-00705,1,2025-08-12,DEFECTIVE,LIKE_NEW,597.16,2025-08-19,RESTOCK,2026-04-30T04:36:50.726872
RET-00002445,ORD-00008275,SKU-00333,3,2025-05-14,WRONG_ITEM,LIKE_NEW,1829.43,2025-05-17,DONATE,2026-04-30T04:36:50.726872
RET-00002446,ORD-00000932,SKU-00539,4,2025-08-08,DUPLICATE_ORDER,GOOD,2583.24,2025-08-13,RESTOCK,2026-04-30T04:36:50.726872
RET-00002447,ORD-00003917,SKU-00409,2,2025-04-29,DAMAGED_TRANSIT,LIKE_NEW,1134.76,2025-05-04,REFURBISH,2026-04-30T04:36:50.726872
RET-00002448,ORD-00024331,SKU-00226,4,2025-11-02,WRONG_ITEM,UNSELLABLE,1341.84,,RETURN_TO_VENDOR,2026-04-30T04:36:50.726872
RET-00002449,ORD-00021143,SKU-00937,5,2026-01-12,DUPLICATE_ORDER,GOOD,4946.8,2026-01-13,RESTOCK,2026-04-30T04:36:50.726872
RET-00002450,ORD-00013511,SKU-00267,3,2025-11-04,WRONG_ITEM,GOOD,3989.16,2025-11-07,RESTOCK,2026-04-30T04:36:50.726872
RET-00002451,ORD-00047553,SKU-00351,5,2025-05-04,WRONG_ITEM,FAIR,1399.7,,RETURN_TO_VENDOR,2026-04-30T04:36:50.726872
RET-00002452,ORD-00035292,SKU-00455,2,2025-12-28,CHANGED_MIND,GOOD,765.5,2026-01-02,RETURN_TO_VENDOR,2026-04-30T04:36:50.726872
RET-00002453,ORD-00020968,SKU-00484,1,2026-02-01,NOT_AS_DESCRIBED,FAIR,1014.66,,DONATE,2026-04-30T04:36:50.726872
RET-00002454,ORD-00023571,SKU-00121,5,2025-05-11,NOT_AS_DESCRIBED,GOOD,1231.55,2025-05-15,REFURBISH,2026-04-30T04:36:50.726872
RET-00002455,ORD-00010771,SKU-00223,1,2026-02-10,ARRIVED_LATE,GOOD,768.81,2026-02-14,RESTOCK,2026-04-30T04:36:50.726872
RET-00002456,ORD-00000132,SKU-00574,4,2025-10-09,CHANGED_MIND,FAIR,2328.92,,DESTROY,2026-04-30T04:36:50.726872
RET-00002457,ORD-00003063,SKU-00867,2,2026-03-20,DAMAGED_TRANSIT,LIKE_NEW,2326.1,2026-03-22,RESTOCK,2026-04-30T04:36:50.726872
RET-00002458,ORD-00033945,SKU-00620,4,2026-04-05,ARRIVED_LATE,FAIR,2587.04,,RETURN_TO_VENDOR,2026-04-30T04:36:50.726872
RET-00002459,ORD-00038050,SKU-00060,1,2026-03-12,NOT_AS_DESCRIBED,NEW,822.55,2026-03-16,RESTOCK,2026-04-30T04:36:50.726872
RET-00002460,ORD-00007082,SKU-00990,4,2025-05-06,ARRIVED_LATE,DAMAGED,541.84,,RESTOCK,2026-04-30T04:36:50.726872
RET-00002461,ORD-00039496,SKU-00787,2,2025-05-11,ARRIVED_LATE,LIKE_NEW,136.18,2025-05-16,DESTROY,2026-04-30T04:36:50.726872
RET-00002462,ORD-00045328,SKU-00240,3,2026-04-25,DUPLICATE_ORDER,NEW,1370.67,2026-04-28,RETURN_TO_VENDOR,2026-04-30T04:36:50.726872
RET-00002463,ORD-00017944,SKU-00590,1,2025-09-03,NOT_AS_DESCRIBED,DAMAGED,1216.66,,RESTOCK,2026-04-30T04:36:50.726872
RET-00002464,ORD-00021333,SKU-00100,3,2025-06-15,DUPLICATE_ORDER,LIKE_NEW,92.46,2025-06-22,RESTOCK,2026-04-30T04:36:50.726872
RET-00002465,ORD-00038231,SKU-00709,1,2025-08-02,WRONG_ITEM,DAMAGED,645.67,,RESTOCK,2026-04-30T04:36:50.726872
RET-00002466,ORD-00009736,SKU-00170,5,2026-04-06,CHANGED_MIND,LIKE_NEW,3547.4,2026-04-12,RETURN_TO_VENDOR,2026-04-30T04:36:50.726872
RET-00002467,ORD-00009956,SKU-00475,1,2025-09-19,DEFECTIVE,DAMAGED,411.9,,RESTOCK,2026-04-30T04:36:50.726872
RET-00002468,ORD-00031674,SKU-00359,5,2025-09-06,DEFECTIVE,NEW,6810.85,2025-09-08,DESTROY,2026-04-30T04:36:50.726872
RET-00002469,ORD-00047385,SKU-00020,4,2026-03-19,DAMAGED_TRANSIT,LIKE_NEW,2135.84,2026-03-22,RESTOCK,2026-04-30T04:36:50.726872
RET-00002470,ORD-00021199,SKU-00123,1,2026-01-28,ARRIVED_LATE,GOOD,362.26,2026-02-02,RESTOCK,2026-04-30T04:36:50.726872
RET-00002471,ORD-00018126,SKU-00279,4,2026-02-09,DEFECTIVE,FAIR,1643.2,,DESTROY,2026-04-30T04:36:50.726872
RET-00002472,ORD-00045101,SKU-00358,5,2025-09-19,NOT_AS_DESCRIBED,GOOD,5402.75,2025-09-22,RESTOCK,2026-04-30T04:36:50.726872
RET-00002473,ORD-00005090,SKU-00254,3,2025-07-15,WRONG_ITEM,UNSELLABLE,3125.52,,RETURN_TO_VENDOR,2026-04-30T04:36:50.726872
RET-00002474,ORD-00014774,SKU-00510,5,2025-11-22,DUPLICATE_ORDER,LIKE_NEW,3485.1,2025-11-27,RESTOCK,2026-04-30T04:36:50.726872
