perf_id,supplier_id,period_month,period_year,total_pos,on_time_deliveries,on_time_rate,fill_rate,defect_rate,avg_lead_days,score,_ingested_at
SPERF-00001254,SUP-0042,12,2024,41,33,0.82,0.98,0.0084,29,90.0,2026-04-30T04:36:50.726872
SPERF-00001255,SUP-0042,1,2025,64,59,0.93,0.959,0.011,17,93.02,2026-04-30T04:36:50.726872
SPERF-00001256,SUP-0042,2,2025,61,49,0.809,0.821,0.0047,17,84.92,2026-04-30T04:36:50.726872
SPERF-00001257,SUP-0042,3,2025,80,67,0.849,0.89,0.0331,28,81.84,2026-04-30T04:36:50.726872
SPERF-00001258,SUP-0042,4,2025,30,24,0.814,0.953,0.006,20,89.41,2026-04-30T04:36:50.726872
SPERF-00001259,SUP-0042,5,2025,36,33,0.929,0.888,0.0306,32,85.59,2026-04-30T04:36:50.726872
SPERF-00001260,SUP-0042,6,2025,68,58,0.861,0.955,0.0454,35,81.52,2026-04-30T04:36:50.726872
SPERF-00001261,SUP-0043,1,2023,25,22,0.903,0.841,0.0169,32,86.33,2026-04-30T04:36:50.726872
SPERF-00001262,SUP-0043,2,2023,72,55,0.769,0.917,0.0398,27,77.91,2026-04-30T04:36:50.726872
SPERF-00001263,SUP-0043,3,2023,34,25,0.749,0.867,0.0148,33,81.61,2026-04-30T04:36:50.726872
SPERF-00001264,SUP-0043,4,2023,68,60,0.893,0.941,0.0041,50,92.63,2026-04-30T04:36:50.726872
SPERF-00001265,SUP-0043,5,2023,55,54,0.986,0.971,0.0431,27,87.65,2026-04-30T04:36:50.726872
SPERF-00001266,SUP-0043,6,2023,20,15,0.793,0.903,0.0173,18,84.0,2026-04-30T04:36:50.726872
SPERF-00001267,SUP-0043,7,2023,61,49,0.818,0.846,0.008,17,85.33,2026-04-30T04:36:50.726872
SPERF-00001268,SUP-0043,8,2023,50,44,0.885,0.818,0.0136,39,85.63,2026-04-30T04:36:50.726872
SPERF-00001269,SUP-0043,9,2023,35,31,0.888,0.868,0.0044,32,89.8,2026-04-30T04:36:50.726872
SPERF-00001270,SUP-0043,10,2023,14,13,0.957,0.887,0.0101,50,91.8,2026-04-30T04:36:50.726872
SPERF-00001271,SUP-0043,11,2023,33,31,0.967,0.903,0.0068,12,93.58,2026-04-30T04:36:50.726872
SPERF-00001272,SUP-0043,12,2023,64,62,0.977,0.803,0.0389,28,82.46,2026-04-30T04:36:50.726872
SPERF-00001273,SUP-0043,1,2024,77,56,0.734,0.947,0.0115,59,84.63,2026-04-30T04:36:50.726872
SPERF-00001274,SUP-0043,2,2024,33,24,0.753,0.813,0.0189,59,78.85,2026-04-30T04:36:50.726872
SPERF-00001275,SUP-0043,3,2024,33,30,0.933,0.926,0.0059,6,93.26,2026-04-30T04:36:50.726872
SPERF-00001276,SUP-0043,4,2024,26,21,0.835,0.845,0.0062,51,86.42,2026-04-30T04:36:50.726872
SPERF-00001277,SUP-0043,5,2024,69,48,0.707,0.95,0.0159,59,82.56,2026-04-30T04:36:50.726872
SPERF-00001278,SUP-0043,6,2024,48,35,0.737,0.841,0.0494,27,71.56,2026-04-30T04:36:50.726872
SPERF-00001279,SUP-0043,7,2024,77,72,0.943,0.809,0.0057,40,89.61,2026-04-30T04:36:50.726872
SPERF-00001280,SUP-0043,8,2024,60,57,0.96,0.876,0.0078,9,92.11,2026-04-30T04:36:50.726872
SPERF-00001281,SUP-0043,9,2024,18,14,0.832,0.93,0.0304,4,83.23,2026-04-30T04:36:50.726872
SPERF-00001282,SUP-0043,10,2024,47,45,0.975,0.881,0.0012,4,94.54,2026-04-30T04:36:50.726872
SPERF-00001283,SUP-0043,11,2024,71,52,0.736,0.961,0.02,60,83.07,2026-04-30T04:36:50.726872
SPERF-00001284,SUP-0043,12,2024,32,25,0.798,0.943,0.0447,48,78.75,2026-04-30T04:36:50.726872
SPERF-00001285,SUP-0043,1,2025,5,4,0.944,0.836,0.0397,7,82.09,2026-04-30T04:36:50.726872
SPERF-00001286,SUP-0043,2,2025,9,8,0.984,0.841,0.011,28,91.05,2026-04-30T04:36:50.726872
SPERF-00001287,SUP-0043,3,2025,38,28,0.742,0.901,0.0156,19,82.31,2026-04-30T04:36:50.726872
SPERF-00001288,SUP-0043,4,2025,12,8,0.743,0.858,0.0069,7,83.03,2026-04-30T04:36:50.726872
SPERF-00001289,SUP-0043,5,2025,73,61,0.846,0.834,0.0453,56,76.7,2026-04-30T04:36:50.726872
SPERF-00001290,SUP-0043,6,2025,54,44,0.822,0.971,0.0216,36,86.47,2026-04-30T04:36:50.726872
SPERF-00001291,SUP-0044,1,2023,35,28,0.813,0.942,0.0438,33,79.54,2026-04-30T04:36:50.726872
SPERF-00001292,SUP-0044,2,2023,70,66,0.953,0.91,0.0299,42,87.5,2026-04-30T04:36:50.726872
SPERF-00001293,SUP-0044,3,2023,32,25,0.799,0.825,0.0468,14,74.14,2026-04-30T04:36:50.726872
SPERF-00001294,SUP-0044,4,2023,61,55,0.91,0.935,0.0448,29,82.92,2026-04-30T04:36:50.726872
SPERF-00001295,SUP-0044,5,2023,6,5,0.942,0.857,0.0349,12,83.95,2026-04-30T04:36:50.726872
SPERF-00001296,SUP-0044,6,2023,60,44,0.738,0.936,0.0058,21,85.83,2026-04-30T04:36:50.726872
SPERF-00001297,SUP-0044,7,2023,61,59,0.978,0.954,0.0349,14,88.78,2026-04-30T04:36:50.726872
SPERF-00001298,SUP-0044,8,2023,80,58,0.735,0.82,0.037,50,73.85,2026-04-30T04:36:50.726872
SPERF-00001299,SUP-0044,9,2023,60,42,0.711,0.941,0.0089,49,84.15,2026-04-30T04:36:50.726872
SPERF-00001300,SUP-0044,10,2023,56,40,0.725,0.864,0.0423,28,73.66,2026-04-30T04:36:50.726872
SPERF-00001301,SUP-0044,11,2023,42,40,0.954,0.959,0.0013,8,96.4,2026-04-30T04:36:50.726872
SPERF-00001302,SUP-0044,12,2023,50,46,0.935,0.819,0.0159,34,87.09,2026-04-30T04:36:50.726872
SPERF-00001303,SUP-0044,1,2024,38,26,0.71,0.918,0.0222,14,79.98,2026-04-30T04:36:50.726872
SPERF-00001304,SUP-0044,2,2024,78,74,0.953,0.881,0.0214,44,88.61,2026-04-30T04:36:50.726872
SPERF-00001305,SUP-0044,3,2024,31,24,0.79,0.959,0.0253,27,83.84,2026-04-30T04:36:50.726872
SPERF-00001306,SUP-0044,4,2024,41,35,0.86,0.879,0.0024,49,89.56,2026-04-30T04:36:50.726872
SPERF-00001307,SUP-0044,5,2024,67,55,0.828,0.936,0.0232,16,85.08,2026-04-30T04:36:50.726872
SPERF-00001308,SUP-0044,6,2024,59,55,0.94,0.842,0.0438,39,81.12,2026-04-30T04:36:50.726872
SPERF-00001309,SUP-0044,7,2024,74,63,0.854,0.889,0.0181,60,85.75,2026-04-30T04:36:50.726872
SPERF-00001310,SUP-0044,8,2024,55,38,0.709,0.805,0.0022,6,80.98,2026-04-30T04:36:50.726872
SPERF-00001311,SUP-0044,9,2024,42,35,0.837,0.818,0.0406,49,76.96,2026-04-30T04:36:50.726872
SPERF-00001312,SUP-0044,10,2024,34,24,0.733,0.891,0.022,27,80.0,2026-04-30T04:36:50.726872
SPERF-00001313,SUP-0044,11,2024,64,57,0.904,0.848,0.0341,55,82.31,2026-04-30T04:36:50.726872
SPERF-00001314,SUP-0044,12,2024,70,50,0.728,0.927,0.0329,47,78.34,2026-04-30T04:36:50.726872
SPERF-00001315,SUP-0044,1,2025,68,65,0.966,0.977,0.0443,44,86.76,2026-04-30T04:36:50.726872
SPERF-00001316,SUP-0044,2,2025,47,38,0.821,0.859,0.0275,13,81.03,2026-04-30T04:36:50.726872
SPERF-00001317,SUP-0044,3,2025,18,14,0.819,0.945,0.0131,20,87.56,2026-04-30T04:36:50.726872
SPERF-00001318,SUP-0044,4,2025,17,14,0.845,0.899,0.0154,11,86.41,2026-04-30T04:36:50.726872
SPERF-00001319,SUP-0044,5,2025,49,40,0.831,0.867,0.049,24,76.33,2026-04-30T04:36:50.726872
SPERF-00001320,SUP-0044,6,2025,68,53,0.789,0.831,0.0438,54,74.69,2026-04-30T04:36:50.726872
SPERF-00001321,SUP-0045,1,2023,50,42,0.848,0.812,0.0236,45,81.44,2026-04-30T04:36:50.726872
SPERF-00001322,SUP-0045,2,2023,41,35,0.867,0.893,0.0375,17,81.56,2026-04-30T04:36:50.726872
SPERF-00001323,SUP-0045,3,2023,9,8,0.928,0.825,0.041,10,80.75,2026-04-30T04:36:50.726872
SPERF-00001324,SUP-0045,4,2023,35,30,0.862,0.942,0.0122,44,89.4,2026-04-30T04:36:50.726872
SPERF-00001325,SUP-0045,5,2023,29,24,0.84,0.967,0.004,31,91.44,2026-04-30T04:36:50.726872
SPERF-00001326,SUP-0045,6,2023,41,35,0.872,0.86,0.0179,41,85.5,2026-04-30T04:36:50.726872
SPERF-00001327,SUP-0045,7,2023,50,37,0.749,0.883,0.048,56,73.87,2026-04-30T04:36:50.726872
SPERF-00001328,SUP-0045,8,2023,26,18,0.718,0.958,0.0028,27,86.55,2026-04-30T04:36:50.726872
SPERF-00001329,SUP-0045,9,2023,5,4,0.838,0.942,0.002,44,90.99,2026-04-30T04:36:50.726872
SPERF-00001330,SUP-0045,10,2023,40,29,0.743,0.968,0.0358,29,79.65,2026-04-30T04:36:50.726872
SPERF-00001331,SUP-0045,11,2023,39,30,0.784,0.974,0.028,40,83.45,2026-04-30T04:36:50.726872
SPERF-00001332,SUP-0045,12,2023,31,24,0.777,0.843,0.0457,24,74.16,2026-04-30T04:36:50.726872
SPERF-00001333,SUP-0045,1,2024,54,41,0.765,0.838,0.0047,56,83.75,2026-04-30T04:36:50.726872
SPERF-00001334,SUP-0045,2,2024,54,45,0.839,0.835,0.0466,10,76.13,2026-04-30T04:36:50.726872
SPERF-00001335,SUP-0045,3,2024,51,42,0.837,0.897,0.0202,26,84.83,2026-04-30T04:36:50.726872
SPERF-00001336,SUP-0045,4,2024,28,20,0.734,0.812,0.049,7,70.53,2026-04-30T04:36:50.726872
SPERF-00001337,SUP-0045,5,2024,58,57,0.986,0.919,0.0366,52,87.45,2026-04-30T04:36:50.726872
SPERF-00001338,SUP-0045,6,2024,65,49,0.76,0.873,0.011,6,83.2,2026-04-30T04:36:50.726872
SPERF-00001339,SUP-0045,7,2024,69,62,0.913,0.82,0.047,33,78.47,2026-04-30T04:36:50.726872
SPERF-00001340,SUP-0045,8,2024,47,44,0.944,0.95,0.0412,6,85.71,2026-04-30T04:36:50.726872
SPERF-00001341,SUP-0045,9,2024,44,34,0.784,0.857,0.0108,41,83.66,2026-04-30T04:36:50.726872
SPERF-00001342,SUP-0045,10,2024,14,12,0.88,0.882,0.044,16,80.07,2026-04-30T04:36:50.726872
SPERF-00001343,SUP-0045,11,2024,45,38,0.845,0.915,0.0388,15,81.12,2026-04-30T04:36:50.726872
SPERF-00001344,SUP-0045,12,2024,68,53,0.783,0.834,0.0196,31,80.61,2026-04-30T04:36:50.726872
SPERF-00001345,SUP-0045,1,2025,31,29,0.954,0.898,0.0488,27,82.39,2026-04-30T04:36:50.726872
SPERF-00001346,SUP-0045,2,2025,58,52,0.908,0.889,0.0033,9,91.61,2026-04-30T04:36:50.726872
SPERF-00001347,SUP-0045,3,2025,5,3,0.799,0.905,0.0483,47,76.56,2026-04-30T04:36:50.726872
SPERF-00001348,SUP-0045,4,2025,74,68,0.929,0.918,0.0108,34,91.59,2026-04-30T04:36:50.726872
SPERF-00001349,SUP-0045,5,2025,62,44,0.71,0.881,0.0211,48,78.96,2026-04-30T04:36:50.726872
SPERF-00001350,SUP-0045,6,2025,37,29,0.784,0.833,0.0383,56,75.94,2026-04-30T04:36:50.726872
SPERF-00001351,SUP-0046,1,2023,23,19,0.867,0.91,0.0462,35,79.98,2026-04-30T04:36:50.726872
SPERF-00001352,SUP-0046,2,2023,30,28,0.964,0.905,0.0413,33,84.91,2026-04-30T04:36:50.726872
SPERF-00001353,SUP-0046,3,2023,74,55,0.749,0.804,0.0279,22,76.12,2026-04-30T04:36:50.726872
SPERF-00001354,SUP-0046,4,2023,65,51,0.787,0.814,0.0204,21,79.87,2026-04-30T04:36:50.726872
SPERF-00001355,SUP-0046,5,2023,51,38,0.747,0.832,0.0321,12,75.97,2026-04-30T04:36:50.726872
SPERF-00001356,SUP-0046,6,2023,28,22,0.799,0.969,0.03,37,83.38,2026-04-30T04:36:50.726872
SPERF-00001357,SUP-0046,7,2023,69,56,0.821,0.974,0.0454,57,80.58,2026-04-30T04:36:50.726872
SPERF-00001358,SUP-0046,8,2023,67,62,0.926,0.849,0.0339,49,83.28,2026-04-30T04:36:50.726872
SPERF-00001359,SUP-0046,9,2023,59,53,0.907,0.916,0.0117,19,90.42,2026-04-30T04:36:50.726872
SPERF-00001360,SUP-0046,10,2023,8,6,0.833,0.947,0.0313,50,83.64,2026-04-30T04:36:50.726872
SPERF-00001361,SUP-0046,11,2023,55,52,0.955,0.922,0.0376,55,86.07,2026-04-30T04:36:50.726872
SPERF-00001362,SUP-0046,12,2023,5,4,0.881,0.922,0.0352,9,83.71,2026-04-30T04:36:50.726872
SPERF-00001363,SUP-0046,1,2024,62,60,0.979,0.857,0.0127,34,90.98,2026-04-30T04:36:50.726872
SPERF-00001364,SUP-0046,2,2024,36,34,0.968,0.874,0.0427,41,83.64,2026-04-30T04:36:50.726872
SPERF-00001365,SUP-0046,3,2024,23,22,0.969,0.858,0.048,50,81.79,2026-04-30T04:36:50.726872
SPERF-00001366,SUP-0046,4,2024,50,38,0.77,0.816,0.0354,8,75.51,2026-04-30T04:36:50.726872
SPERF-00001367,SUP-0046,5,2024,36,26,0.725,0.903,0.0157,36,81.68,2026-04-30T04:36:50.726872
SPERF-00001368,SUP-0046,6,2024,68,56,0.826,0.933,0.0182,27,86.14,2026-04-30T04:36:50.726872
SPERF-00001369,SUP-0046,7,2024,41,39,0.972,0.969,0.0268,8,91.09,2026-04-30T04:36:50.726872
SPERF-00001370,SUP-0046,8,2024,41,40,0.981,0.851,0.0353,43,85.2,2026-04-30T04:36:50.726872
SPERF-00001371,SUP-0046,9,2024,32,30,0.959,0.899,0.0369,34,85.6,2026-04-30T04:36:50.726872
SPERF-00001372,SUP-0046,10,2024,51,50,0.981,0.956,0.0321,22,89.68,2026-04-30T04:36:50.726872
SPERF-00001373,SUP-0046,11,2024,9,7,0.841,0.936,0.0448,17,80.2,2026-04-30T04:36:50.726872
SPERF-00001374,SUP-0046,12,2024,46,43,0.941,0.939,0.0282,49,88.45,2026-04-30T04:36:50.726872
SPERF-00001375,SUP-0046,1,2025,45,41,0.918,0.835,0.0038,49,89.99,2026-04-30T04:36:50.726872
SPERF-00001376,SUP-0046,2,2025,23,18,0.806,0.887,0.0266,33,81.64,2026-04-30T04:36:50.726872
SPERF-00001377,SUP-0046,3,2025,75,54,0.727,0.921,0.0036,34,85.41,2026-04-30T04:36:50.726872
SPERF-00001378,SUP-0046,4,2025,60,57,0.955,0.878,0.0373,39,84.6,2026-04-30T04:36:50.726872
SPERF-00001379,SUP-0046,5,2025,66,61,0.928,0.979,0.014,15,92.89,2026-04-30T04:36:50.726872
SPERF-00001380,SUP-0046,6,2025,51,43,0.856,0.95,0.0186,5,87.84,2026-04-30T04:36:50.726872
SPERF-00001381,SUP-0047,1,2023,79,76,0.971,0.961,0.033,12,89.22,2026-04-30T04:36:50.726872
SPERF-00001382,SUP-0047,2,2023,67,64,0.965,0.981,0.0036,5,97.03,2026-04-30T04:36:50.726872
SPERF-00001383,SUP-0047,3,2023,79,59,0.752,0.892,0.0249,10,80.07,2026-04-30T04:36:50.726872
SPERF-00001384,SUP-0047,4,2023,11,8,0.791,0.965,0.0011,45,90.14,2026-04-30T04:36:50.726872
SPERF-00001385,SUP-0047,5,2023,13,11,0.854,0.952,0.0326,38,84.33,2026-04-30T04:36:50.726872
SPERF-00001386,SUP-0047,6,2023,76,55,0.731,0.895,0.0436,25,74.66,2026-04-30T04:36:50.726872
SPERF-00001387,SUP-0047,7,2023,13,10,0.794,0.81,0.0057,24,83.69,2026-04-30T04:36:50.726872
SPERF-00001388,SUP-0047,8,2023,16,14,0.88,0.842,0.0021,47,89.14,2026-04-30T04:36:50.726872
SPERF-00001389,SUP-0047,9,2023,65,46,0.708,0.905,0.0218,51,79.55,2026-04-30T04:36:50.726872
SPERF-00001390,SUP-0047,10,2023,75,64,0.864,0.942,0.025,10,86.28,2026-04-30T04:36:50.726872
SPERF-00001391,SUP-0047,11,2023,40,28,0.703,0.893,0.0381,9,74.85,2026-04-30T04:36:50.726872
SPERF-00001392,SUP-0047,12,2023,14,10,0.768,0.809,0.0411,30,73.76,2026-04-30T04:36:50.726872
SPERF-00001393,SUP-0047,1,2024,51,41,0.812,0.977,0.0343,8,83.1,2026-04-30T04:36:50.726872
SPERF-00001394,SUP-0047,2,2024,14,10,0.778,0.96,0.0068,6,88.02,2026-04-30T04:36:50.726872
SPERF-00001395,SUP-0047,3,2024,25,21,0.853,0.913,0.0132,29,87.78,2026-04-30T04:36:50.726872
SPERF-00001396,SUP-0047,4,2024,39,30,0.773,0.976,0.0056,54,88.68,2026-04-30T04:36:50.726872
SPERF-00001397,SUP-0047,5,2024,29,24,0.836,0.964,0.024,11,86.18,2026-04-30T04:36:50.726872
SPERF-00001398,SUP-0047,6,2024,70,52,0.754,0.925,0.0147,21,83.86,2026-04-30T04:36:50.726872
SPERF-00001399,SUP-0047,7,2024,18,17,0.987,0.881,0.0497,51,82.89,2026-04-30T04:36:50.726872
SPERF-00001400,SUP-0047,8,2024,49,43,0.89,0.919,0.0152,50,88.97,2026-04-30T04:36:50.726872
SPERF-00001401,SUP-0047,9,2024,12,9,0.807,0.983,0.0064,9,90.09,2026-04-30T04:36:50.726872
SPERF-00001402,SUP-0047,10,2024,42,32,0.773,0.832,0.028,49,78.04,2026-04-30T04:36:50.726872
SPERF-00001403,SUP-0047,11,2024,69,61,0.897,0.806,0.0247,54,82.92,2026-04-30T04:36:50.726872
SPERF-00001404,SUP-0047,12,2024,9,8,0.942,0.896,0.0295,49,86.66,2026-04-30T04:36:50.726872
SPERF-00001405,SUP-0047,1,2025,28,21,0.763,0.858,0.0468,44,73.85,2026-04-30T04:36:50.726872
SPERF-00001406,SUP-0047,2,2025,50,37,0.749,0.938,0.0062,47,86.24,2026-04-30T04:36:50.726872
SPERF-00001407,SUP-0047,3,2025,6,4,0.79,0.916,0.0012,31,88.36,2026-04-30T04:36:50.726872
SPERF-00001408,SUP-0047,4,2025,43,35,0.816,0.891,0.0284,15,81.72,2026-04-30T04:36:50.726872
SPERF-00001409,SUP-0047,5,2025,76,60,0.802,0.953,0.0412,24,80.14,2026-04-30T04:36:50.726872
SPERF-00001410,SUP-0047,6,2025,7,5,0.817,0.82,0.0015,15,86.0,2026-04-30T04:36:50.726872
SPERF-00001411,SUP-0048,1,2023,39,36,0.946,0.959,0.014,25,92.91,2026-04-30T04:36:50.726872
SPERF-00001412,SUP-0048,2,2023,31,23,0.757,0.871,0.007,40,84.02,2026-04-30T04:36:50.726872
SPERF-00001413,SUP-0048,3,2023,44,38,0.869,0.974,0.0268,45,87.15,2026-04-30T04:36:50.726872
SPERF-00001414,SUP-0048,4,2023,58,41,0.719,0.971,0.0401,58,77.72,2026-04-30T04:36:50.726872
SPERF-00001415,SUP-0048,5,2023,8,6,0.853,0.899,0.0371,22,81.31,2026-04-30T04:36:50.726872
SPERF-00001416,SUP-0048,6,2023,49,39,0.805,0.805,0.0079,57,83.4,2026-04-30T04:36:50.726872
SPERF-00001417,SUP-0048,7,2023,79,58,0.737,0.84,0.006,47,82.38,2026-04-30T04:36:50.726872
SPERF-00001418,SUP-0048,8,2023,50,40,0.811,0.973,0.0246,21,85.34,2026-04-30T04:36:50.726872
SPERF-00001419,SUP-0048,9,2023,75,70,0.94,0.94,0.0474,20,83.65,2026-04-30T04:36:50.726872
SPERF-00001420,SUP-0048,10,2023,5,3,0.788,0.937,0.0153,48,85.49,2026-04-30T04:36:50.726872
SPERF-00001421,SUP-0048,11,2023,14,11,0.787,0.945,0.005,27,88.3,2026-04-30T04:36:50.726872
SPERF-00001422,SUP-0048,12,2023,35,30,0.861,0.984,0.0444,12,82.78,2026-04-30T04:36:50.726872
SPERF-00001423,SUP-0048,1,2024,40,29,0.731,0.904,0.018,14,81.38,2026-04-30T04:36:50.726872
SPERF-00001424,SUP-0048,2,2024,76,63,0.831,0.912,0.0011,38,89.88,2026-04-30T04:36:50.726872
SPERF-00001425,SUP-0048,3,2024,39,34,0.893,0.827,0.0223,10,84.09,2026-04-30T04:36:50.726872
SPERF-00001426,SUP-0048,4,2024,52,39,0.768,0.82,0.0105,11,81.8,2026-04-30T04:36:50.726872
SPERF-00001427,SUP-0048,5,2024,72,58,0.818,0.853,0.0233,21,81.75,2026-04-30T04:36:50.726872
SPERF-00001428,SUP-0048,6,2024,66,59,0.904,0.858,0.0337,17,82.77,2026-04-30T04:36:50.726872
SPERF-00001429,SUP-0048,7,2024,71,69,0.984,0.862,0.0355,27,85.66,2026-04-30T04:36:50.726872
SPERF-00001430,SUP-0048,8,2024,49,43,0.88,0.866,0.0059,7,89.04,2026-04-30T04:36:50.726872
SPERF-00001431,SUP-0048,9,2024,22,15,0.718,0.916,0.033,53,77.53,2026-04-30T04:36:50.726872
SPERF-00001432,SUP-0048,10,2024,26,22,0.857,0.959,0.0213,13,87.52,2026-04-30T04:36:50.726872
SPERF-00001433,SUP-0048,11,2024,57,50,0.886,0.979,0.0198,37,89.75,2026-04-30T04:36:50.726872
SPERF-00001434,SUP-0048,12,2024,78,73,0.946,0.831,0.0154,53,88.07,2026-04-30T04:36:50.726872
SPERF-00001435,SUP-0048,1,2025,16,15,0.95,0.821,0.0156,18,87.83,2026-04-30T04:36:50.726872
SPERF-00001436,SUP-0048,2,2025,38,31,0.84,0.893,0.0129,38,86.63,2026-04-30T04:36:50.726872
SPERF-00001437,SUP-0048,3,2025,16,13,0.856,0.985,0.0267,11,87.04,2026-04-30T04:36:50.726872
SPERF-00001438,SUP-0048,4,2025,6,5,0.932,0.963,0.0234,57,90.13,2026-04-30T04:36:50.726872
SPERF-00001439,SUP-0048,5,2025,35,31,0.907,0.804,0.046,54,77.92,2026-04-30T04:36:50.726872
SPERF-00001440,SUP-0048,6,2025,13,11,0.876,0.831,0.0171,24,84.85,2026-04-30T04:36:50.726872
SPERF-00001441,SUP-0049,1,2023,17,12,0.742,0.943,0.0412,5,77.38,2026-04-30T04:36:50.726872
SPERF-00001442,SUP-0049,2,2023,16,15,0.956,0.9,0.0015,27,94.36,2026-04-30T04:36:50.726872
SPERF-00001443,SUP-0049,3,2023,71,54,0.762,0.976,0.0208,28,84.44,2026-04-30T04:36:50.726872
SPERF-00001444,SUP-0049,4,2023,74,69,0.939,0.963,0.0294,46,88.91,2026-04-30T04:36:50.726872
SPERF-00001445,SUP-0049,5,2023,43,36,0.845,0.929,0.0369,40,82.09,2026-04-30T04:36:50.726872
SPERF-00001446,SUP-0049,6,2023,56,45,0.814,0.848,0.0455,59,75.86,2026-04-30T04:36:50.726872
SPERF-00001447,SUP-0049,7,2023,54,39,0.74,0.856,0.0473,40,72.73,2026-04-30T04:36:50.726872
SPERF-00001448,SUP-0049,8,2023,55,52,0.961,0.836,0.0453,60,81.37,2026-04-30T04:36:50.726872
SPERF-00001449,SUP-0049,9,2023,76,65,0.856,0.887,0.0225,31,84.66,2026-04-30T04:36:50.726872
SPERF-00001450,SUP-0049,10,2023,15,13,0.914,0.917,0.0175,27,89.28,2026-04-30T04:36:50.726872
SPERF-00001451,SUP-0049,11,2023,59,50,0.856,0.875,0.0333,46,81.54,2026-04-30T04:36:50.726872
SPERF-00001452,SUP-0049,12,2023,63,49,0.778,0.901,0.017,15,83.41,2026-04-30T04:36:50.726872
SPERF-00001453,SUP-0049,1,2024,25,24,0.965,0.863,0.0033,3,92.98,2026-04-30T04:36:50.726872
SPERF-00001454,SUP-0049,2,2024,47,36,0.779,0.817,0.0303,13,77.18,2026-04-30T04:36:50.726872
SPERF-00001455,SUP-0049,3,2024,32,27,0.849,0.829,0.0403,39,77.9,2026-04-30T04:36:50.726872
SPERF-00001456,SUP-0049,4,2024,23,16,0.738,0.978,0.0094,24,86.4,2026-04-30T04:36:50.726872
SPERF-00001457,SUP-0049,5,2024,51,47,0.935,0.874,0.025,57,86.74,2026-04-30T04:36:50.726872
SPERF-00001458,SUP-0049,6,2024,71,69,0.984,0.819,0.0181,47,88.5,2026-04-30T04:36:50.726872
SPERF-00001459,SUP-0049,7,2024,45,38,0.855,0.837,0.0193,20,83.67,2026-04-30T04:36:50.726872
SPERF-00001460,SUP-0049,8,2024,47,35,0.754,0.866,0.0159,15,81.5,2026-04-30T04:36:50.726872
SPERF-00001461,SUP-0049,9,2024,30,27,0.91,0.809,0.0389,55,79.99,2026-04-30T04:36:50.726872
SPERF-00001462,SUP-0049,10,2024,49,36,0.742,0.897,0.0176,36,81.67,2026-04-30T04:36:50.726872
SPERF-00001463,SUP-0049,11,2024,54,50,0.938,0.989,0.0108,23,94.43,2026-04-30T04:36:50.726872
SPERF-00001464,SUP-0049,12,2024,36,32,0.897,0.953,0.0472,14,82.44,2026-04-30T04:36:50.726872
SPERF-00001465,SUP-0049,1,2025,36,28,0.788,0.855,0.0124,32,83.34,2026-04-30T04:36:50.726872
SPERF-00001466,SUP-0049,2,2025,7,6,0.863,0.942,0.005,43,91.24,2026-04-30T04:36:50.726872
SPERF-00001467,SUP-0049,3,2025,61,58,0.96,0.883,0.022,39,88.81,2026-04-30T04:36:50.726872
SPERF-00001468,SUP-0049,4,2025,23,21,0.953,0.986,0.0338,42,89.18,2026-04-30T04:36:50.726872
SPERF-00001469,SUP-0049,5,2025,19,16,0.878,0.864,0.0398,39,80.41,2026-04-30T04:36:50.726872
SPERF-00001470,SUP-0049,6,2025,20,16,0.818,0.901,0.0469,5,77.53,2026-04-30T04:36:50.726872
SPERF-00001471,SUP-0050,1,2023,5,3,0.756,0.964,0.049,40,76.73,2026-04-30T04:36:50.726872
SPERF-00001472,SUP-0050,2,2023,21,15,0.72,0.885,0.008,55,82.78,2026-04-30T04:36:50.726872
SPERF-00001473,SUP-0050,3,2023,71,64,0.913,0.889,0.0458,36,81.19,2026-04-30T04:36:50.726872
SPERF-00001474,SUP-0050,4,2023,58,46,0.803,0.92,0.0438,12,78.37,2026-04-30T04:36:50.726872
SPERF-00001475,SUP-0050,5,2023,28,25,0.906,0.915,0.021,32,88.02,2026-04-30T04:36:50.726872
SPERF-00001476,SUP-0050,6,2023,73,64,0.889,0.899,0.0225,47,86.4,2026-04-30T04:36:50.726872
SPERF-00001477,SUP-0050,7,2023,54,41,0.77,0.852,0.0344,12,77.02,2026-04-30T04:36:50.726872
SPERF-00001478,SUP-0050,8,2023,17,13,0.792,0.905,0.0461,11,76.83,2026-04-30T04:36:50.726872
SPERF-00001479,SUP-0050,9,2023,80,67,0.842,0.9,0.0309,46,82.46,2026-04-30T04:36:50.726872
SPERF-00001480,SUP-0050,10,2023,39,29,0.767,0.802,0.0479,59,71.78,2026-04-30T04:36:50.726872
SPERF-00001481,SUP-0050,11,2023,5,4,0.881,0.87,0.0358,31,81.74,2026-04-30T04:36:50.726872
SPERF-00001482,SUP-0050,12,2023,24,22,0.923,0.919,0.0211,53,88.81,2026-04-30T04:36:50.726872
SPERF-00001483,SUP-0050,1,2024,53,43,0.818,0.953,0.0389,42,81.35,2026-04-30T04:36:50.726872
SPERF-00001484,SUP-0050,2,2024,35,32,0.926,0.833,0.0102,15,88.64,2026-04-30T04:36:50.726872
SPERF-00001485,SUP-0050,3,2024,24,22,0.923,0.814,0.0046,43,89.26,2026-04-30T04:36:50.726872
