location_id,warehouse_id,zone,aisle,rack,bin,location_type,max_weight_lbs,max_volume_cuft,is_active,_ingested_at
LOC-AS-06-B15-05,WH-EAS-06,ZONE-C,B,15,05,STANDARD,5000,149.1,True,2026-04-30T04:36:50.726872
LOC-OR-05-G13-03,WH-NOR-05,ZONE-E,G,13,03,STANDARD,5000,108.5,True,2026-04-30T04:36:50.726872
LOC-AS-01-H04-04,WH-EAS-01,ZONE-A,H,04,04,STANDARD,500,119.3,True,2026-04-30T04:36:50.726872
LOC-OU-09-D09-04,WH-SOU-09,ZONE-E,D,09,04,STANDARD,5000,84.5,True,2026-04-30T04:36:50.726872
LOC-OR-05-P07-03,WH-NOR-05,SHIPPING,P,07,03,STANDARD,2000,144.1,True,2026-04-30T04:36:50.726872
LOC-AS-01-D06-08,WH-EAS-01,RECEIVING,D,06,08,STANDARD,1000,42.3,True,2026-04-30T04:36:50.726872
LOC-AS-03-F11-08,WH-EAS-03,ZONE-B,F,11,08,OVERSIZE,5000,91.3,True,2026-04-30T04:36:50.726872
LOC-OR-05-C06-01,WH-NOR-05,ZONE-E,C,06,01,STANDARD,5000,120.8,True,2026-04-30T04:36:50.726872
LOC-OR-04-P04-01,WH-NOR-04,SHIPPING,P,04,01,STANDARD,2000,168.7,True,2026-04-30T04:36:50.726872
LOC-AS-03-E25-02,WH-EAS-03,ZONE-A,E,25,02,STANDARD,2000,96.0,True,2026-04-30T04:36:50.726872
LOC-OU-09-I22-08,WH-SOU-09,ZONE-C,I,22,08,STANDARD,500,167.3,True,2026-04-30T04:36:50.726872
LOC-AS-06-P04-05,WH-EAS-06,RECEIVING,P,04,05,STANDARD,500,38.1,True,2026-04-30T04:36:50.726872
LOC-OR-04-E12-08,WH-NOR-04,ZONE-A,E,12,08,STANDARD,5000,78.3,True,2026-04-30T04:36:50.726872
LOC-OR-04-M21-02,WH-NOR-04,ZONE-C,M,21,02,COLD,5000,197.6,True,2026-04-30T04:36:50.726872
LOC-AS-03-I30-06,WH-EAS-03,ZONE-C,I,30,06,STANDARD,5000,189.6,True,2026-04-30T04:36:50.726872
LOC-OR-04-B19-06,WH-NOR-04,SHIPPING,B,19,06,STANDARD,5000,161.1,True,2026-04-30T04:36:50.726872
LOC-AS-06-J04-01,WH-EAS-06,ZONE-D,J,04,01,HAZMAT,1000,98.6,True,2026-04-30T04:36:50.726872
LOC-OR-05-F10-08,WH-NOR-05,ZONE-C,F,10,08,STANDARD,2000,13.0,True,2026-04-30T04:36:50.726872
LOC-OR-05-D02-08,WH-NOR-05,ZONE-C,D,02,08,STANDARD,2000,135.4,True,2026-04-30T04:36:50.726872
LOC-OR-05-E12-05,WH-NOR-05,SHIPPING,E,12,05,COLD,1000,191.2,True,2026-04-30T04:36:50.726872
LOC-AS-03-G14-02,WH-EAS-03,ZONE-C,G,14,02,STANDARD,5000,187.3,True,2026-04-30T04:36:50.726872
LOC-ES-07-N13-02,WH-WES-07,ZONE-C,N,13,02,HAZMAT,2000,42.9,True,2026-04-30T04:36:50.726872
LOC-AS-06-E22-04,WH-EAS-06,ZONE-C,E,22,04,STANDARD,1000,67.2,True,2026-04-30T04:36:50.726872
LOC-EN-10-O18-03,WH-CEN-10,ZONE-D,O,18,03,BULK,5000,28.2,True,2026-04-30T04:36:50.726872
LOC-AS-06-L15-06,WH-EAS-06,ZONE-D,L,15,06,STANDARD,5000,97.6,True,2026-04-30T04:36:50.726872
LOC-AS-01-N03-03,WH-EAS-01,ZONE-E,N,03,03,COLD,1000,120.3,True,2026-04-30T04:36:50.726872
LOC-EN-10-J02-07,WH-CEN-10,ZONE-B,J,02,07,STANDARD,500,97.9,True,2026-04-30T04:36:50.726872
LOC-OU-09-O27-01,WH-SOU-09,ZONE-A,O,27,01,STANDARD,500,73.4,True,2026-04-30T04:36:50.726872
LOC-OR-05-P23-06,WH-NOR-05,SHIPPING,P,23,06,STANDARD,500,143.3,True,2026-04-30T04:36:50.726872
LOC-OU-09-P05-04,WH-SOU-09,RECEIVING,P,05,04,STANDARD,1000,67.2,True,2026-04-30T04:36:50.726872
LOC-AS-01-P20-04,WH-EAS-01,ZONE-A,P,20,04,STANDARD,1000,124.7,True,2026-04-30T04:36:50.726872
LOC-AS-02-H07-02,WH-EAS-02,ZONE-D,H,07,02,STANDARD,5000,84.2,True,2026-04-30T04:36:50.726872
LOC-OR-05-M16-03,WH-NOR-05,SHIPPING,M,16,03,STANDARD,2000,166.1,True,2026-04-30T04:36:50.726872
LOC-EN-10-D14-03,WH-CEN-10,RECEIVING,D,14,03,STANDARD,1000,165.5,True,2026-04-30T04:36:50.726872
LOC-AS-03-G16-08,WH-EAS-03,ZONE-C,G,16,08,STANDARD,500,192.2,True,2026-04-30T04:36:50.726872
LOC-OR-05-M13-02,WH-NOR-05,ZONE-D,M,13,02,STANDARD,5000,38.2,True,2026-04-30T04:36:50.726872
LOC-AS-02-M01-05,WH-EAS-02,ZONE-A,M,01,05,STANDARD,5000,18.1,True,2026-04-30T04:36:50.726872
LOC-AS-03-O29-08,WH-EAS-03,ZONE-C,O,29,08,STANDARD,1000,78.0,True,2026-04-30T04:36:50.726872
LOC-OU-09-G12-07,WH-SOU-09,ZONE-E,G,12,07,STANDARD,1000,76.9,True,2026-04-30T04:36:50.726872
LOC-AS-06-O23-03,WH-EAS-06,ZONE-C,O,23,03,BULK,2000,185.5,True,2026-04-30T04:36:50.726872
LOC-EN-08-M16-03,WH-CEN-08,ZONE-E,M,16,03,BULK,2000,34.6,True,2026-04-30T04:36:50.726872
LOC-EN-10-L19-07,WH-CEN-10,ZONE-A,L,19,07,STANDARD,1000,54.0,True,2026-04-30T04:36:50.726872
LOC-EN-08-P11-04,WH-CEN-08,SHIPPING,P,11,04,BULK,1000,30.0,True,2026-04-30T04:36:50.726872
LOC-ES-07-N30-02,WH-WES-07,ZONE-A,N,30,02,STANDARD,500,17.1,True,2026-04-30T04:36:50.726872
LOC-EN-08-L20-01,WH-CEN-08,ZONE-B,L,20,01,STANDARD,5000,81.7,False,2026-04-30T04:36:50.726872
LOC-EN-10-G07-05,WH-CEN-10,ZONE-D,G,07,05,STANDARD,2000,52.8,True,2026-04-30T04:36:50.726872
LOC-ES-07-G03-01,WH-WES-07,RECEIVING,G,03,01,OVERSIZE,500,48.7,True,2026-04-30T04:36:50.726872
LOC-AS-01-L25-07,WH-EAS-01,ZONE-E,L,25,07,STANDARD,500,74.7,True,2026-04-30T04:36:50.726872
LOC-OU-09-P07-04,WH-SOU-09,ZONE-E,P,07,04,BULK,2000,77.7,True,2026-04-30T04:36:50.726872
LOC-AS-03-C15-07,WH-EAS-03,RECEIVING,C,15,07,STANDARD,500,118.1,True,2026-04-30T04:36:50.726872
LOC-OU-09-J04-02,WH-SOU-09,ZONE-D,J,04,02,STANDARD,2000,14.3,True,2026-04-30T04:36:50.726872
LOC-OR-05-I13-06,WH-NOR-05,ZONE-A,I,13,06,COLD,1000,193.9,True,2026-04-30T04:36:50.726872
LOC-EN-10-H28-05,WH-CEN-10,ZONE-D,H,28,05,STANDARD,500,120.7,True,2026-04-30T04:36:50.726872
LOC-OR-05-A02-06,WH-NOR-05,ZONE-D,A,02,06,STANDARD,2000,178.7,True,2026-04-30T04:36:50.726872
LOC-OR-04-K30-01,WH-NOR-04,ZONE-B,K,30,01,STANDARD,500,75.7,True,2026-04-30T04:36:50.726872
LOC-ES-07-C29-08,WH-WES-07,ZONE-B,C,29,08,STANDARD,500,29.8,True,2026-04-30T04:36:50.726872
LOC-OR-04-L14-08,WH-NOR-04,ZONE-C,L,14,08,BULK,1000,14.1,True,2026-04-30T04:36:50.726872
LOC-OR-04-M22-01,WH-NOR-04,ZONE-E,M,22,01,STANDARD,5000,155.5,True,2026-04-30T04:36:50.726872
LOC-ES-07-N18-03,WH-WES-07,ZONE-A,N,18,03,STANDARD,2000,76.8,True,2026-04-30T04:36:50.726872
LOC-AS-01-H08-02,WH-EAS-01,ZONE-E,H,08,02,STANDARD,5000,152.0,True,2026-04-30T04:36:50.726872
LOC-OU-09-B26-01,WH-SOU-09,SHIPPING,B,26,01,BULK,500,24.6,True,2026-04-30T04:36:50.726872
LOC-AS-03-J02-06,WH-EAS-03,ZONE-C,J,02,06,STANDARD,1000,199.6,True,2026-04-30T04:36:50.726872
LOC-ES-07-P22-02,WH-WES-07,RECEIVING,P,22,02,STANDARD,2000,188.3,True,2026-04-30T04:36:50.726872
LOC-AS-06-H15-05,WH-EAS-06,ZONE-C,H,15,05,BULK,2000,175.1,True,2026-04-30T04:36:50.726872
LOC-OR-05-K23-02,WH-NOR-05,ZONE-A,K,23,02,STANDARD,5000,144.0,True,2026-04-30T04:36:50.726872
LOC-OR-05-C07-03,WH-NOR-05,SHIPPING,C,07,03,OVERSIZE,1000,67.9,True,2026-04-30T04:36:50.726872
LOC-AS-02-L24-03,WH-EAS-02,ZONE-A,L,24,03,OVERSIZE,5000,133.5,True,2026-04-30T04:36:50.726872
LOC-AS-02-A16-01,WH-EAS-02,ZONE-C,A,16,01,STANDARD,5000,67.1,True,2026-04-30T04:36:50.726872
LOC-AS-01-I28-07,WH-EAS-01,ZONE-D,I,28,07,STANDARD,5000,83.1,True,2026-04-30T04:36:50.726872
LOC-OR-04-M06-07,WH-NOR-04,ZONE-E,M,06,07,STANDARD,2000,15.9,True,2026-04-30T04:36:50.726872
LOC-AS-01-K30-05,WH-EAS-01,SHIPPING,K,30,05,BULK,1000,153.9,True,2026-04-30T04:36:50.726872
LOC-EN-10-N28-07,WH-CEN-10,SHIPPING,N,28,07,BULK,500,163.4,True,2026-04-30T04:36:50.726872
LOC-OR-05-O14-05,WH-NOR-05,ZONE-B,O,14,05,OVERSIZE,5000,151.7,True,2026-04-30T04:36:50.726872
LOC-AS-03-A09-05,WH-EAS-03,ZONE-A,A,09,05,OVERSIZE,2000,74.1,True,2026-04-30T04:36:50.726872
LOC-EN-10-I12-05,WH-CEN-10,RECEIVING,I,12,05,STANDARD,500,33.6,True,2026-04-30T04:36:50.726872
LOC-AS-06-I28-03,WH-EAS-06,ZONE-D,I,28,03,STANDARD,5000,11.7,True,2026-04-30T04:36:50.726872
LOC-AS-06-P21-04,WH-EAS-06,ZONE-D,P,21,04,STANDARD,500,62.5,True,2026-04-30T04:36:50.726872
LOC-AS-06-C15-03,WH-EAS-06,ZONE-C,C,15,03,BULK,2000,59.3,True,2026-04-30T04:36:50.726872
LOC-OR-04-F05-01,WH-NOR-04,ZONE-B,F,05,01,STANDARD,500,45.0,True,2026-04-30T04:36:50.726872
LOC-EN-08-K02-04,WH-CEN-08,ZONE-A,K,02,04,OVERSIZE,2000,195.3,True,2026-04-30T04:36:50.726872
LOC-AS-06-B20-04,WH-EAS-06,ZONE-C,B,20,04,STANDARD,5000,31.5,True,2026-04-30T04:36:50.726872
LOC-OR-04-K19-06,WH-NOR-04,SHIPPING,K,19,06,BULK,5000,23.6,True,2026-04-30T04:36:50.726872
LOC-OR-05-E01-06,WH-NOR-05,ZONE-E,E,01,06,BULK,2000,195.3,True,2026-04-30T04:36:50.726872
LOC-AS-06-P10-01,WH-EAS-06,ZONE-B,P,10,01,STANDARD,2000,186.8,True,2026-04-30T04:36:50.726872
LOC-AS-01-D20-04,WH-EAS-01,SHIPPING,D,20,04,STANDARD,2000,188.6,True,2026-04-30T04:36:50.726872
LOC-EN-10-B22-03,WH-CEN-10,ZONE-D,B,22,03,BULK,500,191.5,True,2026-04-30T04:36:50.726872
LOC-OR-04-N18-02,WH-NOR-04,SHIPPING,N,18,02,COLD,500,125.3,True,2026-04-30T04:36:50.726872
LOC-OU-09-O11-05,WH-SOU-09,ZONE-B,O,11,05,BULK,2000,183.1,True,2026-04-30T04:36:50.726872
LOC-AS-06-H15-06,WH-EAS-06,RECEIVING,H,15,06,OVERSIZE,1000,94.6,True,2026-04-30T04:36:50.726872
LOC-ES-07-L03-06,WH-WES-07,ZONE-E,L,03,06,STANDARD,2000,134.1,True,2026-04-30T04:36:50.726872
LOC-EN-08-N08-03,WH-CEN-08,ZONE-E,N,08,03,STANDARD,5000,138.1,True,2026-04-30T04:36:50.726872
LOC-EN-10-I26-05,WH-CEN-10,ZONE-C,I,26,05,STANDARD,500,87.6,True,2026-04-30T04:36:50.726872
LOC-AS-03-P21-04,WH-EAS-03,ZONE-B,P,21,04,COLD,500,41.7,True,2026-04-30T04:36:50.726872
LOC-OU-09-P24-02,WH-SOU-09,ZONE-B,P,24,02,COLD,5000,14.5,True,2026-04-30T04:36:50.726872
LOC-AS-02-E17-07,WH-EAS-02,ZONE-D,E,17,07,STANDARD,5000,142.4,True,2026-04-30T04:36:50.726872
LOC-OR-05-D11-06,WH-NOR-05,ZONE-E,D,11,06,STANDARD,500,198.9,True,2026-04-30T04:36:50.726872
LOC-AS-06-O30-07,WH-EAS-06,RECEIVING,O,30,07,STANDARD,5000,65.0,True,2026-04-30T04:36:50.726872
LOC-AS-03-F24-02,WH-EAS-03,ZONE-B,F,24,02,COLD,2000,138.0,True,2026-04-30T04:36:50.726872
LOC-AS-06-O06-05,WH-EAS-06,SHIPPING,O,06,05,STANDARD,2000,103.7,True,2026-04-30T04:36:50.726872
LOC-OU-09-N10-06,WH-SOU-09,ZONE-D,N,10,06,STANDARD,1000,191.2,True,2026-04-30T04:36:50.726872
LOC-OR-04-N17-05,WH-NOR-04,ZONE-E,N,17,05,COLD,2000,28.9,True,2026-04-30T04:36:50.726872
LOC-AS-02-J09-08,WH-EAS-02,ZONE-D,J,09,08,STANDARD,1000,64.8,True,2026-04-30T04:36:50.726872
LOC-EN-10-D30-04,WH-CEN-10,RECEIVING,D,30,04,STANDARD,500,49.3,True,2026-04-30T04:36:50.726872
LOC-AS-03-A20-01,WH-EAS-03,ZONE-E,A,20,01,STANDARD,1000,11.3,True,2026-04-30T04:36:50.726872
LOC-AS-01-L07-05,WH-EAS-01,ZONE-E,L,07,05,STANDARD,5000,109.0,True,2026-04-30T04:36:50.726872
LOC-OR-05-D23-02,WH-NOR-05,ZONE-D,D,23,02,COLD,5000,60.0,True,2026-04-30T04:36:50.726872
LOC-OR-05-D12-02,WH-NOR-05,RECEIVING,D,12,02,BULK,500,72.2,True,2026-04-30T04:36:50.726872
LOC-OR-05-O21-02,WH-NOR-05,RECEIVING,O,21,02,STANDARD,500,92.3,True,2026-04-30T04:36:50.726872
LOC-OU-09-K07-01,WH-SOU-09,RECEIVING,K,07,01,STANDARD,1000,36.0,True,2026-04-30T04:36:50.726872
LOC-OR-04-G09-08,WH-NOR-04,ZONE-B,G,09,08,STANDARD,1000,149.4,True,2026-04-30T04:36:50.726872
LOC-OR-04-C17-04,WH-NOR-04,ZONE-A,C,17,04,STANDARD,5000,116.0,True,2026-04-30T04:36:50.726872
LOC-AS-03-B14-05,WH-EAS-03,ZONE-E,B,14,05,STANDARD,1000,131.2,True,2026-04-30T04:36:50.726872
LOC-AS-03-J27-04,WH-EAS-03,ZONE-C,J,27,04,STANDARD,5000,161.4,True,2026-04-30T04:36:50.726872
LOC-AS-06-P10-02,WH-EAS-06,ZONE-B,P,10,02,STANDARD,2000,89.7,True,2026-04-30T04:36:50.726872
LOC-OR-04-N04-03,WH-NOR-04,ZONE-D,N,04,03,OVERSIZE,500,76.0,True,2026-04-30T04:36:50.726872
LOC-AS-03-P27-08,WH-EAS-03,ZONE-E,P,27,08,STANDARD,1000,15.5,True,2026-04-30T04:36:50.726872
LOC-OR-04-N02-06,WH-NOR-04,ZONE-C,N,02,06,STANDARD,5000,84.4,True,2026-04-30T04:36:50.726872
LOC-ES-07-I30-01,WH-WES-07,ZONE-C,I,30,01,STANDARD,1000,74.6,True,2026-04-30T04:36:50.726872
LOC-OR-05-O14-04,WH-NOR-05,ZONE-E,O,14,04,COLD,1000,158.1,True,2026-04-30T04:36:50.726872
LOC-EN-10-K05-01,WH-CEN-10,RECEIVING,K,05,01,STANDARD,5000,27.1,True,2026-04-30T04:36:50.726872
LOC-AS-06-C21-01,WH-EAS-06,ZONE-E,C,21,01,STANDARD,1000,197.2,True,2026-04-30T04:36:50.726872
LOC-ES-07-H10-03,WH-WES-07,ZONE-C,H,10,03,STANDARD,1000,115.1,True,2026-04-30T04:36:50.726872
LOC-AS-01-B28-01,WH-EAS-01,SHIPPING,B,28,01,HAZMAT,500,105.3,True,2026-04-30T04:36:50.726872
LOC-AS-01-F10-05,WH-EAS-01,ZONE-A,F,10,05,STANDARD,1000,16.4,True,2026-04-30T04:36:50.726872
LOC-ES-07-M05-05,WH-WES-07,SHIPPING,M,05,05,STANDARD,500,105.9,True,2026-04-30T04:36:50.726872
LOC-ES-07-A01-03,WH-WES-07,ZONE-A,A,01,03,BULK,5000,46.9,True,2026-04-30T04:36:50.726872
LOC-OR-05-K14-01,WH-NOR-05,ZONE-C,K,14,01,STANDARD,1000,28.9,True,2026-04-30T04:36:50.726872
LOC-EN-10-P13-05,WH-CEN-10,ZONE-D,P,13,05,STANDARD,5000,116.6,True,2026-04-30T04:36:50.726872
LOC-OU-09-H13-01,WH-SOU-09,ZONE-D,H,13,01,BULK,2000,154.9,True,2026-04-30T04:36:50.726872
LOC-EN-08-H19-01,WH-CEN-08,ZONE-D,H,19,01,BULK,5000,80.3,True,2026-04-30T04:36:50.726872
LOC-OR-05-K05-02,WH-NOR-05,ZONE-A,K,05,02,STANDARD,1000,174.3,True,2026-04-30T04:36:50.726872
LOC-OR-04-C05-07,WH-NOR-04,ZONE-E,C,05,07,BULK,1000,21.2,True,2026-04-30T04:36:50.726872
LOC-ES-07-J24-06,WH-WES-07,SHIPPING,J,24,06,STANDARD,2000,140.9,True,2026-04-30T04:36:50.726872
LOC-AS-01-I23-04,WH-EAS-01,SHIPPING,I,23,04,STANDARD,5000,113.7,True,2026-04-30T04:36:50.726872
LOC-OR-04-K15-08,WH-NOR-04,ZONE-E,K,15,08,STANDARD,500,185.0,True,2026-04-30T04:36:50.726872
LOC-AS-02-M05-01,WH-EAS-02,ZONE-B,M,05,01,STANDARD,500,41.6,True,2026-04-30T04:36:50.726872
LOC-AS-02-B29-07,WH-EAS-02,ZONE-D,B,29,07,STANDARD,5000,36.6,True,2026-04-30T04:36:50.726872
LOC-ES-07-M01-05,WH-WES-07,ZONE-A,M,01,05,STANDARD,2000,146.8,True,2026-04-30T04:36:50.726872
LOC-OR-05-K20-06,WH-NOR-05,ZONE-E,K,20,06,STANDARD,1000,65.1,True,2026-04-30T04:36:50.726872
LOC-EN-10-L17-05,WH-CEN-10,ZONE-D,L,17,05,STANDARD,2000,186.1,True,2026-04-30T04:36:50.726872
LOC-AS-03-F17-08,WH-EAS-03,ZONE-A,F,17,08,STANDARD,1000,38.6,True,2026-04-30T04:36:50.726872
LOC-AS-01-J23-04,WH-EAS-01,ZONE-B,J,23,04,STANDARD,5000,72.9,True,2026-04-30T04:36:50.726872
LOC-EN-08-F03-06,WH-CEN-08,RECEIVING,F,03,06,STANDARD,1000,75.5,True,2026-04-30T04:36:50.726872
LOC-OR-04-I10-07,WH-NOR-04,ZONE-E,I,10,07,BULK,2000,128.7,True,2026-04-30T04:36:50.726872
LOC-OR-05-G03-03,WH-NOR-05,ZONE-A,G,03,03,BULK,2000,43.9,True,2026-04-30T04:36:50.726872
LOC-AS-03-M11-05,WH-EAS-03,SHIPPING,M,11,05,BULK,5000,49.8,True,2026-04-30T04:36:50.726872
LOC-OR-04-G03-03,WH-NOR-04,ZONE-B,G,03,03,STANDARD,500,71.4,True,2026-04-30T04:36:50.726872
LOC-AS-01-E17-08,WH-EAS-01,ZONE-D,E,17,08,STANDARD,2000,67.5,True,2026-04-30T04:36:50.726872
LOC-OR-04-M13-07,WH-NOR-04,RECEIVING,M,13,07,STANDARD,2000,169.3,True,2026-04-30T04:36:50.726872
LOC-AS-02-G06-05,WH-EAS-02,RECEIVING,G,06,05,STANDARD,5000,116.5,True,2026-04-30T04:36:50.726872
LOC-OR-05-D18-07,WH-NOR-05,RECEIVING,D,18,07,STANDARD,500,174.6,True,2026-04-30T04:36:50.726872
LOC-AS-06-N07-04,WH-EAS-06,ZONE-D,N,07,04,STANDARD,500,47.2,True,2026-04-30T04:36:50.726872
LOC-OR-04-A19-05,WH-NOR-04,ZONE-C,A,19,05,STANDARD,2000,184.0,True,2026-04-30T04:36:50.726872
LOC-AS-01-I02-05,WH-EAS-01,RECEIVING,I,02,05,STANDARD,500,199.2,True,2026-04-30T04:36:50.726872
LOC-OR-05-B19-01,WH-NOR-05,SHIPPING,B,19,01,BULK,5000,199.5,True,2026-04-30T04:36:50.726872
LOC-EN-08-F16-02,WH-CEN-08,ZONE-A,F,16,02,STANDARD,1000,144.1,True,2026-04-30T04:36:50.726872
LOC-AS-03-C14-02,WH-EAS-03,ZONE-A,C,14,02,STANDARD,500,69.7,True,2026-04-30T04:36:50.726872
LOC-OR-05-G21-01,WH-NOR-05,ZONE-C,G,21,01,BULK,2000,180.6,True,2026-04-30T04:36:50.726872
LOC-EN-10-L17-01,WH-CEN-10,RECEIVING,L,17,01,STANDARD,500,22.3,True,2026-04-30T04:36:50.726872
LOC-OU-09-E24-05,WH-SOU-09,ZONE-A,E,24,05,STANDARD,500,62.3,True,2026-04-30T04:36:50.726872
LOC-OU-09-N06-01,WH-SOU-09,ZONE-C,N,06,01,STANDARD,2000,32.4,True,2026-04-30T04:36:50.726872
LOC-AS-02-O03-02,WH-EAS-02,ZONE-A,O,03,02,STANDARD,500,45.3,True,2026-04-30T04:36:50.726872
LOC-AS-01-F26-01,WH-EAS-01,ZONE-B,F,26,01,STANDARD,5000,25.4,True,2026-04-30T04:36:50.726872
LOC-OR-04-J27-04,WH-NOR-04,RECEIVING,J,27,04,BULK,1000,69.0,True,2026-04-30T04:36:50.726872
LOC-OR-05-F09-03,WH-NOR-05,ZONE-E,F,09,03,STANDARD,1000,168.7,True,2026-04-30T04:36:50.726872
LOC-OR-04-F10-05,WH-NOR-04,RECEIVING,F,10,05,STANDARD,500,103.1,True,2026-04-30T04:36:50.726872
LOC-AS-06-O27-03,WH-EAS-06,ZONE-A,O,27,03,HAZMAT,5000,39.6,True,2026-04-30T04:36:50.726872
LOC-ES-07-L21-05,WH-WES-07,ZONE-B,L,21,05,STANDARD,2000,27.2,True,2026-04-30T04:36:50.726872
LOC-OR-05-G15-05,WH-NOR-05,ZONE-A,G,15,05,HAZMAT,1000,100.3,True,2026-04-30T04:36:50.726872
LOC-AS-06-L19-07,WH-EAS-06,RECEIVING,L,19,07,STANDARD,500,71.3,True,2026-04-30T04:36:50.726872
LOC-AS-06-A06-07,WH-EAS-06,ZONE-D,A,06,07,STANDARD,500,45.6,True,2026-04-30T04:36:50.726872
LOC-AS-03-O18-03,WH-EAS-03,SHIPPING,O,18,03,STANDARD,5000,122.8,True,2026-04-30T04:36:50.726872
LOC-ES-07-P27-04,WH-WES-07,ZONE-C,P,27,04,BULK,2000,101.7,True,2026-04-30T04:36:50.726872
LOC-AS-01-H25-02,WH-EAS-01,ZONE-D,H,25,02,STANDARD,2000,191.3,True,2026-04-30T04:36:50.726872
LOC-AS-01-F17-03,WH-EAS-01,ZONE-C,F,17,03,COLD,1000,190.8,True,2026-04-30T04:36:50.726872
LOC-AS-03-E22-06,WH-EAS-03,SHIPPING,E,22,06,OVERSIZE,500,68.8,True,2026-04-30T04:36:50.726872
LOC-AS-06-O13-03,WH-EAS-06,ZONE-D,O,13,03,STANDARD,1000,48.1,True,2026-04-30T04:36:50.726872
LOC-OR-05-C06-04,WH-NOR-05,SHIPPING,C,06,04,STANDARD,500,147.6,True,2026-04-30T04:36:50.726872
LOC-OU-09-L01-08,WH-SOU-09,ZONE-B,L,01,08,STANDARD,5000,114.5,True,2026-04-30T04:36:50.726872
LOC-OR-04-P22-07,WH-NOR-04,SHIPPING,P,22,07,STANDARD,1000,155.0,True,2026-04-30T04:36:50.726872
LOC-AS-03-K25-03,WH-EAS-03,ZONE-D,K,25,03,BULK,2000,165.8,True,2026-04-30T04:36:50.726872
LOC-ES-07-M18-02,WH-WES-07,ZONE-C,M,18,02,STANDARD,500,52.1,True,2026-04-30T04:36:50.726872
LOC-OR-04-L12-06,WH-NOR-04,ZONE-E,L,12,06,BULK,5000,183.8,True,2026-04-30T04:36:50.726872
LOC-AS-03-P07-01,WH-EAS-03,ZONE-B,P,07,01,STANDARD,500,74.5,True,2026-04-30T04:36:50.726872
LOC-ES-07-E10-05,WH-WES-07,ZONE-D,E,10,05,STANDARD,5000,16.6,True,2026-04-30T04:36:50.726872
LOC-ES-07-F06-07,WH-WES-07,RECEIVING,F,06,07,STANDARD,500,98.3,True,2026-04-30T04:36:50.726872
LOC-AS-02-M26-01,WH-EAS-02,ZONE-B,M,26,01,STANDARD,5000,140.4,True,2026-04-30T04:36:50.726872
LOC-ES-07-N25-01,WH-WES-07,ZONE-C,N,25,01,STANDARD,500,124.7,True,2026-04-30T04:36:50.726872
LOC-EN-08-L25-08,WH-CEN-08,RECEIVING,L,25,08,STANDARD,2000,31.2,True,2026-04-30T04:36:50.726872
LOC-ES-07-M28-02,WH-WES-07,ZONE-B,M,28,02,STANDARD,2000,47.5,True,2026-04-30T04:36:50.726872
LOC-EN-08-N02-08,WH-CEN-08,ZONE-C,N,02,08,STANDARD,5000,97.4,True,2026-04-30T04:36:50.726872
LOC-EN-10-L09-07,WH-CEN-10,ZONE-C,L,09,07,STANDARD,500,113.1,True,2026-04-30T04:36:50.726872
LOC-AS-06-N01-08,WH-EAS-06,ZONE-C,N,01,08,STANDARD,500,123.2,True,2026-04-30T04:36:50.726872
LOC-AS-01-M08-03,WH-EAS-01,ZONE-A,M,08,03,STANDARD,1000,148.1,True,2026-04-30T04:36:50.726872
LOC-ES-07-I12-08,WH-WES-07,RECEIVING,I,12,08,STANDARD,5000,17.7,True,2026-04-30T04:36:50.726872
LOC-AS-01-E20-02,WH-EAS-01,ZONE-D,E,20,02,STANDARD,500,74.2,True,2026-04-30T04:36:50.726872
LOC-OR-05-N13-01,WH-NOR-05,ZONE-B,N,13,01,OVERSIZE,2000,147.1,True,2026-04-30T04:36:50.726872
LOC-AS-02-N04-04,WH-EAS-02,ZONE-E,N,04,04,STANDARD,2000,127.0,True,2026-04-30T04:36:50.726872
LOC-OR-04-B12-08,WH-NOR-04,ZONE-B,B,12,08,BULK,5000,62.2,True,2026-04-30T04:36:50.726872
LOC-AS-03-I17-01,WH-EAS-03,ZONE-E,I,17,01,STANDARD,1000,138.9,True,2026-04-30T04:36:50.726872
LOC-ES-07-G01-07,WH-WES-07,RECEIVING,G,01,07,STANDARD,2000,97.9,True,2026-04-30T04:36:50.726872
LOC-AS-06-D08-04,WH-EAS-06,ZONE-A,D,08,04,BULK,1000,22.1,True,2026-04-30T04:36:50.726872
LOC-EN-10-O19-07,WH-CEN-10,RECEIVING,O,19,07,STANDARD,5000,100.4,True,2026-04-30T04:36:50.726872
LOC-AS-06-K11-06,WH-EAS-06,SHIPPING,K,11,06,STANDARD,5000,172.3,True,2026-04-30T04:36:50.726872
LOC-OU-09-F22-07,WH-SOU-09,ZONE-C,F,22,07,STANDARD,500,130.0,True,2026-04-30T04:36:50.726872
LOC-AS-06-C07-06,WH-EAS-06,ZONE-C,C,07,06,STANDARD,2000,95.8,True,2026-04-30T04:36:50.726872
LOC-AS-03-F20-06,WH-EAS-03,ZONE-E,F,20,06,STANDARD,500,152.8,True,2026-04-30T04:36:50.726872
LOC-EN-08-H13-03,WH-CEN-08,ZONE-D,H,13,03,STANDARD,500,28.4,True,2026-04-30T04:36:50.726872
LOC-AS-02-J06-03,WH-EAS-02,SHIPPING,J,06,03,BULK,5000,114.5,True,2026-04-30T04:36:50.726872
LOC-OR-04-N29-05,WH-NOR-04,ZONE-C,N,29,05,BULK,500,136.2,True,2026-04-30T04:36:50.726872
